,Handle,Text,sentiment
4234,@James_Pardi,"Jakarta rusak setelah demo RUU Cipta Kerja / Omnibus Law #democracysausage #13Oktober2020 #13oktoberJAKARTA RUSAK AKIBAT DEMO RUU CIPTA KERJA / OMNIBUS LAW CAPAI 100...
Demo RUU CIPTA KERJA / OMNIBUS LAW yang terjadi pada Kamis 08 Oktober 2020 menyisakan kerusakan. Kerusakan terpantau dari Patung Kuda Jakarta Pusat sampai Jl...
youtube.com",1
4236,@germantantra,"Pertanyaannya...
Adakah yg sampai ke meja hijau?

500 Perusuh dan Penyusup di Demo Tolak RUU Cipta Kerja Ditangkap Polda Metro500 Perusuh dan Penyusup di Demo Tolak RUU Cipta Kerja Ditangkap Polda Metro
Polisi menangkap 500 orang yang menyusup di tengah-tengah demo yang mengastanamakan Aliansi Nasional Anti Komunis atau ANAK NKRI.
liputan6.com",1
4237,@officialliputan,"DPR RI: RUU Cipta Kerja 812 HalamanDPR RI: RUU Cipta Kerja 812 Halaman - LIPUTAN.CO.ID
Jakarta - Wakil Ketua DPR RI Azis Syamsuddin menegaskan jumlah halaman Rancangan Undang-Undang (RUU) Cipta Kerja Omnibus Law 812 halaman, terdiri dari 488
liputan.co.id",1
4238,@Jumadi97709906,"Sudah di sahkan,sudah di ketok palu,masih bisa direvisi.ayoo siapa yg nyebarkan hoax
Ruu cipta kerja caca prosedur.Tweet Kutipan
REPUBLIK MERDEKA | RMOL.ID
@rmol_id
 · 13 Okt
Ace Hasan: Banyak Berita Bohong UU Cipta Kerja Yang Harus Diluruskan https://politik.rmol.id/read/2020/10/13/456431/ace-hasan-banyak-berita-bohong-uu-cipta-kerja-yang-harus-diluruskan…",1
4239,@Chandra87150944,"RUU ciptakerja menolong usaha kecil masyarakat?Ah yang bener (pedagang kaki lima)di tangkepin, yang bawa gerobak di angkutin, yang dipinggir jalan di gusurin. Ini kah keadilan? Kami hanya butuh pembuktian bukan bualan saja. #GagalkanOmnimbuslaw #RezimPenjahatKonstitusi",1
4240,@KikyMang,"Membalas 
@DahnilanzarBaca draf RUU cipta kerja versi berapa bang itu?",1
4241,@Greymindless,"Topiknya RUU cipta kerja
tapi di sosmed beredarnya saling menyudutkan entah aparat kejam atau pendemo yg anarkis.
Ga ada sama sekali yg ngebahas UU nya itu sendiri..
emg ga ada apa yg mau bahas/diskusi yg santai,tenang tenang wae tanpa kekerasan/ribut ",1
4242,@Radar_Aktual,"KORAL: RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan TradisionalKORAL: RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan Tradisional | radaraktual.com
Koalisi Masyarakat Sipil untuk Perikanan dan Kelautan Berkelanjutan (KORAL) secara tegas menolak RUU Cipta Kerja yang disahkan Dewan Perwakilan Rakyat (DPR) pada Senin (05/10). Penolakan tersebut...
radaraktual.com",1
4244,@ilhamjati4,"Membalas 
@nongandah
 @ganjarpranowo
  dan 2 lainnyaKasih pertanyaan dasar dong... Apakah mereka sudah membaca seluruh UU cipta kerja ? Kok bisa jadi Nara sumber. Jika belum pernah membaca. Kalau sudah pernah membaca dari mana mereka mendapatkan RUU cipta kerja itu.",1
4246,@RonalddvcTm,"Dukun ini diminta banyak orang Agar Menyantet Anggota DPR Yg Mengesahkan RUU cipta kerja omnibus law

https://youtu.be/1_4Af8d7lh4",1
4247,@mnursiddiq,"Dalam Proleg RUU Cipta Kerja, Pemerintah berperan dlm mengusulkan proleg serta menyusun NA & RUU, DPR berperan dalam DIM dan pembahasan RUU, keduanya baik sama sama mengesahkan RUU menjadi UU. Jadi kedua lembaga berperan dalam prolegnas ini.",1
4248,@humasbanten_,"Polda Banten Apel Kesiapsiagaan Pengamanan Unras

Kepolisian Daerah (Polda) Banten menggelar Apel kesiapan pengamanan untuk mengantisipasi aksi Unjuk Rasa mengenai pengesahan RUU Cipta Kerja, Selasa (13/10/2020)",1
4251,@jalan_haqiqi,"RT 
@budhihermanto
: Klarifikasi ya, wahai para pendukung omnibus law yang terhormat. Poster seolah Buya Maarif merestui RUU cipta Kerja, bukan dari Buya Syafii Maarif.",1
4253,@Nataigama,"Kalau memikirkan daerah, Bupati, Gubernur dan semua anggota DPRD Kab dan Prov harusnya menolak RUU Cipta Kerja. Selain pengesahannya cacat, RUU ini juga merampas beberapa kewenangan daerah.

Negara sebesar Indonesia harusnya dikelola secara gotong royong, bukan sentralistik.Tweet Kutipan
Jara_Mbojo
@umaralims
 · 13 Okt
Madura Memanas,  Akhirnya ini hari DPRD Madura MENANDATANGANI PERNYATAAN Tolak UU CILAKA.",1
4254,@Panigoro7,"Mendirikan usaha jadi lebih mudah

Sblm disahkannya RUU Cipta Kerja, utk mendirikan PT hrs menyetorkan uang krg lbh 50 an jt 

Hal ini dihapuskan sehingga byk UMKM bs jadi PT resmi dgn mdh tanpa birokrasi yg ribet
#KadrunMakarTunggangiOBL",1
4255,@cagubnyinyir2,"ALASAN polisi tahan 8 Pentolan KAMI !
Karena provokasi dan Sulut demo RUU Cipta Kerja rusuh pekan lalu.
""Mereka sengaja menyebarkan hoax yg menimbulkan rasa kebencian & permusuhan dasar SARA!
https://liputan6.com/news/read/4381443/syahganda-nainggolan-ditangkap-ini-deretan-fakta-penangkapannya-dan-anggota-kami…
@hnurwahid
@anton_harjo
@AndyPra77353922
@pengagumpakde
 @Bnie18Syahganda Nainggolan Ditangkap, Ini Deretan Fakta Penangkapannya dan Anggota KAMI
Penangkapan petinggi KAMI Syahganda Nainggolan itu dibenarkan Kepala Divisi Humas Mabes Polri Irjen Argo Yuwono.
liputan6.com",0
4257,@cagubnyinyir2,"ALASAN polisi tahan 8 Pentolan KAMI !
Karena provokasi dan Sulut demo RUU Cipta Kerja rusuh pekan lalu.
""Mereka sengaja menyebarkan informasi hoax yg menimbulkan rasa kebencian & permusuhan didasarkan atas SARA!
https://liputan6.com/news/read/4381443/syahganda-nainggolan-ditangkap-ini-deretan-fakta-penangkapannya-dan-anggota-kami…
@hnurwahidTweet Kutipan
Angel
@enny_endah
 · 13 Okt
Membalas @cagubnyinyir2 @chirp__john  dan 3 lainnya
Emang HNW tahu kalau Polisi punya bukti? Klw ga ada bukti ga mgkn ditangkap",0
4258,@WisleyJaya5,"Susah-susah jadi mahasiswa berprestasi, lulus kuliah cari kerja sebar-sebar cv, kerja keras sampai pulang pagi, pemerintah rancang RUU dengan dalil efisiensi, tapi mereka bantai ekspektasi, ketika rakyat makin susah cari nasi, dimana demokasi? 

#omnibuslaw #RUUCiptaKerja",1
4259,@fajaarbelo,Timeline isinya pada demo. Kalo gak RUU Cipta Kerja. Ga ada yg lain apa yak,1
4260,@FPKSDPRRI,"QnA RUU Cipta Kerja

Sikap Penolakan PKS disampaikan dimana ?

#fraksipksdprri 
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",1
4261,@germantantra,"Mari kita ucapkan terima kasih untuk pemberi ijin demo ini, dgn ini kita bs pastikan covid 19 akan tetap tersebar secara maximal...

Ratusan Demonstran RUU Cipta Kerja Reaktif Covid-19, Terbanyak di JakartaRatusan Demonstran RUU Cipta Kerja Reaktif Covid-19, Terbanyak di Jakarta
Satgas Covid-19 memprediksi, jumlah kasus Covid-19 akan terus meningkat hingga tiga pekan ke depan.
liputan6.com",1
4262,@jurnascom,"Menaker Ida RUU Cipta Kerja untuk Sediakan Lapangan Kerja Sebanyak banyaknyaMenaker Ida: RUU Cipta Kerja untuk Sediakan Lapangan Kerja Sebanyak-banyaknya
RUU Cipta Kerja bertujuan untuk menyediakan lapangan kerja sebanyak-banyaknya bagi para pencari kerja dan penganggur
jurnas.com",1
4263,@Mediarealitas_C,"HMI Cabang Bandar Lampung Adakan Audiensi Dengan DPRD Provinsi Lampung Terkayit RUU Cipta KerjaHMI Cabang Bandar Lampung Adakan Audiensi Dengan DPRD Provinsi Lampung Terkayit RUU Cipta Kerja
Bandar Lampung I Realitas - Himpunan Mahasiswa Islam (HMI) Cabang Bandar Lampung mengadakan audiensi dengan DPRD Provinsi Lampung untuk membahas RUU Cipta
mediarealitas.com",1
4265,@TeguhSastraSeti,"ketika pekerja banyak yang demo RUU Cipta kerja, disini kami guru non PNS ikhlas berbagi ilmu meski gaji jauh dibawah standart.",1
4266,@nugrohoo_fajar,"Ruu cipta kerja tidak 
Berlaku di PT.Mencari
Cinta sejati.",1
4268,@officialliputan,"Menaker: RUU Cipta Kerja adalah Bentuk Solidaritas bagi Usaha KecilMenaker: RUU Cipta Kerja adalah Bentuk Solidaritas bagi Usaha Kecil - LIPUTAN.CO.ID
Jakarta - Roadshow Menteri Ketenagakerjaan Ida Fauziyah untuk menyosialisasikan RUU Cipta Kerja tidak pernah berhenti. Selasa siang (13/10), Menaker
liputan.co.id",1
4270,@Ayu_flamboyan,"Apabila melihat dari perspektif atau kacamata pencari kerja, serta pengusaha, isu yg berkmbang terkait hoax Upah minimim tak diatur dlm RUU cipta kerja tersebut bisa dihindari dan terbantahkan. 

#OmnibusLawIndonesiaSERUAN H7 dan 1 lainnya",1
4271,@media_maju,"Membalas 
@bualankevinTarget penerapan RUU cipta kerja.",1
4272,@TIARA2796,"Dengan RUU Cipta Kerja 
Maka UMKM akan terjamin
Di mana Pemerintah akan membentuk pengelola investasi guna kemajuan UMKM tentu akan meningkatkan lapangan kerja 

Bentuk nyata dr pemerintah terhadap UMKM...layak utk kita dukung 
#StophoaxUUCiptaker",1
4273,@media_maju,"Membalas 
@aditya_lasborAyolah dukung pemerintah dengan mendukung RUU cipta kerja.",1
4274,@GugahSe,"Membalas 
@mashikamDaripada rame terus.. Mending dibatalkan aja ruu Cipta kerja.. pemerintah mending undang investor lokal aja",1
4275,@mediablitar,"Saat Aksi Demo Tolak RUU Cipta Kerja, Siapkan Aplikasi Ini Untuk Membantu Keamanan AndaSaat Aksi Demo Tolak RUU Cipta Kerja, Siapkan Aplikasi Ini Untuk Membantu Keamanan Anda - Media...
Guna mengetahui secara lengkap dan terbaru mengenai petunjuk dan informasi tentang aksi demo tolak RUU Cipta Kerja, tidak ada salahnya jika
mediablitar.pikiran-rakyat.com",1
4276,@mediablitar,"DPR RI Belum Memberikan RUU Cipta Kerja Ke Pemerintah, Azis Syamsuddin: Masih Proses EditingDPR RI Belum Memberikan RUU Cipta Kerja Ke Pemerintah, Azis Syamsuddin: Masih Proses Editing -...
Jumlah halaman pada naskah RUU Cipta Kerja sempat berubah-ubah, mulai dari seribu halaman hingga kurang dari seribu halaman.
mediablitar.pikiran-rakyat.com",1
4277,@mediablitar,"Akhirnya Final! Segini Total Jumlah Halaman Naskah RUU Cipta KerjaAkhirnya Final! Segini Total Jumlah Halaman Naskah RUU Cipta Kerja - Media Blitar
DPR RI memerlukan waktu untuk melakukan editing, proses pengetikan dalam rangka menyiapkan lampiran-lampiran yang berkaitan dengan RUU Cipta
mediablitar.pikiran-rakyat.com",1
4278,@collegemenfess,"[Cm] Hi kak, ada yg mau bantuin aku analisis tentang RUU cipta kerja gaa ? Nanti aku ketuk dm nyaa ya
 
Soalnya aku maba dan belum open minded tentang politik. Terimakasihh",1
4279,@mediablitar,"Waktu Tenggang Habis, DPR RI Akan Serahkan RUU Cipta Kerja Ke Presiden Jokowi BesokWaktu Tenggang Habis, DPR RI Akan Serahkan RUU Cipta Kerja Ke Presiden Jokowi Besok - Media Blitar
Proses perbaikan naskah RUU Cipta Kerja dinyatakan selesai hari ini oleh DPRI RI. DPR akan mengirimkan naskah RUU Cipta Kerja ke Presiden Jo
mediablitar.pikiran-rakyat.com",1
4280,@dearizk78322612,"RUU cipta kerja menguntungkan para buruh, jangan sebar berita hoax ga jelas 
#StopHoaxUUCiptaker",1
4282,@achmadphotogra,"Maka'a biar rakyat baca itu draf RUU Omnibus law cipta kerja di upload dong di situs pemerintah pusat biar rakyat tau gak terjebak hoax...Tweet Kutipan
VIVAcoid
@VIVAcoid
 · 13 Okt
Prabowo: yang Kemarin Demo Belum Baca Omnibus Law, Banyak Hoax http://dlvr.it/RjTW71",1
4289,@darkiemin,"Membalas 
@ecosocrights
 dan 
@PartaiSocmedIni penjelasan RUU cipta kerja, monggo :",1
4290,@Lidya_putryAyu,"Ratusan pelajar SMP dan SMA ditahan polisi,mereka ingin ikut aksi demo RUU cipta kerja...
Ratusan pemuda ditahan polisi,mereka berniat ikut demo aksi menyelamatkan indonesia kami....",1
4292,@achmadphotogra,"Emang anda udah dpt dan baca draf RUU Omnibus law cipta kerja itu??? Anda saya perhatikan makin kesini makin pro pemerintah gak kaya dlu yaa... Ada apa dgn anda???Tweet Kutipan
Dahnil A Simanjuntak
@Dahnilanzar
 · 13 Okt
https://m.mediaindonesia.com/read/detail/352389-dahnil-kedaulatan-pertahanan-terjaga-di-uu-cipta-kerja…",1
4293,@Fadllarahma,"Sebagaimana tertera dlm pasal 46 A  RUU Cipta Kerja ...bahwa pekerja yg di PHK mempunyai hak mendapat jaminan kehilangan pekerjaan...

#StophoaxUUCiptaker",1
4298,@Fadllarahma,"Mari cermati RUU Cipta Kerja sebelum berkomentar miring.

Sebagai generasi penerus, mari kita maju bersama.

Banyak baca dan hindari hoax!

#StophoaxUUCiptakerBiLLRaY2019 dan 1 lainnya",1
4300,@ocxtreem,"Membalas 
@ChandraRianto
 @conan_idn
  dan 2 lainnyaRUU CILAKA itu apa e bang? Setau saya namanya RUU Cipta Kerja. Nggak usah ngarang2 deh..",1
4306,@CNNIDdaily,"Belasan siswa dari sejumlah sekolah di Bogor, selasa pagi ditahan Satgas pelajar saat terjaring razia di Stasiun Bogor, Jawa Barat. Mereka diduga akan mengikuti aksi demo serentak penolakan Ruu Cipta Kerja di Istana,https://youtu.be/_b5MLw_YQTk",1
4307,@farid_wajdi70,"Poinnya bagi media 
Ironisnya, media bahkan sangat minim memberitakan bagaimana omnibus law RUU Cipta Kerja akan membahayakan kebebasan pers dan kerja-kerja jurnalistik itu sendiriTweet Kutipan
Febri Diansyah
@febridiansyah
 · 13 Okt
Membalas @farid_wajdi70
menarik datanya ",1
4308,@Infokbb_id,"[Foto] Momen yang berhasil diabadikan oleh @bikrypna saat demonstrasi menolak RUU Cipta Kerja di Kota Bandung, tepat di depan Gedung DPRD Jawa Barat pada 7/10/2020 #infokbb_id",1
4309,@angelaaugustal,"Membalas 
@ganjar_q
 dan 
@ernestprakasaSaya kurang paham atas hal ini, mas. Tetapi berdasarkan pernyataan dari Ketua Panja RUU Cipta Kerja, 7 hari tersebut termasuk sabtu dan minggu",1
4310,@BennyHarmanID,"Sah! Draf Final UU Cipta Kerja yang Resmi 812 Hn? Bukan soal jumlah halalaman, sejuta halaman pun ndak soal. Apa perkara kita? Soalnya adalah tidak ada RUU hasil kerja Panja dan Timus-Timsin yang disahkan di Rapat Purna itu. Ndak ada kan? Rakyat Monitor!Sah! DPR: Draf Final UU Cipta Kerja yang Resmi 812 Halaman
Simak penjelasan Wakil Ketua DPR RI dari Fraksi Golkar Azis Syamsuddin.
cnbcindonesia.com",1
4311,@kompascom,"Pakar komunikasi politik Effendi Gazali menilai, pernyataan Presiden Jokowi bahwa unjuk rasa menolak RUU Cipta Kerja terjadi karena disinformasi bisa saja tepat - #NasionalPengamat: Pernyataan Presiden Tepat Apabila Sudah Baca Draf Final UU Cipta Kerja
'(Pernyataan Presiden Jokowi) ini juga belum tepat apabila publik tidak mendapat semua draf yang beredar.' ujar Effendi.
nasional.kompas.com",1
4312,@marilawancorona,"12 Fakta Menjawab Hoax RUU Cipta Kerja. 

#pilkada #ciptakerja  #menanglawancorona #covid19 #coronavirus #BersatuLawanCovid19 #StopMudikCekalCorona #TheNewNormal  #DiRumahAja
 #newnormal2:15
14 tayangan",1
4313,@EAGLE_0775,"ruu cipta kerja untuk kemaslahatan bersama bangsa dan negara 
jadi waspada #stophoaxuuciptaker",1
4315,@aqshasurgana,"Lebih enak dijelaskan RUU Cipta Kerja 123 pasal, dari pada RUU Cipta Kerja 1.234 halaman. Naaah itu halaman A4, F4, atau halaman rumah kan gak ada yg tahu pak jagoooooooo...",1
4318,@youthlecturers,"Jangan bilang RUU Cipta Kerja baik untuk Indonesia. Itu UU membuka pekerjaan. Akan tetapi, mendikte anak muda untuk dijadikan budak. Segera selamatkan Bonus Demografi. #TolakOmnibusLaw #JegalSampaiGagal",1
4319,@PDemokrat,"Sahabat Demokrat, sejak 9 Oktober 2020, Fraksi Partai Demokrat sudah mengirimkan yang ditujukan kepada Ketua 
@DPR_RI
 untuk meminta dokumen final RUU Cipta Kerja. Namun, hingga saat ini (13/10/2020) permintaan itu belum diberikan.

#HarapanRakyatPerjuanganDemokrat",1
4320,@katamereka7,(DPR) mengesahkan omnibus law Rancangan Undang-undang (RUU) Cipta Kerja menjadi Undang-Undang. Namun banyak informasi yang beredar terkait aturan tersebut tidak sebagaimana dituangkan pada UU Cipta Kerja. #StophoaxUUCiptaker,1
4321,@demokrasicoid,"AHY Heran Draf RUU Cipta Kerja Berubah-ubah: Saling Tuding Sebar Hoaks - Follow 
@demokrasicoidAHY Heran Draf RUU Cipta Kerja Berubah-ubah: Saling Tuding Sebar Hoaks
Ketum Demokrat Agus Harimurti Yudhoyono atau AHY menyoroti perubahan jumlah halaman draf UU Cipta Kerja yang terus berubah-ubah sejak masih menjadi RU
demokrasi.co.id",1
4322,@rivan_sandi,"Membalas 
@fntsy_ybaca draft RUU cipta kerja sampe RUU KUHP",1
4324,@keysaedevina02,"Membalas 
@kompascomDemo menolak RUU ciptakerja untuk menyelamatkan nasib pekerja buruh seluruh Indonesia, berujung tdk dpat pekerjaan saat pekerjaan makin sulit mengsejaterahkan pekerja kontrak seumur hidup bersama RUU ciptakerja,. Sekalian suruh rezim ini bunuh saja rakyatmu biar kalian puas",1
4325,@TIARA2796,"Manfaat UU Ciptaker
Kesepakatan antara pengusaha, buruh serta pemerintah dinilai sebagai salah satu kunci RUU Cipta Kerja berjalan dgn maksimal.
Kesepakatan itu juga menjadi pegangan agar RUU Cipta Kerja bisa menjadi alat dlm meningkatkan ekonomi Indonesia  #StophoaxUUCiptaker",1
4326,@RifkaaSaja,"Dahlan Iskan selalu mengatakan bahwa RUU Cipta kerja, adalah RUU yg sangat menguntungkan Pengusaha & Buruh/Pekerja, tapi tidak menguntungkan bagi beberapa pihak. Salah satunya adalah Organisasi Buruh. 
#StopHoaxUUciptaker",1
4327,@AkalSeh30753351,"Kalangan dunia usaha menyambut baik dan memberikan apresiasi kepada pemerintah dan DPR yg telah menyepakati pengesahan RUU cipta kerja
#DukungOmnibuslaw 
#stophoaxUUciptaker",1
4329,@TIARA2796,"Sebagaimana tertera dlm pasal 46 A  RUU Cipta Kerja ...bahwa pekerja yg di PHK mempunyai hak mendapat jaminan kehilangan pekerjaan...

Artinya apa dgn RUU ini banyak pasal yg akan menguntungkan para pekerja ...di mn perusahaan tdk bisa seenaknya 
#StophoaxUUCiptaker",1
4330,@HARSENA6,"RUU cipta kerja semua buruh akan mendapatkan hak dan perlakuan yang sama
#stophoaxuuciptaker",1
4331,@Avianuari,"RUU cipta kerja revisi final insya Allah fix.pdfTweet Kutipan
Cania Citta
@Cittairlanie
 · 13 Okt
Update terbaru dari @detikcom

Naskah yang dikonfirmasi sebagai naskah final ini, bisa diakses di sini:
https://drive.google.com/file/d/1pU9ugmeVM5htCmPyRpfpaO2oNZd232ot/view?usp=drivesdk…
Tampilkan utas ini",1
4332,@RifkaaSaja,"Pemerintah melalui omnibus law RUU Cipta Kerja, mempunyai harapan dan target. Salah satunya, mengurangi angka kemiskinan di Indonesia.
#StopHoaxUUciptakerTarget Pemerintah dalam Penerapan UU Cipta Kerja, Salah Satunya Mengurangi Angka Pengangguran
Pemerintah melalui omnibus law RUU Cipta Kerja, mempunyai harapan dan target. Salah satunya, mengurangi angka kemiskinan di Indonesia.
correcto.id",1
4333,@katamereka7,"""DPR Luruskan Hoax Omnibus Law RUU Cipta Kerja yang Beredar di Masyarakat, Beginilah Faktanya"", namun demikian, poin tersebut ternyata tidak benar. Berikut adalah fakta dan pasal terkait dengan isu yang beredar di masyarakat.
#StophoaxUUCiptaker",1
4334,@djaritakirana,"Pelajar yg ikut menolak RUU ciptakerja untuk masa dpn pekerja buruh, tdk dpt SKCK.

Kelen jangan panik tdk ada SKCK, cukup belajar sma Ahok mantan napi bisa jadi komisaris pertamina
Polisi Tidak Akan Terbitkan SKCK bagi Pelajar Ikut Demo UU CiptakerPolisi Tidak Akan Terbitkan SKCK bagi Pelajar Ikut Demo UU Ciptaker
Baca Artikel Polisi Tidak Akan Terbitkan SKCK bagi Pelajar Ikut Demo UU Ciptaker Selengkapnya di Gelora News
gelora.co",1
4335,@Baranewsaceh,"Polda Metro Jaya Melakukan Konferensi Pers Terkait Unjuk Rasa RUU Cipta KerjaPolda Metro Jaya Melakukan Konferensi Pers Terkait Unjuk Rasa RUU Cipta Kerja - BARANEWS VIDEO
JAKARTA, BARANEWS | Polda metro jaya melakukan konfersi press terkait, unjuk ras a RUU Cipta Kerja tanggal 8 oktober 2020 pada senin
video.baranewsaceh.co",1
4336,@destaHERE,"Wew demo ruu cipta kerja terdengar sampe negeri seberang seberang seberang terus seberang
 
Dijawab opo ki aku gaiso jawab karna emang gaiso bahasane",1
4337,@wartakotalive,"Mardani Ali Sera Ungkap Ada 5 versi Draft RUU Cipta Kerja, Misterius, Minta Jokowi Keluarkan Perpu https://wartakota.tribunnews.com/2020/10/13/mardani-ali-sera-ungkap-ada-5-versi-draft-ruu-cipta-kerja-misterius-minta-jokowi-keluarkan-perpu… lewat 
@wartakotalive
 #DrafRUU #ciptakerjaMardani Ali Sera Ungkap Ada 5 versi Draft RUU Cipta Kerja, Misterius, Minta Jokowi Keluarkan Perpu....
Anggota DPR dari Fraksi PKS Mardani Ali Sera ungkap ada 5 versi draft RUU Cipta Kerja. Ia menganggap itu misterius dan minta Jokowi keluarkan Perpu
wartakota.tribunnews.com",1
4339,@CNerrodin,"Membalas 
@Cittairlanie
 dan 
@detikcomRUU Cipta Kerja.pdf
RUU Cipta Kerja revisi.pdf
RUU Cipta Kerja revisi fix.pdf
RUU Cipta Kerja revisi super fix.pdf
RUU Cipta Kerja revisi super fix final.pdf
.
.
kalo aku jadi buruh ketiknya mungkin judulnya kayak gitu ",1
4340,@brimob_jateng,"Pleton Anti Anarkis Satbrimob Polda Jateng jaga kondusifitas Kota Magelang tetap aman, pasca demo tolak RUU Cipta Kerja yang berakhir ricuh",1
4341,@seetherainbow4,"Membalas 
@twitposGua jadi curiga kenapa pemerintah bersikeras supaya RUU cipa kerja tetep di sahkan, emang Ada apa sih sebenernya dibalik RUU Cipta Kerja yg bikin mereka maksa2 gini",1
4342,@DivaJaritaKiran,"Membalas 
@MaspiyuOrezim panik kebobrokan RUU cipta kerja dikuliti di ILC",1
4344,@DivaJaritaKiran,"Membalas 
@geloracoKPK apa kabar harun masiku?? RUU Ciptakerja sisa menunggu kejadian..

BERHENTILAH KALIAN NGIBUL

September meroket Utang Indonesia.",1
4345,@demokratkebumen,"Sahabat Demokrat, melalui akun twitter pribadinya, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono berpendapat mengenai dugaan cacat formil dalam UU Cipta Kerja. Dugaan ini didasarkan pada Draf Final RUU Ciptaker yang dikabarkan berubah-ubah.",1
4346,@GreenpeaceID,"Senin (12/10)  beredar lagi draf sebanyak 812 halaman. Revisi lagi? Artinya 
@DPR_RI
 mengesahkan UU sebelum draf final. Proses pengesahan RUU Cipta Kerja yang kurang transparan&terburu-buru dinilai sangat janggal oleh publik.

#BatalkanOmnibusLaw #TolakOmnibusLaw #MosiTidakPercaya",1
4347,@abigaildayaa,"Satu hal lagi, seperti sudah diperkirakan sebelumnya, cukup banyak pihak yang sebenarnya belum mengerti dan memahami secara keseluruhan isi dari RUU Cipta Kerja #DamaiIndonesiaPulih",1
4348,@Heyadittt,"Membalas 
@undipmenfessTiap hari pagi sore jogging 6 km kec senin kamis nder kl aku wkwk malamnya kadang liat drakor kadang baca ngerangkum materi atau baca berita update misal draft ruu cipta kerja xD",1
4349,@FPKSDPRRI,"QnA RUU Cipta Kerja.

Bagaimana proses penolakan PKS selama ini terhadap RUU Cipta Kerja ?

#fraksipksdprri
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",1
4350,@RinduSBY,"Sejak Tanggal 9 Oktober 2020 Fraksi Partai Demokrat Surat Ketua DPR RI Meminta Dokumen Final RUU Cipta Kerja

TAPI BELOM DIBERIKAN HINGGA SAAT INI MEN,,,",1
4360,@ordebaok,"Bebek pun mendengarkan arahan terkait RUU Cipta Kerja

Cuti bertelur ttp ada, dan hoax tunjangan mengeram dihilangkan, penyebar hoax sudah ditangkap. #OmnibusLawSampah
#BuruhMenggugatUUCiptaKerja #tolakomnisbuslaw
#tolakuuciptakerja
@AngrySipelebegu
 @rahung
 @sandalista1789",1
4363,@dpermadhy,"Membalas 
@ismailfahmiDi artikel 
@GreenpeaceID
  Tidak menyebutkan  Pasal-pasal mana saja dari RUU Cipta Kerja yang dimaksud.(CMIIW), sehingga kita bisa pelajari dulu hal-hal ttg indikasi tersebut.",1
4364,@upik_dk,"Cukup banyak pihak yang sebenarnya belum mengerti dan memahami secara keseluruhan isi dari RUU Cipta Kerja. Jadi kalau ada berita jangan langsung diterima gitu aja, cari dulu lah faktanya kek gimana  #DamaiIndonesiaPulih",1
4367,@AKapisai,"Organisasi buruh lawan hoax Omnibus Law RUU Cipta Kerja

Hoax kok di percaya

Awas Korona #KadrunMakarTunggangiOBL
https://change.org/p/organisasi-buruh-lawanhoaxomnibuslaw-ruu-cipta-kerja…",1
4368,@GitaKembara,"Membalas 
@msaid_diduMustahil seorang 'intelektual / guru besar ' akan mendukung RUU Cipta Kerja yang akan Tenggelamkan Nelayan Kecil dan Tradisional",1
4375,@Yahoo_ID,"Polisi Pukul Mundur Pendemo RUU Cipta Kerja yang Rusuh di Abdul Muis https://bit.ly/2SOGV5V

Cari berita lain? Klik di sini http://bit.ly/2MXCxRZ",1
4376,@Metro_TV,"#PrimetimeNewsMetroTV sejumlah siswa yang akan ikut unjuk rasa menolak RUU Cipta Kerja diamankan oleh petugas. Ironisnya terdapat pelajar sekolah menengah pertama.
streaming: http://metrotvnews.com",1
4385,@xlbasbaskui,"cukup banyak pihak yang sebenarnya belum mengerti dan memahami secara keseluruhan isi dari RUU Cipta Kerja  #DamaiIndonesiaPulih
Sip",1
4386,@bempknstan,"[KULIAH HASHTAG: RAMAI-RAMAI OMNIBUS LAW]

Halo, Staners! 
Salam keadilan! 

Lebih dari sepekan yang lalu, DPR RI mengesahkan RUU Cipta Kerja menjadi undang-undang. Namun masih banyak problematika yang timbul bahkan hingga memicu terjadi beberapa pergolakan di kalangan publik.",1
4387,@radarlampungtv,"HMI dan 4 Anggota DPRD Sepakat Tolak RUU Cipta Kerja, PMII DeadlockHMI dan 4 Anggota DPRD Sepakat Tolak RUU Cipta Kerja, PMII Deadlock - radartvnews | Portal Berita...
Radartvnews.com– Desakan untuk membatalkan Undang Undang Cipta Kerja yang telah disahkan DPR RI terus digalangkan sejumlah organisasi kemahasiswaan di Provinsi Lampung. Selasa siang (13/10), Himpunan...
radartvnews.com",1
4388,@newsmerahputih,"Sudah satu pekan atau tepatnya sejak 5 Oktober 2020, RUU Cipta Kerja disahkan menjadi UU oleh Dewan Perwakilan Rakyat (DPR) #merahputihcom #UUCiptaKerjaGelap UU Cipta Kerja
""Draf RUU-nya saja tidak jelas. Katanya sampai 905 halaman, kemudian ada yang dapat bertambah 1025 halaman dan terakhir 1035 halaman. Ini berbahaya sekali,"" kata Said.
merahputih.com",1
