,id_dataset,user_account,tweet,clean_tweet,sentimen,id_user
509,43931,@GueTionghoa,"Berita baik untuk para pengusaha di bidang Otoritas Perumahan. Proyek yg selama ini mengalami penundaan dengan adanya RUU Cipta Kerja mudah2 an bisa berlanjut lagi.. 
Semangat utk.. 
REI
APERSI
Kita lanjut kerja lagi.... 
#OmnibusLawBasmiKorupsi",berita usaha bidang otoritas rumah proyek alami tunda rancang undang undang cipta kerja an lanjut semangat rei kerja,1,1
510,43932,@RicKY_KCh,"Skandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja
Prosedur membuat regulasi ditabrak dan mekanisme dibolak-balik. Tak ada naskah resmi hingga sepekan setelah pengesahan https://tirto.id/f5UX?utm_source=Twitter&utm_medium=Share… lewat 
@tirtoidSkandal DPR dan Pemerintah Jokowi Mengesahkan RUU Cipta Kerja - Tirto.ID
Pengesahan UU Cipta Kerja pada 5 Oktober serba ngebut saat naskahnya masih direvisi.
tirto.id",skandal dewan wakil rakyat perintah jokowi kesah rancang undang undang cipta kerja prosedur regulasi tabrak mekanisme bolak naskah resmi pek kesah,0,1
511,43933,@frederick_eden,"Membalas 
@jokowiIntinya, yg sering demo rusuh dan yg gagal paham soal RUU cipta kerja ini memamg mereka sedang ga normal cara berpikir..",balas demo rusuh gagal paham rancang undang undang cipta kerja normal pikir,0,1
512,43934,@WVenerdi,"Belum lagi Usai Marak nya Demo *RUU cipta kerja* Sdh muncul gerakan anak anak Menyerukan *_""HAYANG SAKOLA""_* (Ingin Sekolah) Yaa Allah kok terenyuh...Sedih ya ",marak demo rancang undang undang cipta kerja muncul gera anak anak seru sekolah sekolah ya allah terenyuh sedih ya,0,1
513,43935,@artmasokan,"Membalas 
@budimandjatmikoOm Bud... apkh pak Gatot+RUU Cipta Kerja ad skenario ciamik yg memang jauh hari disiapkan dg matang?
PKS, Demokrat nggak membaca sebelumnya?",balas gatot rancang undang undang cipta kerja skenario ciamik siap matang pks demokrat baca,0,1
514,43936,@popicenicee,"Membalas 
@schfessbio = resume + vidio
pkn = kaitan puisi + ada yg baru
sunda = lks + lks
indo = membuat pidato Vidio
sosio = ruu cipta kerja",balas resume video pkn kait puisi sunda lembaga kerja lembaga kerja indonesia pidato video sosio rancang undang undang cipta kerja,0,1
515,43937,@FSPMI_KSPI,"Do'a adalah senjata orang-orang yang beragama. Karenanya, mari kita bermunajat kepada-Nya.

Memohon agar para pemimpin negeri ini dibukakan pintu hatinya, sehingga bersedia mendengar aspirasi rakyatnya sendiri untuk membatalkan omnibus law RUU Cipta Kerja.
#BatalkanOmnibusLaw",a senjata orang orang agama mari munajat mohon pimpin negeri buka pintu hati sedia dengar aspirasi rakyat batal omnibus law rancang undang undang cipta kerja,0,1
516,43938,@bdcenery,Keren banget Menteri Ketenagakerjaan Ida Fauziyah menggelar dialog virtual dengan Forum Rektor Indonesia (FRI) mengenai subtansi RUU Cipta Kerja pada Minggu malam. #OmnibusLawBuruhSejahtera,keren banget menteri ketenagakerjaan ida fauziyah gelar dialog virtual forum rektor indonesia fri substansi rancang undang undang cipta kerja minggu malam,1,1
517,43939,@shcenery1,"Di samping itu, RUU Cipta Kerja ini kemudian ada uang penghargaan lainnya. Penghargaan lainnya tersebut diberikan jika karyawan dengan masa kerja 3-6 tahun maka berhak mendapatkan uang penghargaan. #OmnibusLawBuruhSejahtera",samping rancang undang undang cipta kerja uang harga harga karyawan kerja tahi hak uang harga,1,1
518,43940,@fadlizon,"Untuk mencukupi ketersediaan pangan dalam negeri, melalui sejumlah regulasi, pemerintah makin membuka akses sektor pertanian bagi korporasi. Dalam RUU omnibus law Cipta Kerja, misalnya, para pedagang dan importir diberi keleluasaan sangat besar.",cukup sedia pangan negeri regulasi perintah buka akses sektor tani korporasi rancang undang undang omnibus law cipta kerja dagang importir leluasa,1,1
519,43941,@tqcenery,Pokoknya dengan RUU Cipta Kerja kita harapkan adanya perubahan struktur ekonomi untuk mendorong pertumbuhan ekonomi dan perluasan kesempatan kerja #OmnibusLawBuruhSejahtera,pokok rancang undang undang cipta kerja harap ubah struktur ekonomi dorong tumbuh ekonomi luas sempat kerja,1,1
520,43942,@hwcenery,"RUU Cipta Kerja ini sangat penting untuk dipertimbangkan. Karena dengan pandemi Covid-19 yang tidak tahu kapan berakhirnya, sepanjang vaksin dan obat belum ditemukan maka yang terdampak signifikan selain krisis kesehatan juga pertumbuhan ekonomi. #OmnibusLawBuruhSejahtera",rancang undang undang cipta kerja timbang pandemi covid vaksin obat temu dampak signifikan krisis sehat tumbuh ekonomi,1,1
521,43943,@ambasadorsiliw1,UU Cipta Kerja yang sebelumnya masih dalam bentuk RUU. RUU Cipta Kerja adalah bagian dari Omnibus Law. #OmnibusLawBuruhSejahtera,undang undang cipta kerja bentuk rancang undang undang rancang undang undang cipta kerja omnibus law,1,1
522,43944,@hwcenery,"Rektor Universitas Padjadjaran Rina Indiastuti menilai, Rancangan Undang-Undang (RUU) Cipta Kerja mampu menjawab segala kebutuhan sektor ekonomi di tengah pandemi Covid-19.  #OmnibusLawBuruhSejahtera",rektor universitas padjadjaran rina indiastuti nilai rancang undang undang rancang undang undang cipta kerja butuh sektor ekonomi pandemi covid,1,1
523,43945,@SyBianalucie,"Gue yg mahasiswa aja disuruh dosen buat baca draft RUU Cipta Kerja yg 1900+ halaman itu males bgt. Gmn DPR ya kan Bu, Pak? hehehehehTweet Kutipan
CNN Indonesia
@CNNIndonesia
 · 15 Okt
Pimpinan DPR Mengaku Hanya Cek Acak Draft Final UU Ciptaker https://cnnindonesia.com/nasional/20201015072242-32-558567/pimpinan-dpr-mengaku-hanya-cek-acak-draft-final-uu-ciptaker?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed…",mahasiswa suruh dosen baca draf rancang undang undang cipta kerja halaman malas banget dewan wakil rakyat ya kutip cnn indonesia oktober pimpin dewan wakil rakyat aku cek acak draf final undang undang cipta kerja,0,1
524,43946,@hwcenery,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengatakan, Rancangan Undang-Undang (RUU) Cipta Kerja akan bermanfaat besar untuk mendorong pemulihan ekonomi nasional dan membawa Indonesia memasuki era baru perekonomian global. #OmnibusLawBuruhSejahtera",menteri koordinator bidang ekonomi airlangga hartarto rancang undang undang rancang undang undang cipta kerja manfaat dorong pulih ekonomi nasional bawa indonesia pasuk era ekonomi global,1,1
525,43947,@rosyadnurr,"Pemberlakuan RUU Cipta Kerja dapat berpotensi menimbulkan gangguan terhadap tatanan rantai ekologis, ekonomi, dan sosial, yang saat ini ada di masyarakat yang pada akhirnya akan menimbulkan kontra produktif.#OmnibusLawBuruhSejahtera",laku rancang undang undang cipta kerja potensi timbul ganggu tatanan rantai ekologis ekonomi sosial masyarakat timbul kontra produktif,0,1
526,43948,@ISalandisa,"Dalam RUU Omnibus Law Cipta Kerja tersebut dinilai terdapat aturan-aturan yang kurang memberdayakan tenaga kerja Indonesia, justru lebih memprioritaskan tenaga dan perusahaan asing. #OmnibusLawBuruhSejahtera",rancang undang undang omnibus law cipta kerja nilai atur atur daya tenaga kerja indonesia prioritas tenaga usaha asing,0,1
527,43949,@Fajaradi_N,"Kesesatan paradigma dalam RUU Cipta Kerja diulas oleh 
@aidran_
 melalui utas berikut.Tweet Kutipan
aidran
@aidran_
 · 8 Okt
KESESATAN PARADIGMA UU CIPTA KERJA

Selain malaproses, UU Cipta Kerja juga bermasalah dalam menggunakan istilah cacat dan memuat kejahatan paradigma terhadap inklusi sosial-disabilitas. Hal tersebut melanggar UU Nomor 8 Tahun 2016 tentang Penyandang Disabilitas.
Tampilkan utas ini",sesat paradigma rancang undang undang cipta kerja ulas utas tweet kutip aidran oktober sesat paradigma undang undang cipta kerja malaproses undang undang cipta kerja masalah istilah cacat muat jahat paradigma inklusi sosial disabilitas langgar undang undang nomor tahi sandang disabilitas tampil utas,0,1
528,43950,@MrDesperate1,"Membalas 
@geloracoKebayang gak mumetnya dia baca RUU Cipta Kerja klw baca buku sinchan aja kerutnya sdh ruwet parah gini?",balas mumet baca rancang undang undang cipta kerja baca buku sinchan kerut ruwet parah gin,0,1
529,43951,@Fajaradi_N,"Penggunaan kata ""cacat"" dalam RUU Cipta Kerja menunjukan ketidakpekaan perumus kebijakan terhadap perjuangan hak difabel selama ini dan bertentangan pula dengan UU No. 19 Tahun 2011 sebagai Pengesahan Konvensi Hak Penyandang Disabilitas.",guna cacat rancang undang undang cipta kerja tunjuk ketidakpekaan rumus bijak juang hak difabel tentang undang undang tahi kesah konvensi hak sandang disabilitas,0,1
530,43952,@kacenery,di dalam RUU Cipta Kerja ini disebutkan akan ada jaminan kehilangan pekerjaan. Sementara di dalam Undang-Undang Ketenagakerjaan sekaramg belum diatur mengenai jaminan kehilangan pekerjaan. #OmnibusLawBuruhSejahtera,rancang undang undang cipta kerja jamin hilang kerja undang undang ketenagakerjaan atur jamin hilang kerja,1,1
531,43953,@tqcenery,RUU ini bisa juga menjawab urgensi kebutuhan kita. Kita ingin investasi bisa lebih tumbuh sehingga kalau investasi tumbuh kesempatan kerja tumbuh maka itu ada Cipta Kerja. #OmnibusLawBuruhSejahtera,rancang undang undang urgensi butuh investasi tumbuh investasi tumbuh sempat kerja tumbuh cipta kerja,1,1
532,43954,@Fajaradi_N,"Izin ambil dari skripsi gue yang belum disidangin, ini kenapa UU Penyandang Cacat dicabut dan digantikan dengan UU No. 8 Tahun 2016. Eh, RUU Cipta Kerja justru ngebalikin paradigma itu.",izin ambil skripsi sidang undang undang sandang cacat cabut ganti undang undang tahi rancang undang undang cipta kerja balik paradigma,0,1
533,43955,@rosyadnurr,"Dalam Omnibus Law, terdapat tiga RUU yang siap diundangkan antara lain, RUU tentang Cipta Kerja, RUU tentang Ketentuan dan Fasilitas Perpajakan untuk Penguatan Perekonomian, dan RUU tentang Pengembangan dan Penguatan Sektor Keuangan. #OmnibusLawBuruhSejahtera",omnibus law rancang undang undang undang rancang undang undang cipta kerja rancang undang undang tentu fasilitas paja kuat ekonomi rancang undang undang kembang kuat sektor uang,1,1
534,43956,@KantahKotaPkl,"Tertuang dalam Keputusan Menteri Koordinator Bidang Perekonomian Nomor 318 Tahun 2019. 

Selain itu, Pengharmonisasian RUU oleh Kementerian Hukum dan HAM pun telah dilakukan.

#OmnibusLawTaatProsedur
#CiptaKerja
#UntukEkonomiIndonesia",tuang putus menteri koordinator bidang ekonomi nomor tahi harmonisasi rancang undang undang menteri hukum hak asai manusia,1,1
535,43957,@KantahKotaPkl,"#Repost 
@atr_bpn
 

#Repost 
@perekonomianri
 with make_repost
・・・
#Grafikonomi 

Prosedur Program Legislasi Nasional (Prolegnas) dan pembahasan RUU Cipta Kerja di DPR RI telah ditaati oleh DPR RI, DPD RI, dan Pemerintah. 

Pembentukan Panitia Penyusunan RUU pun ditaati, yang",make repost prosedur program legislasi nasional program legislatif nasional bahas rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia taat dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah bentuk panitia susun rancang undang undang taat,1,1
536,43958,@Fajaradi_N,"Di luar bahasan tentang aspek ketenagakerjaan dan lingkungan dalam RUU Cipta Kerja, gue akan menggarisbawahi penggunaan kata ""cacat"" dalam RUU Cipta Kerja yang bertentangan dengan UU Penyandang Disabilitas.",bahas aspek ketenagakerjaan lingkung rancang undang undang cipta kerja garis guna cacat rancang undang undang cipta kerja tentang undang undang sandang disabilitas,1,1
537,43959,@kimyohanie29,"Membalas 
@ekaaepw
 dan 
@chaokui4Btw nonton acara mata najwa gak? Banyak yg minta naskah asli draft uu cipta kerja untuk di post di website resmi negara agar masyarakat bisa mengakses nya secara terbuka loh!! Mbanya gatau ya? Ruu nya sudah disah kan tapi bahkan naskah nya belum bisa diakses.",balas tonton acara mata najwa naskah asli draf undang undang cipta kerja post website resmi negara masyarakat akses buka mbak tau ya rancang undang undang sah naskah akses,0,1
538,43960,@Sarcasbob,"Just read the news that actually the world bank supports RUU Ciptakerja in Indonesia, and i don't know how to react",just baca news dunia bank supports rancang undang undang cipta kerja indonesia selesai t know reaksi,0,1
539,43961,@FadhillahMirda,Tolak ruu cipta kerja #RakyatBukanMusuhNegara,tolak rancang undang undang cipta kerja,0,1
540,43962,@FotarIIUM,"Tema : RUU Cipta Kerja: Bagaimana Kebijakan Publik Dalam Islam?

Pemateri:
Shidqi Mukhtasor 
@shidqimts
 
(Redaktur http://ibtimes.id)
 MINGGU, 18 OKTOBER 2020
 20.00-21.00 MYT
 Via IG LIVEIBTimes.ID - Kanal Moderasi Islam
Kanal Moderasi Islam
ibtimes.id",tema rancang undang undang cipta kerja bijak publik islam materi shidqi mukhtasor redaktur,1,1
541,43963,@Erizka27,Brb baca RUU cipta kerja,baca rancang undang undang cipta kerja,1,1
542,43964,@ekaaepw,"Membalas 
@kimyohanie29
 dan 
@chaokui4Btw udh baca isi nya ruu cipta kerja gak ni bree ?? Udh baca info2 lbh lanjutnya jg gaknih ? Trs presidennya udh jelasin jg loh tentang ini, dn masih ada aja yg bahas wkwwk mndg baca dulu dn tonton dulu video presidennya udh dijelasin jg",balas baca isi rancang undang undang cipta kerja suadara baca presiden bahas mending baca tonton video presiden,0,1
543,43965,@defriema,"Dengan RUU Cipta Kerja Kita Harapkan adanya perubahan Struktur ekonomi.
#OmnibusLawBuruhSejahtera",rancang undang undang cipta kerja harap ubah struktur ekonomi,1,1
544,43966,@redberkalteng,"Dandrem 102/Pjg Pantau Langsung Demo Tolak RUU Cipta KerjaDandrem 102/Pjg Pantau Langsung Demo Tolak RUU Cipta Kerja
Beritakalteng.com, Palangka Raya – Danrem 102/Pjg Brigjen TNI Purwo Sudaryanto pantau langsung Aksi damai Penolakan Pengesahan Rancangan Undang-Undang Cipta Kerja oleh Aliansi Gerakan 15 Okto…
beritakalteng.com",pjg pantau langsung demo tolak rancang undang undang cipta kerja dandrem pjg pantau langsung demo tolak rancang undang undang cipta kerja palangka raya pjg brigjen tni purwo sudaryanto pantau langsung aksi damai tolak kesah rancang undang undang cipta kerja aliansi gera oktober,1,1
545,43967,@Mita_Ayyu,#OmnibusLawBuruhSejahtera  pengusaha baru yg ingin mendiriksn umkm dipermudah dengn ruu cipta kerja,usaha diri usaha mikro tengah mudah rancang undang undang cipta kerja,1,1
546,43968,@kimyohanie29,"Membalas 
@ekaaepw
 dan 
@chaokui4Dpr saja belum membaca semua draft final ruu cipta kerja nya, mereka bilang cuma baca secara acak. Jadi yg menyebarkan berita hoax ya pemerintah itu sendiri.",balas baca draf final rancang undang undang cipta kerja bilang baca acak sebar berita hoax ya perintah,0,1
547,43969,@SinarKeadilan,"Jangan Menyerah, Pembatalan Omnibus Law RUU Cipta Kerja Masih Bisa Dilakukan, Rakyat dan DPR Mesti Bersatu Lakukan Legislative ReviewJangan Menyerah, Pembatalan Omnibus Law RUU Cipta Kerja Masih Bisa Dilakukan, Rakyat dan DPR Mesti...
Perjuangan rakyat untuk menolak Undang-Undang Cipta Kerja perlu dilanjutkan lewat DPR. Masyarakat, Serikat Buruh, Serikat Pekerja bersama DPR bisa
sinarkeadilan.com",serah batal omnibus law rancang undang undang cipta kerja rakyat dewan wakil rakyat mesti satu laku legislatif review serah batal omnibus law rancang undang undang cipta kerja rakyat dewan wakil rakyat mesti juang rakyat tolak undang undang cipta kerja lanjut dewan wakil rakyat masyarakat serikat buruh serikat kerja dewan wakil rakyat,0,1
548,43970,@Felicia45071650,Ada empat hal urgensi RUU cipta kerja yang baru saja disahkan oleh DPR RI menjadi undang-undang #OmnibusLawBuruhSejahtera,urgensi rancang undang undang cipta kerja sah dewan wakil rakyat rakyat indonesia undang undang,1,1
549,43971,@YusronSayoga,"Saya ingin klarifikasi biar gk salah paham disini,kebetulan bapak saya DPR.Jadi RUU Cipta kerja sebenarnya baik untuk masyarakat namun kita seringkali tidak pernah bersyukur ats nikmat Allah swt.Itu saja sih.Btw bapak saya DPR (Dagang Perabotan Rumahan)
#RakyatButuhUUCiptaKerja",klarifikasi biar salah paham dewan wakil rakyat rancang undang undang cipta kerja masyarakat seringkali syukur nikmat allah swt sih btw dewan wakil rakyat dagang perabot rumah,0,1
550,43972,@IGJ2012,"Tuntutan WTO Dikabulkan lewat RUU Cipta Kerja, Kedaulatan Pangan Tergerus

Sjumlah pasal dlm sjumlah undang2 yg mmprioritas produksi pangan dlm negeri dhapus di dlm RUU Cipta Kerja

https://facebook.com/permalink.php?story_fbid=5228152270543988&id=226602074032391…

#haripangan2020  #SudahiFTA #NoWTO #TolakOmnibusLaw #Mositidakpercaya",tuntut organisasi dagang internasional kabul rancang undang undang cipta kerja daulat pangan gerus pasal prioritas produksi pangan negeri hapus rancang undang undang cipta kerja,0,1
551,43973,@TRANSSIBERCOM2,"DPR RI Serahkan Draf Final RUU Cipta Kerja ke Kemensekneg https://trans-siber.com/dpr-ri-serahkan-draf-final-ruu-cipta-kerja-ke-kemensekneg/… lewat 
@Trans
+SiberDPR RI Serahkan Draf Final RUU Cipta Kerja ke Kemensekneg | Trans Siber
Penyerahan Draf RUU Cipta Kerja di Gedung Utama Kemensekneg (Rabu, 14/10/2020). Foto Istimewa. JAKARTA, TRANS-SIBER.COM, – Bertempat di Gedung Utama Kementerian Sekretariat Negara (Kemensekneg),...
trans-siber.com",dewan wakil rakyat rakyat indonesia serah draf final rancang undang undang cipta kerja kemensetneg,1,1
552,43974,@zainaufi,"Rancangan Undang-Undang Cipta Kerja (RUU Ciptaker) justru menguntungkan para buruh. Para buruh yang terkena PHK, 
#OmnibusLawBuruhSejahtera",rancang undang undang cipta kerja rancang undang undang cipta kerja untung buruh buruh kena phk,1,1
553,43975,@lailajeng_,"Omnibus law RUU Cipta Lapangan Kerja yang digagas pemerintah ini guna memperbaiki iklim usaha dan dunia tenaga kerja di Tanah Air. 
#OmnibusLawBuruhSejahtera",omnibus law rancang undang undang cipta lapang kerja gagas perintah baik iklim usaha dunia tenaga kerja tanah air,1,1
554,43976,@mediaserunicoid,"Wakil Gubernur Jawa Barat Uu Ruzhanul Ulum menegaskan, Gubernur Jabar Ridwan Kamil menyerap aspirasi buruh Sejawa Barat tentang disahkannya Omnibus Law RUU Cipta Kerja menjadi UU Cipta Kerja, dan menyampaikan aspirasi kepada Presiden RI dan DPR RI.Gubernur Jabar Hanya Menyampaikan Aspirasi Buruh Tentang UU Cipta Kerja
KOTA BANDUNG, MEDIA SERUNI - Wakil Gubernur Jawa Barat (Jabar) Uu Ruzhanul Ulum menegaskan, Gubernur Jabar Ridwan Kamil hanya menyerap
mediaseruni.co.id",wakil gubernur jawa barat undang undang ruzhanul ulum gubernur jawa barat ridwan kamil serap aspirasi buruh sejawa barat sah omnibus law rancang undang undang cipta kerja undang undang cipta kerja aspirasi presiden rakyat indonesia dewan wakil rakyat rakyat indonesia gubernur jawa barat aspirasi buruh undang undang cipta kerja kota bandung media serikat perempuan indonesia wakil gubernur jawa barat jawa barat undang undang ruzhanul ulum gubernur jawa barat ridwan kamil serap media seruni,1,1
555,43977,@SinkBadher,"Kenapa Omnibus low harus hadir di NKRI,perizinan yg berbelit2,ribet yg penuh pungli,mafia n korupsi para birokrat dipangkas dengan RUU Cipta kerja,ini yg membuat infestasi diNegeri terbelakang dr Negara lain dan kalah dengan Vietnam yg cm penduduk kecil ",omnibus low hadir negara satu republik indonesia izin ribet penuh pungli mafia n korupsi birokrat pangkas rancang undang undang cipta kerja investasi negeri belakang negara kalah vietnam cm duduk,0,1
556,43978,@hollaaarum,"Membalas 
@altrbasensfwLm bgt anjir
Ngobrolin ruu cipta kerja",balas banget anjir obrol rancang undang undang cipta kerja,0,1
557,43979,@SHELLATHERESYA4,"Membalas 
@adsafha
 dan 
@LutfiMubarokMBaca dulu ruu cipta kerja baru komen sini mba.. 
 Reply mba tentang RUU Cipta Kerja lebih malu. ",balas rancang undang undang cipta kerja komentar mbak balas mbak rancang undang undang cipta kerja malu,0,1
558,43980,@pikaa_cu,Keputusan wisuda kyk gaada koordinasi antara pusat sama fakultas2 dah macem ruu cipta kerja aja bikin rusuh,putus wisuda kayak koordinasi pusat rancang undang undang cipta kerja bikin rusuh,0,1
559,43981,@hajinewsonline,"RUU Cipta Kerja : Proses Legislasi Yang Ugal-UgalanRUU Cipta Kerja : Proses Legislasi Yang Ugal-Ugalan | HAJINEWS.ID
Seraya memastikan agar partai koalisi pendukung pemerintah yang ada di DPR RI untuk tidak lagi melakukan proses RUU Cipta kerja legislasi yang ugal-ugalan
hajinews.id",rancang undang undang cipta kerja proses legislasi ugal ugalan rancang undang undang cipta kerja proses legislasi ugal ugalan hajinews seraya partai koalisi dukung perintah dewan wakil rakyat rakyat indonesia proses rancang undang undang cipta kerja legislasi ugal ugalan hajinews,0,1
560,43982,@M_Katjasungkana,"Membalas 
@susipudjiastutiSebaiknya suara yg anti thdp RUU Cipta Kerja didengar, direspon,dipertimbangkan utk diperbaiki bl scr filosofis sj sdh tdk memuat tujuan utk menyejahterakan rakyat,khususnya buruh dan calon pekerja.Bertujuan utk mencetak wirausaha dan memangkas birokrasi itu perlu dipertahankan.",balas suara anti rancang undang undang cipta kerja dengar respons timbang baik filosofis muat tuju sejahtera rakyat buruh calon kerja tuju cetak wirausaha mangkas birokrasi tahan,1,1
561,43983,@AzmiMulti,"Lu kata mahasiswa cuma nongkrong di warkop, Demo tanpa membaca RUU Cipta kerja.. #CabutOmnibusLawUUCiptaKerja #RakyatBukanMusuhNegara",mahasiswa tongkrong warkop demo baca rancang undang undang cipta kerja,0,1
562,43984,@sakadugana,"RUU Cipta Kerja menjadi momok bagi mereka yg suka menjadikan lahan korupsi.
#OmnibusLawBasmiKorupsiTweet Kutipan
DivaCatrii
@DivaCatrii
 · 16 Okt
Dengan RUU Cipta Kerja.. Jalannya kepengurusan perizinan akan mengalami oerubahan... Ini menjadi momok bagi mereka yg suka menjadikannya lahan korupsi.. 
#OmnibusLawBasmiKorupsi",rancang undang undang cipta kerja momok suka jadi lahan korupsi kutip oktober rancang undang undang cipta kerja jalan urus izin alami ubah momok suka jadi lahan korupsi,1,1
563,43985,@okto_djohan,"Membalas 
@Chaterinee_08Sedih melihat generasi muda khususnya calon pemimpin masa depan, calon2 intelektual mereka masih belum mampu memahami RUU Cipta Kerja, yg mereka tau hanya aksi dan aksi tanpa mau mendalami substansi dari RUU tersebut, salah siapa kalau sudah begini, & bagaimana solusinya...",balas generasi muda calon pimpin intelektual paham rancang undang undang cipta kerja aksi aksi dalam substansi rancang undang undang salah solusi,1,1
564,43986,@HukumOnline,"Sekretaris Kemenko Perekonomian Susiwijono Moegiarso menyatakan tidak ada perubahan sedikit pun terkait substansi yang dimuat dalam naskah RUU Cipta Kerja yang disampaikan oleh DPR RI.Naskah UU Cipta Kerja Sudah Disampaikan ke Presiden, DPR: Silakan Dikaji
Sekretaris Kemenko Perekonomian Susiwijono Moegiarso menyatakan tidak ada perubahan sedikit pun terkait substansi yang dimuat dalam naskah RUU Cipta Kerja yang disampaikan oleh DPR RI.
hukumonline.com",sekretaris kemenko ekonomi susiwijono moegiarso ubah kait substansi muat naskah rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia naskah undang undang cipta kerja presiden dewan wakil rakyat sila kaji sekretaris kemenko ekonomi susiwijono moegiarso ubah kait substansi muat naskah rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia,1,1
565,43987,@redaksila,"Dalam hal ini tidak disebutkan apoteker sebagai penyedia jasa pelayanan kefarmasian yang terbebas dari PPN.

Untuk kalian apoteker dan calon apoteker, bagaimana sobat LA menanggapi RUU Cipta Kerja ini?",apoteker sedia jasa layan farmasi bebas ppn apoteker calon apoteker sobat tanggap rancang undang undang cipta kerja,1,1
566,43988,@redaksila,"KONTROVERSI RUU CIPTA KERJA PAJAK PERTAMBAHAN NILAI TENAGA KEFARMASIAN 
RUU Cipta Kerja yang baru saja disahkan oleh DPR Tahun 2020, kembali menuai kontroversi di kalangan tenaga kefarmasian . Pasalnya, dalam UU tersebut membahas pajak pertambahan nilai (PPN) tenaga kefarmasian.",kontroversi rancang undang undang cipta kerja pajak tambah nilai tenaga farmasi rancang undang undang cipta kerja sah dewan wakil rakyat tahi tuai kontroversi kalang tenaga farmasi pasal undang undang bahas pajak tambah nilai ppn tenaga farmasi,0,1
567,43989,@TentaraRakyat,"Membalas 
@_bayangan_semarHidup FPI disaat mahasiswa msh tidur pulas...para ulama sdh lebih dahulu memprotes RUU HIP dan ciptakerja",balas front bela islam saat mahasiswa tidur pulas ulama protes rancang undang undang cipta kerja,0,1
568,43990,@Widyarenee,"#OmnibusLawBasmiKorupsi
RUU Cipta Kerja menawarkan perampingan regulasi sebagai solusi peraturan yg tumpang tindih di berbagai sektor. Jd tiap kementerian n lembaga perijinan tdk bikin aturan sendiri2.
Karena birokrasi investasi berbelit bs bikin investor kabur.",rancang undang undang cipta kerja tawar ramping regulasi solusi atur tumpang tindih sektor menteri n lembaga izin bikin atur birokrasi investasi belit bikin investor kabur,1,1
569,43991,@KyaiTebas,"Sudah diringkas oleh para guru besar hukum UGM.""

Lbh 90% rakyat indonesia blm mbaca draft UU Cipta Kerja. Siapa yg betah dan kuat menelaah dan mbaca 905 halaman UU. FH UGM mnyusun ""Catatan Kritis & Rekomendasi Trhadap RUU Cipta Kerja"".",ringkas guru hukum ugm rakyat indonesia baca draf undang undang cipta kerja betah kuat telaah baca halaman undang undang fakultas hukum ugm susun catat kritis rekomendasi rancang undang undang cipta kerja,0,1
570,43992,@achmad_doank86,"Membalas 
@katzenjammer89
 dan 
@HeriSahaja1Kalau emang mereka di anggap sebagai pemicu demo dan kericuhan, kenapa anggota DPR pencutus RUU cipta kerja gak sekalian di tangkap juga, justru merekalah sumber adanya demo penolakan di mana mana.",balas emang anggap picu demo ricuh anggota dewan wakil rakyat cetus rancang undang undang cipta kerja tangkap sumber demo tolak,0,1
571,43993,@himalayaaa__,"TESTIMONI JASA TUGAS HUKUM 
Tugas: Analisis RUU Cipta Kerja
Kampus: Universitas Sebelas Maret
Semester: 3",testimoni jasa tugas hukum tugas analisis rancang undang undang cipta kerja kampus universitas sebelas maret semester,1,1
572,43994,@crowdkilla,"Membalas 
@bijikambinggkek ruu cipta kerja aja berat sebelah",balas rancang undang undang cipta kerja berat belah,0,1
573,43995,@MalvaSelena,"#OmnibusLawBasmiKorupsi
Omnibus Law RUU Cipta Kerja Menawarkan perampingan regulasi sbg solusi peraturan yang tumpang tindihDede Budhyarto dan 4 lainnya",omnibus law rancang undang undang cipta kerja tawar ramping regulasi solusi atur tumpang tindih dede budhyarto,1,1
574,43996,@gw_radikal,"Wakil Ketua DPR Ngaku Tidak Baca Seluruh Draf RUU Cipta Kerja ""Itu Bagian Panja""Wakil Ketua DPR Ngaku Tidak Baca Seluruh Draf RUU Cipta Kerja ""Itu Bagian Panja""
Silakan baca artikel Wakil Ketua DPR Ngaku Tidak Baca Seluruh Draf RUU Cipta Kerja ""Itu Bagian Panja"" ini selengkapnya di SWARAKYAT MEDIA
swarakyat.com",wakil ketua dewan wakil rakyat aku baca draf rancang undang undang cipta kerja panitia kerja wakil ketua dewan wakil rakyat aku baca draf rancang undang undang cipta kerja panitia kerja sila baca artikel wakil ketua dewan wakil rakyat aku baca draf rancang undang undang cipta kerja panitia kerja lengkap swarakyat media,0,1
575,43997,@tanggaltua_,"Membalas 
@MataNajwa
 dan 
@txtdrpemerintahBanyak yang gasadar kalau ruu cipta kerja ini heneran mengurangi pengangguran, nih gue jelasin; ruu disahkan memang biyar kita demo >> demo rusuh >> kena corona mati semua >> pengangguran berkurang.
SOLUTIF :3",balas sadar rancang undang undang cipta kerja kurang anggur rancang undang undang sah biar demo demo rusuh kena corona mati anggur kurang solutif,0,1
