,id_dataset,user_account,tweet,clean_tweet,label,id_user
293,55160,@seruanhl,"MELURUSKAN HOAX & MEMBUKTIKAN BAHWA UU CIPTAKER LINDUNGI BURUH

Pengesahan RUU Cipta Kerja menjadi UU dalam sidang paripurna DPR Senin (5/10/2020) menimbulkan polemik di kalangan buruh.

Tangkal Korona #TolakProvokasiKAMIFPI",lurus hoax bukti undang undang cipta kerja lindung buruh kesah rancang undang undang cipta kerja undang undang sidang paripurna dewan wakil rakyat senin timbul polemik kalang buruh tangkal corona,0,1
294,55161,@rembulaannn,"Yg ribut soal TKA, simak ya bhwa OmnibusLaw Mantap.
Krn yg bisa masuk ke Indonesia adalah TKA dg jabatan tertentu, waktu tertentu & punya kompetensi sesuai jabatan yg mau diduduki.
( pasal 42 RUU Cipta Kerja )

#CiptaKerjaBermanfaat",ribut tenaga kerja asing simak ya omnibus law mantap masuk indonesia tenaga kerja asing jabat kompetensi sesuai jabat duduk pasal rancang undang undang cipta kerja,1,1
295,55162,@bem_unpad,"[DISINFORMASI SERTA MISINFORMASI PRESIDEN DAN DPR]

Halo, Kema Unpad!

Masih hangat di ingatan ketika Presiden berbicara kepada media dan lewat akun pribadinya, mengatakan bahwa mereka yang menolak Omnibus Law RUU Cipta Kerja adalah misinformasi dan disinformasi.",informasi misinformasi presiden dewan wakil rakyat halo kema unpad hangat ingat presiden bicara media akun pribadi tolak omnibus law rancang undang undang cipta kerja misinformasi informasi,1,1
296,55163,@collegemenfess,"[Cm] adakah yg anak ekonomi? Kalo ada aku mau  tanya
 melihat ruu cipta kerja dari sudut pandang ekonomi. Terutama di pendapatan nasional
Setuju ga sih kalau  kesejahteraan pasti turun ? Soalnya kan pesangon bakal dihapus. Terus yg pembatasan cuti. Terus sama yg (cont)",cm ada anak ekonomi rancang undang undang cipta kerja sudut pandang ekonomi dapat nasional tuju sih sejahtera turun sangon hapus batas cuti contoh,1,1
297,55164,@FNKSDA,"Mendengar kabar disahkannya RUU Cipta Kerja, membuat aneka gelombang protes berdatangan silih berganti. Tentu aksi-aksi tersebut sangat rentan represif dan kriminalisasi.  Terakhir saja hampir 1000 orang yang ditahan oleh kepolisian dan tanpa kejelasan hingga saat ini.",dengar kabar sah rancang undang undang cipta kerja aneka gelombang protes silih ganti aksi aksi rentan represif kriminalisasi orang tahan polisi jelas,1,1
298,55165,@Nisamelanie1,"#OmnibusLawTransparan Pembahasan RUU cipta kerja ini di lakukan sebanyak 64 kali, terdiri dari 2 kali rapat kerja, 56 kali panja dan 6 kali rapat tim perumus dan tim sinkronisasi. 
#OmnibusLawTransparanBiLLRaY2019 dan 8 lainnya",bahas rancang undang undang cipta kerja laku kali kali rapat kerja kali panitia kerja kali rapat tim rumus tim sinkronisasi,1,1
299,55166,@bsh0084raa,"Hanya dlm waktu 3 hari entah brp kerugian yg timbul akibat gelombang demo menolak RUU Cipta Kerja, belum korban luka2.... Wahai bpk2 anggota  DPR yg terhormat, tdkkah anda pikirkan smw itu ?",rugi timbul akibat gelombang demo tolak rancang undang undang cipta kerja korban anggota dewan wakil rakyat hormat pikir,0,1
300,55167,@jitoe02,"RUU Cipta Kerja hampir seribu halaman perlu dibaca lagi lebih teliti.
Menurut UU No 12 Tahun 2011 ttg Perundang undangan, DPR memiliki waktu paling lama 7 hari utk menyampaikan RUU yang telah disahkan kpd presiden.

Cekal Korona #UsutDalangDemoAnarkisPolitisi PKS Sebut Anggota DPR Tak Pegang Draf Final UU Cipta Kerja saat Hari Pengesahan
'Sampai hari ini belum dikirim dan belum kelihatan barangnya di anggota,' kata Mulyanto.
nasional.kompas.com",rancang undang undang cipta kerja ribu halaman baca teliti undang undang tahi undang undang dewan wakil rakyat milik rancang undang undang sah presiden cekal corona pks anggota dewan wakil rakyat pegang draf final undang undang cipta kerja kesah kirim barang anggota mulyanto nasional,1,1
301,55168,@LILApama2011,"RUU Cipta Kerja merupakan revolusi mental dalam bentuk produk hukum.RUU Cipta Kerja Bantu Masyarakat Mencari Pekerjaan
Pemerintah mengatakan hadirnya RUU Cipta Kerja yang telah disahkan menjadi Undang-Undang membantu masyarakat mencari pekerjaan.
correcto.id",rancang undang undang cipta kerja revolusi mental bentuk produk hukum rancang undang undang cipta kerja bantu masyarakat cari kerja perintah hadir rancang undang undang cipta kerja sah undang undang bantu masyarakat cari kerja koreksi,1,1
302,55169,@kompasiana,"Satu hari setelah RUU Omnibus Law Cipta Kerja disahkan, aksi penolakan terjadi: 3 hari berturut-turut. #HeadlineBagaimana Menyikapi Omnibus Law Cipta Kerja hingga Bawa Hoki?
Inilah 5 konten terpopuler kompasiana dalam sepakan: Satu hari setelah RUU Omnibus Law Cipta Kerja disahkan, aksi penolakan terjadi: 3 hari berturut-t
kompasiana.com",rancang undang undang omnibus law cipta kerja sah aksi tolak sikap omnibus law cipta kerja bawa hoki konten populer kompasiana pakan rancang undang undang omnibus law cipta kerja sah aksi tolak t,1,1
303,55170,@masaryaduta,"Ketua PWI, Atal S.Depari: Tindakan oknum polisi yang merusak dan merampas alat kerja wartawan, termasuk penganiayaan dan intimidasi ketika meliput demonstrasi anti RUU Cipta Kerja merupakan suatu pelanggaran berat terhadap kemerdekaan pers.Ada Oknum Aparat Sasar Jurnalis yang Liput Demo Tolak UU Ciptaker, PWI Minta Kapolri Usut Tuntas -...
PWI minta Kapolri untuk usut tuntas kasus tindakan kekerasan oleh oknum aparat terhadap jurnalis yang sedang meliput demonstrasi.
pikiran-rakyat.com",ketua satu wartawan indonesia s depari tindak oknum polisi rusak rampas alat kerja wartawan aniaya intimidasi liput demonstrasi anti rancang undang undang cipta kerja langgar berat merdeka pers oknum aparat sasar jurnalis liput demo tolak undang undang cipta kerja satu wartawan indonesia kapolri usut tuntas satu wartawan indonesia kapolri usut tuntas tindak keras oknum aparat jurnalis liput demonstrasi pikir,1,1
304,55171,@PakAteh,"Di Indonesia kaum buruh dan mahasiswa amok melawan pemerintah yang membawa RUU Cipta Kerja. Pemerintah dengan sombongnya tidak mahu mendengar keluhan dan suara rakyat bawahan, dalam membawa RUU ni yang lebih menguntungkan kartel pemodal.Tweet Kutipan
@facktura
 · 8 Okt
Seriously whats happening in Indonesia? Pray for our brothers and sisters over there.",indonesia kaum buruh mahasiswa amuk lawan perintah bawa rancang undang undang cipta kerja perintah sombong dengar keluh suara rakyat bawah bawa rancang undang undang untung kartel modal tweet kutip oktober serius jadi indonesia pray saudara saudari,0,1
305,55172,@Pelangi_20,"Membalas 
@SatyaJogja_Bukan perihal untuk pekerja saja, tapi juga tentang dampak lingkungan, umkm, pendidikan yang dikomersialkan. Mereka demo bukan asal demo mas. Coba masnya bandingkan antara UU No. 13 Tahun 2003 dengan RUU Cipta Kerja Final yang dibuat DPR. Sudahkah anda mengeceknya ?",balas perihal kerja dampak lingkung usaha mikro tengah didik komersial demo demo mas coba mas banding undang undang tahi rancang undang undang cipta kerja final dewan wakil rakyat ecek,1,1
306,55173,@BewaraKita,"Menkominfo: Pak Jokowi Tahu Isi RUU Cipta Kerja dari Laporan Para MenteriMenkominfo: Pak Jokowi Tahu Isi RUU Cipta Kerja dari Laporan Para Menteri
BewaraKita ~ Menteri Komunikasi dan Informatika Johhny G Platte mengatakan, Presiden Joko Widodo menerima laporan terus-menerus dari para menteri yang hadir dalam rapat bersama DPR terkait Undang-U...
bewarakita.com",menteri komuninkasi informatika jokowi isi rancang undang undang cipta kerja lapor menteri komuninkasi informatika jokowi isi rancang undang undang cipta kerja lapor menteri bewara menteri komunikasi informatika johhny g plate presiden joko widodo terima lapor terus menteri hadir rapat dewan wakil rakyat kait undang u,1,1
307,55174,@AriestaRiico_,"Menko Perekonomian : RUU Cipta Kerja Pasti Lindungi Pekerja
@PerekonomianRI
 @airlangga_hrt
#ManfaatCiptaKerja 
#OmnibusLawHalal
https://m.mediaindonesia.com/read/detail/350508-menko-perekonomian-ruu-cipta-kerja-pasti-lindungi-pekerja…",menteri koordinator ekonomi rancang undang undang cipta kerja lindung kerja,1,1
308,55175,@MonologeLLy_318,"Pak Menteri 
@airlangga_hrt
 pun menegaskan hal yg sama, bahwa seluruh proses pembahasan RUU Cipta Kerja dilakukan secara transparan dan terbuka.

#OmnibusLawTransparan",menteri proses bahas rancang undang undang cipta kerja transparan buka,1,1
309,55176,@Mahadewi68,"Semangat utama RUU Cipta Kerja adalah menciptakan lapangan kerja untuk masyarakat yang belum mendapat pekerjaan.
#OmnibusLawUntungkanBuruhRUU Cipta Kerja Bantu Masyarakat Mencari Pekerjaan
Pemerintah mengatakan hadirnya RUU Cipta Kerja yang telah disahkan menjadi Undang-Undang membantu masyarakat mencari pekerjaan.
correcto.id",semangat utama rancang undang undang cipta kerja cipta lapang kerja masyarakat kerja cipta kerja bantu masyarakat cari kerja perintah hadir rancang undang undang cipta kerja sah undang undang bantu masyarakat cari kerja koreksi,1,1
310,55177,@WalhiJatim,"Massa aksi mulai meluapkan kekecewaannya atas disahkannya RUU Cipta Kerja yang akan mengancam kehidupan mereka, alam dan masa depan. Masih banyak perusakan yang tidak dapat dipulihkan, seperti industri ekstraktif dan pembangunan masif.",aksi luap kecewa sah rancang undang undang cipta kerja ancam hidup alam rusa pulih industri ekstraktif bangun masif,1,1
311,55178,@RanggaWidigda,"Dari perspektif gw sih pembakaran ini justru negatif untuk pihak yang kontra RUU Cipta Kerja karena:

1. Ini mecah belah dan bikin perdebatan sendiri di sesama pihak yang kontra (seperti yang bisa diliat sekarang)

2. Duit perbaikan ini ujung2nya diambil dari pajak lo pada jugaTweet Kutipan
CNN Indonesia
@CNNIndonesia
 · 8 Okt
#UPDATEJAKARTA
Berdasarkan pantauan #CNNIndonesia, Halte Transjakarta di Bundaran Hotel Indonesia terbakar. Api terlihat membesar saat demo #TolakUUCiptaKerja di Jakarta Pusat menjadi ricuh. https://bit.ly/3npJ0Dg
Tampilkan utas ini",perspektif sih bakar negatif kontra rancang undang undang cipta kerja pecah belah bikin debat kontra liat duit baik ambil pajak tweet kutip cnn indonesia oktober dasar pantau halte transjakarta bundar hotel indonesia bakar api besar demo jakarta pusat ricuh,1,1
312,55179,@merdekadotcom,"IHSG Ditutup Menguat, Tak Terpengaruh Demo Penolakan UU Cipta Kerja: Indeks Harga Saham Gabungan (IHSG) Bursa Efek Indonesia (BEI) ditutup menguat, masih dipengaruhi euforia pengesahan RUU Cipta Kerja menjadi undang-undang pada awal pekan. IHSG ditutup…IHSG Ditutup Menguat, Tak Terpengaruh Demo Penolakan UU Cipta Kerja
Indeks Harga Saham Gabungan (IHSG) Bursa Efek Indonesia (BEI) ditutup menguat, masih dipengaruhi euforia pengesahan RUU Cipta Kerja menjadi undang-undang pada awal pekan. IHSG ditutup menguat 34,82...
merdeka.com",indeks harga saham gabung tutup kuat pengaruh demo tolak undang undang cipta kerja indeks harga saham gabung indeks harga saham gabung bursa efek indonesia tutup kuat pengaruh euforia kesah rancang undang undang cipta kerja undang undang pekan indeks harga saham gabung tutup indeks harga saham gabung tutup kuat pengaruh demo tolak undang undang cipta kerja indeks harga saham gabung indeks harga saham gabung bursa efek indonesia tutup kuat pengaruh euforia kesah rancang undang undang cipta kerja undang undang pekan indeks harga saham gabung tutup kuat,1,1
313,55180,@novalfrndz,"#MahasiswaBergerak #TolakOmnibuslawDPR #MahasiswaTurunKejalan

tolong bantu reetwet
 WARNING 
Halo, Kawan GEMA. 
Untuk kalian yang sedang ikut aksi, kami butuh informasi.

Kami kehilangan kabar dari 3 orang jurnalis GEMA dalam aksi Tolak RUU Cipta Kerja 8 Oktober 2020",tolong bantu retweet warning halo kawan gema aksi butuh informasi hilang kabar orang jurnalis gema aksi tolak rancang undang undang cipta kerja oktober,0,1
314,55181,@khoirurezky,"RUU Cipta Kerja
RUU Cipta Kerja Revisi
RUU CIPTA Kerja Fix
RUU Cipta Kerja Fix Banget
RUU Cipta Kerja Fix Oke Banget          
RUU Cipta Kerja Fix Oke Banget Masya Allah
RUU Cipta Kerja Final 900 Hal
RUU Cipta Kerja Final 1035 Hal Fix Oke Banget Masya Allah",rancang undang undang cipta kerja rancang undang undang cipta kerja revisi rancang undang undang cipta kerja rancang undang undang cipta kerja banget rancang undang undang cipta kerja oke banget rancang undang undang cipta kerja oke banget masya allah rancang undang undang cipta kerja final rancang undang undang cipta kerja final oke banget masya allah,1,1
315,55182,@DiniHrdianti,"Metode penyusunan 3 RUU CIPTA KERJA ini tetap mengacu pd UU No. 12 thn 2011 ya.. yaitu tentang Pembentukan Peraturan Perundang-undangan sebagaimana diperbaharui dg UU No. 15 thn 2019.

#OmnibusLawTaatProsedural",metode susun rancang undang undang cipta kerja acu undang undang ya bentuk atur undang undang baharu undang undang,1,1
316,55183,@hariankompas,"Menteri Ketenagakerjaan Ida Fauziyah menilai RUU Cipta Kerja ingin melindungi semua pekerja, baik kelompok pekerja yang eksis, pencari kerja, maupun pekerja sektor UMKM. 

#Ekonomi #adadikompasIda Fauziyah: RUU Cipta Kerja Lindungi Semua Pekerja
Menteri Ketenagakerjaan Ida Fauziyah menilai RUU Cipta Kerja ingin melindungi semua pekerja, baik kelompok pekerja yang eksis, pencari kerja, maupun pekerja sektor UMKM.
kompas.id",menteri ketenagakerjaan ida fauziyah nilai rancang undang undang cipta kerja lindung kerja kelompok kerja eks cari kerja kerja sektor usaha mikro tengah fauziyah rancang undang undang cipta kerja lindung kerja menteri ketenagakerjaan ida fauziyah nilai rancang undang undang cipta kerja lindung kerja kelompok kerja eks cari kerja kerja sektor usaha mikro tengah kompas,1,1
317,55184,@nanana0680,"#OmnibusLawTransparan
Keterbukaan dalam proses itu, bahkan bisa diketahui karena banyak jejak digital dan liputan media. Selanjutnya menurut Nurul, pada 20 April 2020 DPR membentuk Panitia Kerja (Panja) RUU Cipta Kerja dan kemudian dilakukan pembahasan.",buka proses jejak digital liput media nurul april dewan wakil rakyat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja bahas,1,1
318,55185,@merdekadotcom,"Ganjar Temui Pendemo Anarkis Diamankan Polrestabes Semarang: Para buruh yang diamankan tersebut mengaku ikut unjuk rasa karena takut tidak diberi pesangon ketika di PHK dan mengaku belum membaca naskah RUU Cipta Kerja secara utuh serta hanya melihat…Ganjar Temui Pendemo Anarkis Diamankan Polrestabes Semarang
Para buruh yang diamankan tersebut mengaku ikut unjuk rasa karena takut tidak diberi pesangon ketika di PHK dan mengaku belum membaca naskah RUU Cipta Kerja secara utuh serta hanya melihat sekilas...
merdeka.com",ganjar temu demo anarkis aman polrestabes semarang buruh aman aku unjuk takut sangon phk aku baca naskah rancang undang undang cipta kerja utuh ganjar temu demo anarkis aman polrestabes semarang buruh aman aku unjuk takut sangon phk aku baca naskah rancang undang undang cipta kerja utuh kilas,1,1
319,55186,@sbn_bejoo,"Presiden 
@jokowi
 kemudian menyampaikan ke 
@DPR_RI
 mengenai RUU Cipta Kerja tsb.

#OmnibusLawTaatProsedural",presiden rancang undang undang cipta kerja,1,1
320,55187,@PolsekMuntilan1,"Masyarakat Kab. Magelang Cinta Damai dan Menolak Demo Anarkis

Siang ini , Aliansi Masyarakat Kab. Magelang Deklarasi Cintai Damai Menolak Demo Anarkis menyikapi perkembangan situasi Demo Anarkis menolak pengesahan RUU Cipta Kerja di beberapa wilayah, Senin(19 /10/2020)",masyarakat kabupaten magelang cinta damai tolak demo anarkis siang aliansi masyarakat kabupaten magelang deklarasi cinta damai tolak demo anarkis sikap kembang situasi demo anarkis tolak kesah rancang undang undang cipta kerja wilayah senin,1,1
321,55188,@ZAEffendy,"Membalas 
@HukumDan""Jamin tak ada Resentralisasi Perizinan di Omnibus Law""?
Kelihatannya Jokowi belum baca atau tidak paham bunyi Pasal 174 (Bab XI, Bagian Kesatu) RUU Cipta Kerja.",balas jamin resentralisasi izin omnibus law jokowi baca paham bunyi pasal bab xi satu rancang undang undang cipta kerja,1,1
322,55189,@DivaJaritaKiran,"Membalas 
@geloracoKPK apa kabar harun masiku?? RUU Ciptakerja sisa menunggu kejadian..

BERHENTILAH KALIAN NGIBUL

September meroket Utang Indonesia.",balas kabar harun mas rancang undang undang cipta kerja sisa tunggu jadi henti ibul september roket utang indonesia,0,1
323,55190,@pmibanyumas,"Proses evakuasi korban peserta aksi demonstrasi RUU Cipta Kerja oleh tim PMI Kabupaten Banyumas. (15/10)

#pmibanyumas #pmiselalubantu #banyumas #purwokerto #purwokertohitz  #infopurwokerto #instapurwokerto #banyumas24jam #banyumasinfo #purwokertoonline",proses evakuasi korban serta aksi demonstrasi rancang undang undang cipta kerja tim pmi kabupaten banyumas populer informasi online,1,1
324,55191,@demokrasicoid,"Gunakan Diksi ‘Cacat’ untuk Kaum Disabilitas, Draf Rinal RUU Cipta Kerja Banjir KritikanGunakan Diksi 'Cacat' untuk Kaum Disabilitas, Draf Rinal RUU Cipta Kerja Banjir Kritikan
Draf final UU Omnibus Law Cipta Kerja yang sudah disahkan DPR bersama pemerintah beberapa waktu lalu masih simpang siur.
news.demokrasi.co.id",kasih cacat kaum disabilitas draf final rancang undang undang cipta kerja banjir kritik kasih cacat kaum disabilitas draf final rancang undang undang cipta kerja banjir kritik draf final undang undang omnibus law cipta kerja sah dewan wakil rakyat perintah simpang siur news demokrasi,0,1
325,55192,@AlfianIan16,"Membalas 
@AnakKolong_Percuma atuhhh atot sandiwara-nya. 
Kan kemari2 semangat 212 menolak Ruu cipta kerja.",balas sandiwara semangat tolak rancang undang undang cipta kerja,0,1
326,55193,@merdekadotcom,"Demokrat: Pengesahan RUU Cipta Kerja Sesat dan Cacat Prosedur: Didi mengatakan, sebelum disahkan dalam rapat paripurna seharusnya RUU itu diserahkan kepada anggota supaya dapat dibaca. Semua yang hadir dalam rapat paripurna seharusnya menerima draf RUU…Demokrat: Pengesahan RUU Cipta Kerja Sesat dan Cacat Prosedur
Didi mengatakan, sebelum disahkan dalam rapat paripurna seharusnya RUU itu diserahkan kepada anggota supaya dapat dibaca. Semua yang hadir dalam rapat paripurna seharusnya menerima draf RUU Cipta...
merdeka.com",demokrat kesah rancang undang undang cipta kerja sesat cacat prosedur didi sah rapat paripurna rancang undang undang serah anggota baca hadir rapat paripurna terima draf rancang undang undang demokrat kesah rancang undang undang cipta kerja sesat cacat prosedur didi sah rapat paripurna rancang undang undang serah anggota baca hadir rapat paripurna terima draf rancang undang undang cipta,0,1
327,55194,@bumantaro,"Stay safe untuk yang turun ke jalan! Batalkan dan jegal RUU Cipta Kerja!

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#tolakomnisbuslaw
#tolakruuciptakerja
#BatalkanOmnibusLaw",aman turun jalan batal jegal rancang undang undang cipta kerja,0,1
328,55195,@anak_sultanjaya,"Pengusaha tetap wajib memberi waktu istirahat dan cuti bagi pekerja/buruh
RUU Cipta Kerja tidak menghilangkan hak cuti haid dan cuti hamil yg tlh diatur dlm UU Ketenagakerjaan.
https://cnbcindonesia.com/news/20201007132918-4-192521/mohon-objektif-ini-sederet-bukti-uu-ciptaker-lindungi-buruh…

#TolakProvokasiHoaxOBLMohon Objektif, Ini Sederet Bukti UU Ciptaker Lindungi Buruh!
Sebenarnya UU Cipta Kerja didesain untuk melindungi buruh. Hal ini tercermin dari berbagai pasal aturan di dalamnya
cnbcindonesia.com",usaha wajib istirahat cuti kerja buruh rancang undang undang cipta kerja hilang hak cuti haid cuti hamil atur undang undang ketenagakerjaan,1,1
329,55196,@bang_ajoeen79,"RUU Cipta Kerja Memberikan Kepastian Hukum.

Melalui payung hukum Kita banyak mendapat lapangan pekerjaan dan jaminan perlindungan hukum pekerja.

#FaktaOmnibusLaw",rancang undang undang cipta kerja pasti hukum payung hukum lapang kerja jamin lindung hukum kerja,1,1
330,55197,@haluanharian,"RUU Cipta Kerja Disahkan, Luhut Ditelepon Bank DuniaRUU Cipta Kerja Disahkan, Luhut Ditelepon Bank Dunia
HARIANHALUAN.COM - Pemerintah bersama Dewan Perwakilan Rakyat (DPR) telah mengesahkan Rancangan Undang-undang Cipta Kerja, Menteri Koordinator Bidang Kemaritima
harianhaluan.com",rancang undang undang cipta kerja sah luhut telepon bank dunia rancang undang undang cipta kerja sah luhut telepon bank dunia haluan perintah dewan wakil rakyat dewan wakil rakyat kesah rancang undang undang cipta kerja menteri koordinator bidang maritim,1,1
331,55198,@kumparan,"Draf RUU 'Omnibus Law' Cipta Kerja yang disahkan di paripurna belum bisa didapat masyarakat.Draf RUU Omnibus Law Ciptaker yang Beredar Belum Final, Masih Ada Typo
Draf RUU 'Omnibus Law' Cipta Kerja yang disahkan di paripurna belum bisa didapat masyarakat.
kumparan.com",draf rancang undang undang omnibus law cipta kerja sah paripurna masyarakat draf rancang undang undang omnibus law cipta kerja edar final salah ketik draf rancang undang undang omnibus law cipta kerja sah paripurna masyarakat,1,1
332,55199,@jannotama,"Membalas 
@VIVAcoidDi bagian apa pasal mana?
{Pengen belajar}

Seandainya di RUU CIPTA KERJA, bisa mencegah nepotisme... Pak jokowi bisa implementasikan lebih dulu. Katanya mirip Umar ibn Khatab kan? 

{Literatur : https://republika.co.id/berita/qbfiko430/umar-bin-khattab-melarang-anakanaknya-jadi-pejabat… }",balas pasal ken ajar anda rancang undang undang cipta kerja cegah nepotisme jokowi implementasi umar ibn khatab literatur,1,1
333,55200,@Syarman59,"Membalas 
@A_KomarudMemangnya Buruh yang Mogok Kerja dan yang Demo kemaren sudah baca RUU Cipta Kerja",balas buruh mogok kerja demo kemarin baca rancang undang undang cipta kerja,1,1
334,55201,@FireBirdFeniks,"Kemudian dlm paripurna, DPR menetapkan RUU Cipta Kerja sbg Program Legislasi Nasional Prioritas thn 2020.
#OmnibusLawTaatProsedural",paripurna dewan wakil rakyat tetap rancang undang undang cipta kerja program legislasi nasional prioritas,1,1
335,55202,@febri_yaper,"Membalas 
@Exis78
 dan 
@tjhinfar21Kalo mahasiswa goblok berarti para dosoen dan guru besar yang juga menolak RUU cipta kerja juga goblok dong. Saran nih banyak2 ngopi sama diskusi di warkop ketemu sama para buruh liat noh susahnya jadi orang kecil.",balas mahasiswa goblok dusun guru tolak rancang undang undang cipta kerja goblok saran kopi diskusi warkop ketemu buruh lihat susah orang,0,1
336,55203,@ronin_minang,"Supratman Ketua Baleg dari Fraksi 
@Gerindra
 yang membahas RUU Cipta Kerja",supratman ketua baleg fraksi bahas rancang undang undang cipta kerja,1,1
337,55204,@pcnukabmagelang,"Bagana Magelang Ikut Andil Bersihkan Sampah Usai Aksi Demonstrasi Tolak RUU Cipta Kerja

http://pcnukabmagelang.or.id/2020/10/bagana-magelang-ikut-andil-bersihkan.html…",magelang andil sih sampah aksi demonstrasi tolak rancang undang undang cipta kerja,1,1
338,55205,@AmelWinata,"Senin, 5 Oktober 2020 tiba2 RUU Cipta Kerja disahkan dan jd UU Cipta Kerja pada rapat Paripurna DPR. Pengesahan yang tiba-tiba walaupun sedang mengalami banyak protes menimbulkan tanda tanya di benak masyarakat. #KRPIPerppuBatalkanUUCipker #MahasiswaBergerak #TolakOmnibuslawDPR",senin oktober rancang undang undang cipta kerja sah undang undang cipta kerja rapat paripurna dewan wakil rakyat kesah alami protes timbul tanda benak masyarakat,0,1
339,55206,@magdaleneid,"Presiden dan DPR telah mempraktikkan kembali cara-cara buruk dalam membentuk undang-undang. RUU Cipta Kerja disiapkan, dibahas, dan disahkan dengan prosedur yang tidak transparan, partisipatif, dan akuntabel.Ahli: UU Cipta Kerja Tak Jamin Investasi, Rusak Lingkungan Hidup
Disahkannya UU Cipta Kerja menunjukkan bahwa pemerintah melihat perlindungan lingkungan sebagai proses lama yang menyulitkan pengusaha dan bisnis semata.
magdalene.co",presiden dewan wakil rakyat praktik buruk bentuk undang undang rancang undang undang cipta kerja siap bahas sah prosedur transparan partisipatif akun tabel ahli undang undang cipta kerja jamin investasi rusak lingkung hidup sah undang undang cipta kerja perintah lindung lingkung proses sulit usaha bisnis magdalene,0,1
340,55207,@WPurbowiyanto,"Nah hari Senin, 5 Oktober 2020 dalam Paripurna DPR RI, RUU Cipta Kerja sudah disahkan sebagai undang-undang nih tweps... 
#KRPIPerppuBatalkanUUCipker 
@krpindo
 @DPR_RI
 @jokowi
 @KSPgoid
 @KemensetnegRI
 @setkabgoid",senin oktober paripurna dewan wakil rakyat rakyat indonesia rancang undang undang cipta kerja sah undang undang tweep,1,1
341,55208,@Gond_rong,"Pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali. Dimana terdiri dari 2 kali rapat kerja, 56 kali rapat panja dan 6 kali rapat tim perumus dan tim sinkronisasi.

Semua sudah matang  dan sangat transparan.

Lalu kenapa masih direcokin lagi? Aneh 
#OmnibusLawTransparan",bahas rancang undang undang cipta kerja kali mana kali rapat kerja kali rapat panitia kerja kali rapat tim rumus tim sinkronisasi matang transparan recok aneh,1,1
342,55209,@ramaervan24,"Pemerintah: potensi cluster covid-19 dari Demonstran tolak RUU cipta kerja.

Rakyat: Rakyat telah mengingatkan akan cluster baru Covid-19 setelah rangkaian proses pilkada.

emang lu doang yang bisa?

#JanganBungkamRakyat #RakyatBukanCumaElu 
#JokowiKabur 
#Jakarta",perintah potensi cluster covid demonstran tolak rancang undang undang cipta kerja rakyat rakyat cluster covid rangkai proses pilkada emang doang,0,1
343,55210,@hardrockfm,"Di salah satu sesi yang dibawakan Najwa Shihab, ia “menyindir secara halus” terhadap apa yang dilakukan Puan Maharani saat sidang Pembahasan RUU Cipta Kerja.

Kalo lo sendiri lebih ke tim nya siapa nih Hard Rockers? #DriveNJive",salah sesi bawa najwa shihab sindir halus puan maharani sidang bahas rancang undang undang cipta kerja tim keras rockers,1,1
344,55211,@idtodayco,"Antisipasi Demo Lanjutan Tolak RUU Cipta Kerja, Polisi Tutup Jalan Patung Kuda Arah Istana MerdekaAntisipasi Demo Lanjutan Tolak RUU Cipta Kerja, Polisi Tutup Jalan Patung Kuda Arah Istana Merdeka
IDTODAY NEWS - Petugas Direktorat Lalu Lintas Polda Metro Jaya menutup ruas Jalan Medan Merdeka Barat atau Patung Kuda menuju arah Istana Merdeka pada Senin malam, guna mengansitipasi aksi elemen...
news.idtoday.co",antisipasi demo lanjut tolak rancang undang undang cipta kerja polisi tutup jalan patung kuda arah istana merdeka antisipasi demo lanjut tolak rancang undang undang cipta kerja polisi tutup jalan patung kuda arah istana merdeka idtoday news tugas direktorat lintas polda metro jaya tutup ruas jalan medan merdeka barat patung kuda arah istana merdeka senin malam antisipasi aksi elemen news idtoday,1,1
345,55212,@myozhyme,"3.
""Keterbukaan dalam proses itu, bahkan bisa diketahui karena banyak jejak digital dan liputan media.

Pembahasan RUU Cipta kerja ini umumnya dilakukan di Ruang Rapat Baleg DPR dan dilaksanakan pada siang hari.""

#OmnibusLawTransparan",buka proses jejak digital liput media bahas rancang undang undang cipta kerja ruang rapat baleg dewan wakil rakyat laksana siang,1,1
346,55213,@heyBee614,"Aku di jalan, kalian bantu naikkan ht yaa

TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#tolakomnisbuslaw
#tolakruuciptakerja",jalan bantu naik heard trough ya tolak rancang undang undang cipta kerja,0,1
347,55214,@fahri_sion,"OmnibusLaw RUU Ciptakerja mengratiskan biaya sertifikasi halal untuk pelaku UMKM sektor makanan dan minuman
#CiptakerjaBermanfaat",omnibus law rancang undang undang cipta kerja gratis biaya sertifikasi halal laku usaha mikro tengah sektor makan minum,1,1
348,55215,@euisfebriyan,"Setelah DPR KAB. BREBES MENOLAK RUU CIPTA KERJA
#TolakOmnibuslawDPR #MosiTodakPercaya 
#TolakUUCiptaKerjaa 
#Brebes",dewan wakil rakyat kabupaten brebes tolak rancang undang undang cipta kerja,0,1
