user_account,tweet,label
@HmzUmm,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton di channel YouTube MMC dg ketik: perbudakan legal",0
@koalamurumbo,"Pengesahan omnibus law RUU Cipta Kerja tidak akan diikuti oleh Pemutusan Hubungan Kerja (PHK) yang meluas. Dalam UU yang baru disahkan ini, perlidungan untuk pekerja tetap utuh. 
Putera Satria Sambijantoro
Ekonom Bahana Sekuritas",1
@Aliragil86,"Membalas 
@Ch_ChotlmahLadang Sertifikat Halal nya MUI sudah lenyap gara2 RUU CIPTA KERJA..",0
@HumasSalaman,"Masyarakat Kab. Magelang Cinta Damai dan Menolak Demo Anarkis

Siang ini , Aliansi Masyarakat Kab. Magelang Deklarasi Cintai Damai Menolak Demo Anarkis menyikapi perkembangan situasi Demo Anarkis menolak pengesahan RUU Cipta Kerja di beberapa wilayah, Senin(19 /10/2020",1
@VitaAnisa9,amarah masyarakat (terutama buruh dan mahasiswa) mengenai keputusan RUU Cipta Kerja yang baru saja disahkan memicu banyak kontroversi.,0
@widiasututi,"Jika pun itu terjadi, pasti karena ada tukang kompor yang mau memainkan kesempatan sebagai penumpang gelap. Omnibus Law RUU Cipta Kerja, menurut seorang senior adalah sebuah bis yang bagus konstruksi dan aksesorisnya",1
@widiasututi,"Bahwa inisiatif RUU Cipta Kerja dari Presiden Jokowi, memang iya. Tetapi di parlemen lah rancangan itu mesti dikorek, diblejeti, dibedah, dibantai bahkan ditolak. Salah sasaran kalau rakyat menekan Presiden",1
@NajihahNikika,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi...
Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh terma...
youtube.com",0
@yusuf_dumdum,"Omnibus Law RUU cipta kerja adalah angin segar bagi rakyat, terutama pelaku UMKM.

Tapi bagi sebagian kelompok yg kepentingannya terganggu, maka Omnibus Law bisa jd ancaman!

Semoga dg kemudahan ini akan semakin banyak kawan2 buruh jd pelaku usaha biar gak ribut soal cuti & PHK!",1
@NajihahNikika,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...",0
@CNNIDdaily,"Menteri Keuangan, Sri Mulyani menyampaikan, Indonesia mendapat respons positif dari sejumlah lembaga multilateral atas pengesahan RUU Cipta Kerja. 
-
VIDEO: Sri Mulyani Sebut Lembaga Asing Puji RUU Cipta KerjaVIDEO: Sri Mulyani Sebut Lembaga Asing Puji RUU Cipta Kerja
Menkeu, Sri Mulyani menyampaikan, Indonesia dapat respons positif dari sejumlah lembaga multilateral atas pengesahan RUU Cipta Kerja.
cnnindonesia.com",1
@YantiKinan,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...0:07
2 tayangan",0
@marelliaprhtna,"Kasus sekolah ini terttup sma RUU Cipta kerja yg kmarin ""katanya"" sudah disahkan jadi UU Cipta Kerja, 

Malah muncul maslah baru lagi, pendidikan ada di dalam pasal UU Cipta Kerja",0
@yusuf_dumdum,"Sejak awal kalau begini kan enak. Semua itu berawal dari komunikasi. Pemerintah dalam hal ini kementrian terkait ayo perbaiki komunikasinya.

Bukankah banyak jubir? Ruu Cipta kerja kan tujuannya mulia, tapi gegara ada banyak hoax jd banyak yg tersesat!Susun PP UU Cipta Kerja, Istana Akan Tampung Masukan NU dan Muhammadiyah Halaman all - Kompas.com
Pemerintah menjaring masukan dari seluruh pemangku kepentingan terhadap UU Cipta Kerja dalam menyusun peraturan turunan UU Cipta Kerja. Halaman all
nasional.kompas.com",1
@kkpgoid,"#SahabatBahari, RUU Cipta Kerja juga menguntungkan di bidang komunikasi dan informasi. Salah satunya optimalisasi sumber daya. Simak poin pentingnya melalui infografis berikut yuk.

#KKP #KKPGOID  #OmnibusLawDemokrasiInformasi",1
@kang_mul19,"Dengan tetah disahkannya RUU Cipta Kerja menjadi UU Cipta Kerja. Artinya Negara hadir dalam bentuk hubungan Industrial Pancasila yang mengutamakan hubungan Tripatrit antara pemerintah, pekerja, pengusaha
@PerekonomianRI
 

#OmnibusLawDemokrasiInformasiResmi Disahkan, Airlangga Hartarto Yakin UU Ciptaker Bisa Lindungi Buruh yang Jadi Korban PHK -...
Airlangga Hartarto sangat yakin bahwa UU Ciptaker yang baru saja disepakati itu akan tetap melindungi tenaga kerja yang menjadi korban PHK.
bekasi.pikiran-rakyat.com",1
@Markonah76,"Pemerintah telah mengesahkan Rancangan Undang-Undang (RUU) Cipta Kerja menjadi undang-undang.

Salah satu yang tertuang dalam UU Cipta Kerja yakni tentang penyiaran.
@kemkominfo
#OmnibusLawDemokrasiInformasi",1
@Greengi21649417,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. 

Selengkapnya, simak di video ya...Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi...
Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh terma...
youtube.com",0
@irrawardy,"ternyata RUU Cipta Kerja Dapat Pengakuan dari Bank Dunia, Editorial MI Video  17 Oktober 2020 08:36:51 Salah satu yang sangat signifikan datang dari lembaga keuangan terkemuka internasional, Bank Dunia.",1
@irrawardy,"Melalui keterangan resminya, Bank Dunia menyatakan mendukung langkah pemerintah dlm mempercepat pemulihan ekonomi melalui RUU Cipta Kerja. Bank Dunia menilai omnibus law merupakan langkah reformasi besar utk menjadikan Indonesia lebih kompetitif dan menuju masyarakat yg sejahtera",1
@AlanMamangkey,"Undang-Undang Cipta Kerja bertujuan mulia. Ini karena kemudian investasi akan datang, kemudian roda ekonomi berputar, ekspor banyak, kemudian pajak yang masuk juga banyak, kembali lagi ke masyarakat

#ruuciptakerja
#OmnibusLawHalal #OmnibusLawBangunBangsa",1
@Fauxell1,"Apa yang harus kita lakukan menyikapi UU Cipta Kerja ini?

#ruuciptakerja #faktaomnibuslaw",1
@Fauxell1,"MITOS/FAKTA RUU CIPTA KERJA (5)
.
Apa benar buruh boleh dibayar perjam, Min? 
.
Terus kalau kurang dari Upah Minimum gimana?
#faktaomnibuslaw #ruuciptakerja #ruuciptaker",1
@MahendraSuraja,"“Namun, hendaknya investor tetap mencermati perkembangan terakhir terhadap RUU Cipta Kerja. Hal ini dikarenakan karena draf RUU tersebut masih mengalami beberapa kali revisi,” #OmnibusLawBangunBangsa",1
@inazputr3,"Membalas 
@ipiN_Toelenmari kita dukugn dan kita kawal, selain UU cipta kerja mari kita dukung RUU BPIP untuk keutuhan pancasila kita  #MilenialDukungRUUBPIP",1
@Ranisor,"https://m.cnnindonesia.com/ekonomi/20201017192404-532-559624/beda-pernyataan-bank-dunia-tentang-omnibus-law-ciptaker…
Bank Dunia mengatakan RUU Cipta Kerja mengusulkan reformasi perizinan sektor lingkung hidup, terutama bagi perekonomian. Usulan dalam RUU Cipta Kerja mengenai relaksasi persyaratan lingkungan hidup.
Halau Kovid
#OmnibusLawBangunBangsaBeda Pernyataan Bank Dunia Tentang Omnibus Law Ciptaker
Bank Dunia memberikan pernyataan berbeda saat sebelum dan sesudah pengesahan UU Omnibus Law Cipta Kerja.
cnnindonesia.com",1
@CNNIDdaily,"Berikut perbincangan dengan Waketum MUI, Muhyiddin Junaidi mengenai pertemuan MUI dengan Presiden Jokowi terkait RUU Cipta Kerja.

#CNNIDNewsHour
http://cnnindonesia.com/tv",1
@Rerebaper,"Segala solusi untuk kemajuan bangsa bisa di dapat kan di RUU cipta kerja, banyak pihak dari dalam negeri dan luar negeri yang ingin manusia tidak maju
#OmnibusLawBangunBangsaRI Negara Paling Ribet untuk Berbisnis, Omnibus Law Bisa Jadi Solusi?
Tidak semudah itu ferguso~
idntimes.com",1
@UmmZah,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC
#MuslimahWajibDakwahKhilafah",0
@MahendraSuraja,RUU Cipta Kerja menjadi RUU pertama yang dimasukkan kedalam bagian dari perampingan hukum dan peraturan atau biasa disebut dengan Omnibus Law #OmnibusLawBangunBangsa,1
@AdeliaFaraa,"Semua sektor usaha sudah mulai banyak mengalami pelonjakan investor dan perbaikan diantaranya reksadana saham, semoga ekonomi Indonesia bisa pulih kembali karena RUU cipta kerja. Aminnn
#OmnibusLawBangunBangsaOmnibus law UU Cipta Kerja juga berdampak positif pada industri reksadana saham
Omnibus law UU Cipta Kerja juga memberikan dampak positif pada industri reksadana saham.
investasi.kontan.co.id",1
@ryan_herawan,"Masyarakat mana yang menolak RUU cipta kerja, yang ada hanya oknum yang menolak karena sakit hati aspirasinya tidak terwadahi. Maknai hidupmu dengan Halau Kovid #OmnibusLawBangunBangsaSurvei Indometer, 90 Persen Masyarakat Dukung Pengesahan UU Omnibus Law - Minews ID
MATA INDONESIA, JAKARTA – Hasil survei Indometer menunjukkan 90,1 persen publik setuju dengan pengesahan UU Omnibus Law Cipta Kerja. Cuma 8,6 persen yang terang-terangan menolak dan sisanya 1,3...
minews.id",1
@whitesug4r,"Membalas 
@LifeatSKRUU Cipta Kerja kan menguntungkan walaupun masih ada yang rancu",1
@LILApama2011,"UU Cipta Kerja berasal dari RUU yang diusulkan oleh Presiden Joko Widodo ( Jokowi) pada April 2020. UU ini juga seringkali disebut dengan Omnibus Law Cipta Kerja.

Halau Kovid
#OmnibusLawBangunBangsaMengapa UU Cipta Kerja Disebut Omnibus Law? Halaman all - Kompas.com
Mengapa UU Cipta Kerja yang diusulkan Presiden Jokowi disebut sebagai Omnibus Law Cipta Kerja? Halaman all
money.kompas.com",1
@BlueSintya,"Pada kesempatan tersebut, Menaker Ida kembali menyampaikan bahwa dalam proses penyusunan RUU Cipta Kerja,",1
@MahendraSuraja,"Termasuk memangkas jalur perizinan yang selama ini menyulitkan investor datang ke Indonesia. Dengan kata lain, apabila RUU Cipta Kerja sudah dijalankan maka akan dilanjutkan dengan perbaikan birokrasi. #OmnibusLawBangunBangsa",1
@MahendraSuraja,Gunawan Benjamin mengatakan bahwa apabila nantinya Rancangan Undang-undang (RUU) Cipta Kerja diterapkan maka akan muncul solusi untuk menangani pengangguran yang cukup tinggi di Indonesia. #OmnibusLawBangunBangsa,1
@MahendraSuraja,Hal itu dipaparkan Gunawan Benjamin dalam diskusi terbuka dengan tema “Urgensi RUU Ominbus Law Cipta Kerja” yang diselenggarakan Suluh Muda Indonesia (SMI) #OmnibusLawBangunBangsa,1
@denni_loyz,"Sangat disayangkan, kemudian hal ini dijadikan alat legitimasi untuk melancarkan gerakan protes RUU Cipta kerja tersebut.

Halau Kovid
#OmnibusLawBangunBangsa",1
@denni_loyz,"Bahkan, saking kreatifnya Omnibus law yang sebelumnya bernama Cipta Lapangan Kerja disingkat jadi RUU Cilaka. Hanya ada di negeri +62 kayaknya.

Halau Kovid
#OmnibusLawBangunBangsa",1
@lalaaapooow,"Manfaat dari implementasi RUU Cipta Kerja yang memberikan jaminan kemudahan kepada investor, memangkas regulasi dan perizinan usaha, serta menjadi payung hukum insentif bagi pengusaha dan UMKM akan terasa untuk masyarakat di masa yang akan datang #OmnibusLawBangunBangsa",1
@chillinaris,"YG PAHAM 90% PASTI MENYETUJUI, YG DEMO TERBUKTI TERMAKAN HOAX, PERUSUH, DAN DEMONSTRAN BAYARAN

“Hanya 30% publik yg mengetahui tentang RUU #OmnibusLaw Cipta Kerja, di antara yg mengetahui lebih dari 90% setuju dg RUU tersebut.""

#OmnibusLawBangunBangsaSurvei Indometer: 90,1 Persen Setuju RUU Omnibus Law
Temuan survei Indometer menunjukkan sedikit sekali publik yang mendengar atau mengetahui tentang Omnibus Law.
beritasatu.com",1
@Enji211,"aya cukup yakin RUU Cipta Kerja ini dibangun dengan semangat melindungi pekerja di
berbagai sektor, perlu diakui bahwa ke depan memang ada pergeseran industri dan ini coba
diakomodasi oleh RUU Cipta Kerja. #OmnibusLawBangunBangsa


.Dari 
emma",1
@Rezadebak,"masalah regulasi dan investasi coba diselesaikan melalui RUU Cipta Kerja.
#OmnibusLawBangunBangsa


.Dari 
emma",1
@fransiscarch,"Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR, Senin (5/10/2020), sejumlah hoax tersebar di masyarakat.
#OmnibusLawBangunBangsaDari 
Haritz",1
@NAWACITAPOST1,"Tanpa Tanda Tangan Presiden Joko Widodo, UU RUU Cipta Kerja ‘Sah’ https://nawacitapost.com/nasional/2020/10/19/tanpa-tanda-tangan-presiden-joko-widodo-uu-ruu-cipta-kerja-sah/…",0
@mahda397,"Pertimbangan gugatan Judicial Review ini juga karena pemerintah dan DPR tidak melibatkan peran publik selama proses pembahasan RUU Cipta Kerja dilakukan
#OmnibusLawBangunBangsa",1
@kanwilbpnbanten,"#Repost 
@kementerian
.atrbpn

#SobATRBPN, kemudahan pengurusan lahan akan dibenahi melalui RUU Cipta Kerja, guna meningkatkan iklim investasi yang kemudian akan menciptakan lapangan kerja.
.
#UntukEkonomiIndonesia
#IndonesiaMaju
#RUUCiptaKerja",1
@NayDonuts,"4• Kalau sponsor engga lagi semangat mendukung, kemenanganpun menjadi sulit diraih. Berdasarkan Pasal 166 RUU Cipta Kerja menyebut Perpres bisa membatalkan Perda. Yg pasti semua PERDA yg menghambat proses perizinan investasi dan berusaha, 

Halau Kovid
#OmnibusLawBangunBangsa0:25
264 tayangan",0
@Jengkol_Kogoya,"Kalangan dunia usaha menyambut baik dan memberikan apresiasi kepada pemerintah dan DPR yg telah menyepakati pengesahan RUU cipta kerja.
Halau Kovid
#OmnibusLawBangunBangsa",1
@Cintyawidi1,"Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR, Senin (5/10/2020), sejumlah hoax tersebar di masyarakat.

#OmnibusLawBangunBangsaDari 
Haritz",1
@lekopr,"1.  Ada tiga catatan --> Pertama, Pembahasan RUU Cipta kerja ini pada umumnya dilakukan di Ruang Rapat Badan Legislasi DPR dan dilaksanakan pada siang hari. #majalahtempo #OmnibusLawBermanfaatTweet Kutipan
F꙯A꙯
@FaGtng
 · 18j
Ini berita atau selebaran....??
Artikel ini termasuk provokasi dan fitnah atau tidak..?? 

Benarkah orang jahat membuat UU Cipta Kerja ??? 

Apa yg di maksud ""Pembangkangan Sipil "" ...??? 

@jokowi 
@mohmahfudmd",1
@silentreadeer,"6.  Pd hr senin 5 Okt 2020 DPR RI telah mengesahkan RUU Omnibus Law Cipta Kerja menjadi UU Omnibus Law Cipta Kerja

Halau Kovid
#OmnibusLawBangunBangsa",1
@Baretqu,"Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR, Senin (5/10/2020), sejumlah hoax tersebar di masyarakat.

#OmnibusLawBangunBangsa ",1
@bemfemaipb,"RUU Cipta Kerja yang disahkan secara mendadak pada Senin, 5 Oktober 2020 atas usulan pemerintah dan DPR RI menciptakan amarah rakyat diseluruh penjuru negeri sebab RUU Cipta Kerja merampas hak-hak rakyat dan menutup akses masyarakat akan kesejahteraan.",0
@bemfemaipb,"[Seruan Aksi Nasional]

Hidup Mahasiswa!
Hidup Rakyat Indonesia!

1 tahun kepemimpinan Jokowi-ma'ruf menimbulkan banyak polemik. Mulai dari penanganan Covid-19 yang tidak tentu arah, hingga pengesahan RUU Cipta Kerja.",0
@DonjuanX8,"Kebijakan Satu Peta
RUU Cipta Kerja Juga mengatur dan menetapkan kebijakan satu peta (one map policy). Kebijakan dituangkan dalam Rencana Tata Ruang Wilayah (RTRW).darat, laut pesisir pulau-pulau kecil,serta tata ruang kawasan terutama hutan akan terintegrasi
#PercayaCiptaKerja",1
@Pandaaaeye,"Masalah regulasi dan investasi coba diselesaikan melalui RUU Cipta Kerja. #OmnibusLawBangunBangsaDari 
emma",1
@boedidd,"Membalas 
@tempodotcoDaftar Pasal Bermasalah dan Kontroversi Omnibus Law RUU Cipta Kerja https://tirto.id/f5AU?utm_source=Twitter&utm_medium=Share… via 
@tirtoid",0
@lbh_Amin,"Banyak pasal dalam #RUUCiptaKerja yang arahnya menarik kewenangan daerah ke pemerintah pusat, sehingga menjauhkan partisipasi masyarakat di daerah. #RUUCiptaKerja memuat banyak pasal ‘blanko kosong’ yang bisa diisi pemerintah melalui pembentukan peraturan pemerintah.
#lbhamin",0
@SINDOnews,"Pantas Investor Sepi, Rupanya ini Biang Keladinya... #8ukaSindonews #BangkitdariPandemi #ruuciptakerjaPantas Investor Sepi, Rupanya ini Biang Keladinya...
Daya saing indonesia dalam menarik investasi dinilai paling rumit di dunia. Padahal negeri kita merupakan tempat yang menarik...
ekbis.sindonews.com",0
@DonjuanX8,"Untuk UMKM Juga Sangat Di Permudah  Soal Sertifikasi Dll.
Mempercepat Sertifikasi Halal
RUU Cipta Kerja akan mendorong percepatan dan kepastian dalam proses sertifikasi halal. Bahkan bagi UMKM, ia menyebut biaya sertifikasi akan ditanggung pemerintah.
#PercayaCiptaKerja",1
@agustina2020nov,"Membalas 
@agustina2020nov
 @jokowi
 dan 
@KemnakerRI2. Harus ada NIB.
Dua syarat diatas aja bikin saya sudah tidak bisa bikin usaha sama sekali.
Jadi apakah RUU cipta kerja ini memang mau menyejahterakan seperti saya atau hanya yg punya2 duit?Mohon pentunjuknya Pak ",0
@Taslikha1,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan.

Selengkapnya, simak di video ini",0
@harianbatampos,"MUI: Jokowi Enggan Anulir UU Cipta Kerja, Baca Selengkapnya.. https://batampos.id/2020/10/19/mui-jokowi-enggan-anulir-uu-cipta-kerja/… via 
@Batam
 Pos 

#Batampos #ruuciptakerja #OmnibusLawMUI: Jokowi Enggan Anulir UU Cipta Kerja
batampos.id - Majelis Ulama Indonesia (MUI) telah menemui Presiden Joko Widodo (Jokowi) di Istana Kepresidenan, Bogor, Jawa Barat pada Jumat (16/10). Dalam pertemuan tersebut MUI meminta Presiden...
batampos.id",1
@ferryananda221,"Ternyata bukan cuma di indonesia aja, Serikat Buruh Internasional pun menolak UU Ciptakerja yang dipikir gak sejalan dengan HAM.
#RUUCiptaKerja #ruuomnibuslawTak Sejalan dengan HAM, Serikat Buruh Internasional Minta Jokowi Rilis Perppu Pembatalan UU...
ASPEK Indonesia) meminta kebijaksanaan politik kepada Presiden Joko Widodo (Jokowi) untuk membatalkan UU Cipta Kerja.
depok.pikiran-rakyat.com",0
@eknug,"Membalas 
@cnbcindonesiaMungkin gak ada RUU Cipta Kerja",0
@LestariSarmi,"Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Komisioner Komnas Perempuan, Bahrul Fuad menilai bahwa kondisi tersebut bisa muncul dari pasal-pasal yang",0
@pujolampusu,"Membalas 
@robbymarbun_
 dan 
@ustadtengkuzulHoax itu menegesahkan UU yang belum jadi.. 
Hoax itu janji Kampanye tak satupun ditepati.. 
Hoax itu menangkap demontran menolak RUU cipta kerja hanya berdasar asumsi UU Cilaka sudah disahkan sedang drafnya belum selesai. 
#SaatnyaJokowiTurun 
#DPRPengkhianatRakyat",0
@Cacamericahey,"Manfaat dari implementasi RUU Cipta Kerja yang memberikan jaminan kemudahan kepada investor, memangkas regulasi dan perizinan usaha, menjadi payung hukum insentif bagi pengusaha dan UMKM akan terasa untuk masyarakat di masa yang akan dtg #PercayaCiptaKerjaDari 
kirunerssby",1
@anwar_ahmad12,"SALAH KETIK FRASA PADA RUU CIPTA KERJA/OMNIBUS LAW?

Oleh: Chandra Purna Irawan,S.H.,M.H. (Ketua Eksekutif Nasional BHP KSHUMI &amp; Sekjen LBH PELITA UMAT)
  #UlamaDukungDespi 
. #SsyI4SALAH KETIK FRASA PADA RUU CIPTA KERJA/OMNIBUS LAW?
tintasiyasi.com",0
@gp_bambang,"Membalas 
@yosgabe4N
 dan 
@ridwankamilKok gubernur menyampaikan aspirasi buat rakyatnya aja g boleh?Ernest pendukung Jokowi tapi masalah ruu cipta kerja dia berseberangan salah ya dikritik g usah buta dan malah bikin comen ""udah baca belum"" Typical buzzer pemerintah padahal sendirinya cuman baca beberapa poin Saja",0
@ucupontwit,"Membalas 
@kompascomGimana mau maju. Negara lain pada fokus corona negara kita malah fokus RUU Cipta Kerja 
 miris ya",0
@FPKSDPRRI,"4 Catatan Kritis RUU Cipta Kerja 
Apakah Omnibus Law akan menjadi solusi atas permasalahan ekonomi Indonesia

#fraksipksdprri 
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",0
@TheaSajid,"Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi Korban! 

Sdh jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yg dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh trmasuk perempuan. Simak video d Channel YouTube MMC!",0
@DivaCatrii,"Duh... Duh... Dia kata Negara bebal... 
Oooowwww..... 
Kl isi RUU Cipta Kerja yg malah di tangkap berbanding terbalik oleh dia dan KAMI. 
TRUS YG BEBAL SIAPA SEBENARNYA.... 
Bapak sih.. Mainnya cuma seputar makar di WA. 
https://rmolbanten.com/read/2020/08/06/18553/Ahmad-Yani:-Jika-Pemerintah-Tetap-Bebal-Hukum-Sejarah-Akan-Menggilasnya-…",0
@Masyita08912111,"KW :
Perbudakan Legal.

Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan. Selengkapnya tonton video serba-serbi pagi ini hanya di channel YouTube MMC...",0
@Enji211,"aya cukup yakin RUU Cipta Kerja ini dibangun dengan semangat melindungi pekerja di
berbagai sektor, perlu diakui bahwa ke depan memang ada pergeseran industri dan ini coba
diakomodasi oleh RUU Cipta Kerja. #PercayaCiptaKerja
.",1
@Rezadebak,"masalah regulasi dan investasi coba diselesaikan melalui RUU Cipta Kerja.
#PercayaCiptaKerjaDari 
kirunerssby",1
@kianyalina,"Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR, Senin (5/10/2020), sejumlah hoax tersebar di masyarakat. #PercayaCiptaKerja",1
@Real_kudo,"Membalas 
@AnakLolina2
 dan 
@RoellyRosuli“Hanya 30-an persen publik yang mengetahui tentang RUU Omnibus Law Cipta Kerja, di antara yang mengetahui lebih dari 90 persen setuju dengan RUU tersebut""

Hihihi dari sini ketahuan kalo yg nolak paling cuma ikut ikutan om",1
@ZAEffendy,"5 UU Kontroversial:
UU KPK - UU No.2/2020 ""Corona"" - UU Minerba - UU MK - UU Cipta Kerja.
#TolakOmnibusLaw
#MosiTidakPercaya !!
2 RUU Kontroversial:
RUU BIP(HIP) - RUU Bank Indonesia.Tweet Kutipan
TEMPO.CO
@tempodotco
 · 17 Okt
Agus Rahardjo: Biasanya kalau ada masalah kami mau konsultasi dengan Pak Jokowi itu relatif mudah, tapi dalam penyusunan UU KPK itu sama sekali tidak ada kesempatan. #TempoNasional  https://nasional.tempo.co/read/1396883/eks-ketua-kpk-sulitnya-mengakses-uu-cipta-kerja-mirip-dengan-revisi-uu-kpk?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Nasional_O…",0
@ComelKatamu,"Dewan Perwakilan Rakyat (DPR), Senin (5/10/2020), telah mengetok palu tanda disahkannya Omnibus Law RUU Cipta Kerja menjadi undang-undang.
https://kompas.com/tren/read/2020/10/06/104500965/apa-itu-omnibus-law-cipta-kerja-isi-dan-dampaknya-bagi-buruh?page=all… 
OmnibusLaw Top Abis
#PercayaCiptaKerjaApa Itu Omnibus Law Cipta Kerja, Isi, dan Dampaknya bagi Buruh? Halaman all - Kompas.com
Terdapat beberapa pasal-pasal bermasalah dan kontroversial dalam Bab IV tentang Ketenagakerjaan UU Cipta Kerja. Sejumlah besar pihak menolak UU ini. Halaman all
kompas.com",0
@Dusun36,". Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR,
Senin (5/10/2020), sejumlah hoax tersebar di masyarakat.
#PercayaCiptaKerjaDari 
Haritz",1
@Tinura3,"Setelah RUU Cipta Kerja disetujui menjadi undang-undang dalam rapat paripurna DPR, sejumlah hoax tersebar di masyarakat. Tak hanya itu, beberapa versi UU Cipta Kerja juga beredar di masyarakat.

#PercayaCiptaKerjaDari 
Icha",1
@Mtuhasan02,"OmnibusLaw Top Abis
#PercayaCiptaKerja

Sangat di sayangkan banyak tokoh di negeri ini banyak yang belum paham dan baca RUU Cipta Kerja,sudah keburu teriak².!.

Harusnya jadi contoh yang baik untuk generasi muda Indonesia dalam berdemokrasi dan berpolitik'Banyak Tokoh tak Paham UU Ciptaker, tapi Keburu Menolak'
Respons beragam terhadap UU Cipta Kerja cermin politik Indonesia yang dinamis.
republika.co.id",1
@sunsoarau,"Ada hal-hal yg harus diluruskan atas sebaran hoax mengenai omnibus law cipta kerja.
Jadi baca deh draft RUU nya, biar gak asal menghujat aja #PercayaCiptaKerja .Dari 
Icha",1
@bocilkrucil,"Dewan Perwakilan Rakyat (DPR), Senin (5/10/2020), telah mengetok palu tanda disahkannya Omnibus Law RUU Cipta Kerja menjadi undang-undang.

OmnibusLaw Top Abis
#PercayaCiptaKerja
https://kompas.com/tren/read/2020/10/06/104500965/apa-itu-omnibus-law-cipta-kerja-isi-dan-dampaknya-bagi-buruh?page=all…",1
@PenjagaWajan,"Selain berpeluang membuka lapangan Kerja seluas-luasnya, RUU Cipta kerja melindungi para Pekerja Dari  PHK dan pengusaha wajib membayar pesangon masa Karna pada para pekerja
OmnibusLaw Top Abis
#PercayaCiptaKerja",1
@MoBMaB13,"(2)โดยไม่จำเป็นต้องมีหมายจับ รวมถึงประชาชนที่เป็นผู้ชุมนุมด้วย 
⇨ #WhatIsHappeningInIndonesia 
ชาวอินโดกำลังประท้วงเกี่ยวกับกฎหมายแรงงานที่เรียกว่า RUU Cipta Kerja เป็นกฎหมายที่จะอนุญาตให้มีนายทุนมาลงทุนภายในประเทศ โดยเป็นการเอารัดเอาเปรียบและกดขี่คนในชนชั้นแรงงาน",0
@Kareki77699325,"RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuan...
#IslamRahmatanLilAlamin 
#DakwahKhilafahDakwahIslam 
#MuslimahWajibDakwahKhilafah",0
