,user_account,tweet,label
1495,@Muflikun_,apa kabar RUU cipta kerja,1.0
1722,@AndiMargono3,"Kalau ada yang nanya, mana RUU Cipta Kerja yg 1028 halaman.
Nih, lengkap sampai kronologi & seluruh pembahannya.

http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…

https://drive.google.com/file/d/1ncppSpyoxZZMZpuyCc1kBgERlbJ3Wk8v/view…

http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-095925-8502.pdf…

http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200914-073752-3616.pdf…

http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200914-073728-4406.pdf…

http://dpr.go.id/uu/detail/id/442…

Sila diunduh",1.0
558,@SHELLATHERESYA4,"Membalas 
@adsafha
 dan 
@LutfiMubarokMBaca dulu ruu cipta kerja baru komen sini mba.. 
 Reply mba tentang RUU Cipta Kerja lebih malu. ",0.0
1688,@info_gitu,"Mengulik Kembali Polemik RUU Cipta Kerja dan Kontoversi DibaliknyaMengulik Kembali Polemik RUU Cipta Kerja dan Kontoversi Dibaliknya
RUU Cipta Kerja merupakan rancangan yang menuai banyak konflik. Polemik RUU Cipta Kerja dan pemerintahan Indonesia dinilai defensif.
infogitu.com",1.0
1185,@abzahro,RUU Cipta Kerja berpihak pada kepentingan rakyat kecil dan petani #OmnibusLawPetaniSejahtera,1.0
595,@anggarubi,"Iya sih, aku lebih setuju RUU PKS > UU Cipta Kerja yang duluan sah.Tweet Kutipan
Kalis Mardiasih
@mardiasih
 · 16 Okt",1.0
1603,@indozonemedia,"Pria ini memakai jaket almamater temannya dan melakukan perusakan terhadap mobil polisi. #KAMUHARUSTAU #penyusup #RUUCiptaKerja #OmnibusLawIni Penyusup yang Tunggangi Demo RUU Ciptaker, Bukan Mahasiswa dan Rusak Mobil Polisi | Indozone.id
Seorang penyusup demo RUU Cipta Kerja ditangkap polisi
indozone.id",1.0
1681,@edukasiborneo,"Ketua KSBSI Kalbar, Suherman dalam orasainya menyampaikan penolakan tegas terhadap RUU Cipta Kerja disahkannya menjadi Undang-undang karena dinilai tidak pro buruh atau rakyat.

(Baca selengkapnya di http://mediaedukasiborneo.com)

#BuruhMenggugatUUCiptaKerja",1.0
1270,@bkpm,"#Grafikonomi 

Yuk #Investeam, kita simak poin-poin yang diatur dalam klaster ketenagakerjaan RUU Cipta Kerja berikut ini...

#CiptaKerja
#AmanProduktif
#UntukEkonomiIndonesia",1.0
1071,@PaDmArInI_,"Ketua DPR RI, Puan Maharani telah mengesahkan Rancangan Undang-undang Cipta Kerja (RUU Cipta Kerja) menjadi undang-undang (UU) melalui Sidang Paripurna yang digelar di Senayan, Jakarta, Senin 5 Oktober 2020 kemarin.
https://loperberita.com/gatot-nurmantyo-dukung-buruh-mogok-nasional-pengamat-punya-agenda-cari-panggung-ke-pilpres-2024/…
#GagalTotalTunggangiHoaxOBL",1.0
1541,@kompascom,"Pakar komunikasi politik Effendi Gazali menilai, pernyataan Presiden Jokowi bahwa unjuk rasa menolak RUU Cipta Kerja terjadi karena disinformasi bisa saja tepat - #NasionalPengamat: Pernyataan Presiden Tepat Apabila Sudah Baca Draf Final UU Cipta Kerja
'(Pernyataan Presiden Jokowi) ini juga belum tepat apabila publik tidak mendapat semua draf yang beredar.' ujar Effendi.
nasional.kompas.com",1.0
163,@Rezadebak,"masalah regulasi dan investasi coba diselesaikan melalui RUU Cipta Kerja.
#OmnibusLawBangunBangsa


.Dari 
emma",1.0
1183,@BangHerry19,Demonya sdh habis??? RUU Cipta Kerja masih kokoh???? Is is issssss,1.0
1141,@officialliputan,"Sosialisasi RUU Cipta Kerja, Mudah Izin Usaha, Kemnaker Dorong Generasi Muda JadSosialisasi RUU Cipta Kerja, Mudah Izin Usaha, Kemnaker Dorong Generasi Muda Jadi Pelaku UMKM -...
Bandung Barat - Kementerian Ketenagakerjaan (Kemnaker) mendorong masyarakat khususnya kalangan generasi muda untuk menjadi wirausaha di sektor Usaha Mikro
liputan.co.id",1.0
1322,@kasehsaulmouk,"Mahasiswa dan Kelompok Islam Indonesia Bergabung dengan Gerakan Batalkan RUU Cipta KerjaMahasiswa dan Kelompok Islam Indonesia Bergabung dengan Gerakan Batalkan RUU Cipta Kerja
mantrasukabumi - Mahasiswa Unjuk Rasa /Foto: AP / Dita Alangkara MANTRA SUKABUMI – Lebih dari 1.000 pengunjuk rasa dari kelompok Islam dan mahasiswa berkumpul di Jakarta, Indone
babe.news",1.0
1561,@destaHERE,"Wew demo ruu cipta kerja terdengar sampe negeri seberang seberang seberang terus seberang
 
Dijawab opo ki aku gaiso jawab karna emang gaiso bahasane",1.0
472,@BarruRutan,Kemudian Presiden Jokowi melalui surat nomor: R-06/Pres/02/2020 tanggal 7 Februari 2020 menyampaikan secara resmi RUU Cipta Kerja kepada Ketua DPR RI untuk dibahas dalam sidang DPR guna mendapatkan persetujuan dengan prioritas utama.,1.0
408,@abdulrtah,"Membalas 
@ONCOMBNDUNGuu cipta kerja 
 ruu cipta karya donk 
 ",0.0
35,@PalembangLpka,"#SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",1.0
1066,@1Atie,"Membalas 
@ANGIN131900 halaman ...  Makanya diraguin itu pendemo paham sama isi RUU cipta kerja. Lha wong presiden KSPI nya aja ngk bisa bedain antara 8jam x 5 hari sama 40 jam dlm 5 hari... 
Makanya yg demo sbenrnya buta dlm RUU OBL, mrk cm dpt info sekilas aja. Ogeb di pelihara sih.",1.0
326,@BatikRiwa,"Pahami lebih dahulu keseluruhan isi RUU Cipta Kerja jangan mudah percaya isu yang beredar dari sumber yang tidak jelas. 
OmnibusLaw Mantap
#CiptaKerjaBermanfaatSoal UU Cipta Kerja, Moeldoko: Banyak Tokoh Belum Paham Isi Keburu Nolak
Kepala Staf Kepresidenan Moeldoko angkat suara soal aksi unjuk rasa tolak UU Cipta Kerja (Omnibus Law). Menurutnya banyak tokoh belum paham isi keburu menolak.
finance.detik.com",1.0
169,@Jengkol_Kogoya,"Kalangan dunia usaha menyambut baik dan memberikan apresiasi kepada pemerintah dan DPR yg telah menyepakati pengesahan RUU cipta kerja.
Halau Kovid
#OmnibusLawBangunBangsa",1.0
1100,@windhra,"Membalas 
@CNNIndonesiaRakyat prihatin anggota DPR gak baca draft final RUU tp tetep mensahkan #RUUCiptaKerja  jd #uucilaka  ",0.0
548,@SinarKeadilan,"Jangan Menyerah, Pembatalan Omnibus Law RUU Cipta Kerja Masih Bisa Dilakukan, Rakyat dan DPR Mesti Bersatu Lakukan Legislative ReviewJangan Menyerah, Pembatalan Omnibus Law RUU Cipta Kerja Masih Bisa Dilakukan, Rakyat dan DPR Mesti...
Perjuangan rakyat untuk menolak Undang-Undang Cipta Kerja perlu dilanjutkan lewat DPR. Masyarakat, Serikat Buruh, Serikat Pekerja bersama DPR bisa
sinarkeadilan.com",0.0
427,@AnggreiniMelly,"RUU cipta Kerja memberikan banyak dampak positif untuk meningkatkan kesejahteraan masyarakat

Waspada Korona
#CiptaKerjaBangunBangsa",1.0
1038,@HaytllhKhumaini,"Apa peramal sudah baca RUU Cipta kerjaTweet Kutipan
Muhammad Said Didu
@msaid_didu
 · 15 Okt
Hasil nyata twitter.com/CNNIndonesia/s…",1.0
1271,@MediaPanglima,"Pjs. Bupati Pesisir Barat Memimpin Vicon tentang RUU Cipta KerjaPjs. Bupati Pesisir Barat Memimpin Vicon tentang RUU Cipta Kerja | Mediapanglima.co
MP Pesisir Barat – Pjs.Bupati Pesisir Barat Achmad Chrisna Putra memimpin Vicon tentang RUU CIPTA KERJA. Di Ruang Batu Gughi, Rabu (14/10/2020). Hadir dalam Acara tersebut, Pjs.Bupati Pesisir Barat...
mediapanglima.co",1.0
145,@irrawardy,"Melalui keterangan resminya, Bank Dunia menyatakan mendukung langkah pemerintah dlm mempercepat pemulihan ekonomi melalui RUU Cipta Kerja. Bank Dunia menilai omnibus law merupakan langkah reformasi besar utk menjadikan Indonesia lebih kompetitif dan menuju masyarakat yg sejahtera",1.0
1349,@opsiin,"Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompas- https://ift.tt/2H3g3fPMembandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompas-...
Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompasKOMPAS.COM/JAKA HBJAKARTA, KOMPAS.com – Draf RUU Cipta Kerja yang telah disahkan menjadi undang…
impormasi.wordpress.com",1.0
183,@gp_bambang,"Membalas 
@yosgabe4N
 dan 
@ridwankamilKok gubernur menyampaikan aspirasi buat rakyatnya aja g boleh?Ernest pendukung Jokowi tapi masalah ruu cipta kerja dia berseberangan salah ya dikritik g usah buta dan malah bikin comen ""udah baca belum"" Typical buzzer pemerintah padahal sendirinya cuman baca beberapa poin Saja",0.0
187,@DivaCatrii,"Duh... Duh... Dia kata Negara bebal... 
Oooowwww..... 
Kl isi RUU Cipta Kerja yg malah di tangkap berbanding terbalik oleh dia dan KAMI. 
TRUS YG BEBAL SIAPA SEBENARNYA.... 
Bapak sih.. Mainnya cuma seputar makar di WA. 
https://rmolbanten.com/read/2020/08/06/18553/Ahmad-Yani:-Jika-Pemerintah-Tetap-Bebal-Hukum-Sejarah-Akan-Menggilasnya-…",0.0
61,@Taslikha1,"Ketua DPR: Draft RUU Cipta Kerja Hanya Dicek Acak, World Bank Justru Memujinya? | Serba-serbi MMC

Pengesahan UU Cipta Kerja sudah dua minggu berlalu. Sudahlah rapat larut malam saat weekend demi sahnya RUU Cilaka ini, ternyata eh ternyata pimpinan DPR mengaku",0.0
1192,@MeilaSandi,Tak henti henti pemerintah memberikan informasi terkait RUU cipta kerja.,1.0
1280,@NatasyaCaca17,"Berita hoax tentang UU Cipta kerja jangan dipercaya, Pemerintah sudah melakukan dialog dengan berbagai unsur terdiri dari pengusaha, dan buruh untuk membahas RUU Cipta kerja. #KAMIFPISampahNKRI",1.0
1181,@Fristy333,"RUU Cipta Kerja mewajibkan lahan yang dikuasai korporasi agar segera dimanfaatkan, dengan membina petani yg berada di sekitar #OmnibusLawPetaniSejahtera",1.0
1364,@zaqianina,"DPR RI pembahasan Omnibus Law RUU Cipta Kerja dilakukan secara transparan dan cermat. 
#OmnibusLawTransparan",1.0
275,@LILApama2011,"Sementara itu, hasil survei nasional Cyrus Network misalnya, bahwa penilaian publik terhadap RUU Cipta Kerja dan Penanganan Dampak Covid-19 yang dipaparkan secara virtual secara umum, persepsi terhadap RUU Cipta Kerja cukup baik.

Kalahkan Pandemi
#RakyatBersamaOmnibusLaw",1.0
1239,@AmexDifabel,"2. Kelompok atau organisasi penyandang disabilitas tidak pernah diperhitungkan dan dilibatkan sejak awal proses pembahasan, padahal substansi RUU Cipta Kerja sangat relevan dan akan berdampak terhadap kehidupan para penyandang disabilitas. #DifabelTolakOmnibusLaw",0.0
693,@KantahGianyar,"#Repost 
@perekonomianri
・・・
#Grafikonomi 

Prosedur Program Legislasi Nasional (Prolegnas) dan pembahasan RUU Cipta Kerja di DPR RI telah ditaati oleh DPR RI, DPD RI, dan Pemerintah.",1.0
452,@koboyngalam,"Hadirilah!
 DISKUSI AKTUAL 
Telaah Kritis UU Omnibus Law Cipta Kerja dan Solusi Islam

Ahad, 18 Oktober 2020
Pukul 08.00 -- selesai

Pengesahan Omnibus Law RUU Cipta Kerja pada Senin 5 Oktober lalu mendapat penolakan dari berbagai elemen masyarakat, dalam bentuk d",0.0
942,@selfmirror_,"Tahapan penyusunan RUU Cipta Kerja
6. Di bentuk Panja
Badan legislasi (Baleg) DPR RI, DPD RI dan pemerintah melakukan rapat perdana pada tanggal 14 April 2020.

#OmnibusLawTaatProsedural",1.0
1719,@sandinashasha,"Pengesahan Rancangan Undang-Undang (RUU) Omnibus Law Cipta Kerja telah memicu aksi demonstrasi dari mahasiswa hingga kaum buruh di berbagai wilayah Indonesia.  Awas Korona
#KadrunMakarTunggangiOBLLawan 'Rezim Zalim', PA 212 Siap Terjun Panaskan Demo Tolak UU Ciptaker
Persaudaraan Alumni (PA) 212 menyatakan siap memanaskan aksi demonstrasi penolakan pengesahan RUU Omnibus Law Cipta Kerja, tegaskan ingin lawan 'rezim zalim'.
wowkeren.com",1.0
1805,@AkalSeh30753351,"mentri komunikasi dan informatrika,bukan blokir medsos kominfo bersihkan hoax omnibus law ruu cipta kerja
#DemokrasiBukanAnarki
#UsutPelakuAnarkis
#UUCiptaKerja",1.0
1427,@kiranazanah,"Semua kepentingan para pekerja telah diakomodir lewat RUU Cipta kerja. #CegahKorupsiDenganOBL.Prabowo: 80% Kepentingan Buruh Diakomodasi di Omnibus Law, Sisanya Bisa ke MK
Menteri Pertahanan Prabowo Subianto, yang juga menjabat Ketum Partai Gerindra, menegaskan berada di sisi buruh dalam pembahasan omnibus law UU Cipta Kerja.
news.detik.com",1.0
180,@pujolampusu,"Membalas 
@robbymarbun_
 dan 
@ustadtengkuzulHoax itu menegesahkan UU yang belum jadi.. 
Hoax itu janji Kampanye tak satupun ditepati.. 
Hoax itu menangkap demontran menolak RUU cipta kerja hanya berdasar asumsi UU Cilaka sudah disahkan sedang drafnya belum selesai. 
#SaatnyaJokowiTurun 
#DPRPengkhianatRakyat",0.0
49,@esgula_batu,"Membalas 
@AdriSanMiguel
 @BetaKopites_
 dan 
@LFCAnda pendukung pemerintah ya kerja kerja kerja terus, Tolak RUU Cipta Kerja mas Adrian!!!",0.0
1778,@Mtuhasan02,"#OBLWujudkanIndonesiaMaju 

Pro dan kontra disetiap peraturan pemerintah ntoh pasti ada.sebut saja RUU Cipta Kerja.mengapa mereka ingin sekali menggagalkan UU ini?mungkin ada sesuatu misal lahan basahnya terancam?ntah lah
.kalo yg kontra dgn RUU ini,lbh cerdas,MK solusi yg tpt.",1.0
1112,@threadreaderapp,"Membalas 
@_KakaIdhoHi! please find the unroll here: 
@taufiqrus
: berikut tulisan dosen saya di FHUI Rilis Media RUU CIPTA KERJA: PROSES LEGISLASI YANG UGAL-UGALAN… https://threadreaderapp.com/thread/1316413449895735297.html… Talk to you soon. ",1.0
1554,@TIARA2796,"Sebagaimana tertera dlm pasal 46 A  RUU Cipta Kerja ...bahwa pekerja yg di PHK mempunyai hak mendapat jaminan kehilangan pekerjaan...

Artinya apa dgn RUU ini banyak pasal yg akan menguntungkan para pekerja ...di mn perusahaan tdk bisa seenaknya 
#StophoaxUUCiptaker",1.0
1464,@SolikhahID,Halaman Draf RUU Omnibus Law / Cipta Kerja ... Dari waktu ke waktu... https://instagram.com/p/CGTa5R_ss49/?igshid=1n9eh1u9jlifd…,1.0
1124,@pilariucom,"Debat antara Ditektur YLBHI Asfinawati dan Menkominfo Johnny G. Plate terkait hoaks dan disinformasi mengenai RUU Cipta Kerja dalam program Mata Najwa #MataNajwaMenkominfo dan Direktur YLBHI Berdebat Soal Hoaks dan Disinformasi - Pilariu
Debat antara Ditektur YLBHI Asfinawati dan Menkominfo Johnny G. Plate terkait hoaks dan disinformasi mengenai RUU Cipta Kerja dalam program Mata Najwa
pilariu.com",1.0
451,@n1ckeff,"Penting nih...
Simak sampai habis video Bang Hotman Paris membantah  video pelintiran tentang RUU Cipta Kerja
Omnibuslaw Keren
#OmnibusLawPerkuatUMKM0:51
711 tayangan",1.0
608,@MagelangFair,"KemenkopUKM: RT 
@Kemenkumham_RI
: #SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaa… https://twitter.com/KemenkopUKM/status/1316695940577652737…Tweet Kutipan
#KamiPasti
@Kemenkumham_RI
 · 15 Okt
#SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22
Tampilkan utas ini",1.0
1365,@nayalho,"Omnibus Law RUU Cipta Kerja Dibahas Transparan dan Hati-Hati. 
#OmnibusLawTransparan",1.0
353,@ANugrah97424874,"Kalau di amati dari berbagai forum.
- dengan adanya covid 19
- RUU cipta kerja
- demo berjilid jilid .
Itu sangat berpengaruh pada pilkada yg akan datang,
Menurut filing saya angka golput untuk pilkada skrng akan sangat meningkat krn rakyat semakin tidak prcaya pd pemerintah nya",0.0
1099,@IkronAldino,"Membalas 
@CNNIndonesiaPrihatin sama polrinya , yang dia sendiri blum tentu tau isi dari RUU cipta kerja katanyanamah.",1.0
748,@dieliatin,"Membalas 
@ovo_idWah ini lucu banget Mystery box nya 
Saya sudah Ikutan 
Semoga mimin berkenan mampir ke profil IG saya & baca caption nya yang panjang mirip RUU Cipta Kerja ",1.0
1019,@princes66934439,"pasal 156 RUU Cipta Kerja

#OBLBuatSejahteraRakyat",1.0
722,@wa_puspa,"Ahmad juga menuturkan, bahwa isi dari RUU Cipta Kerja dapat menstimulus dan membantu UMKM sehingga dapat membangkitkan ekonomi rakyat. #OmnibusLawUntungkanBuruh",1.0
1046,@cintasiapanih,"Pasal 88F RUU Cipta Kerja : pemberi kerja dilarang memberi gaji buruh dibawah upah minimum 
#OBLBuatRakyatSejahtera",1.0
366,@RenalAri2012,"Malam minggu, masih bngung, cari draf final ruu cipta kerja 
Ad yg sama? Atau cm saya sndri yg beda?

#malamminggu",1.0
492,@kolakmanis,"RUU Cipta Kerja Dinilai Lemahkan Pemberantasan Korupsi - http://kompas.idRUU Cipta Kerja Dinilai Lemahkan Pemberantasan Korupsi – Kompas.id
Akademisi fakultas hukum dari beberapa universitas menilai RUU Cipta Kerja yang disetujui DPR bisa melemahkan pemberantasan korupsi. Beberapa pasal dalam draf 812 halaman menghilangkan ketentuan...
kompas.id",0.0
766,@kantahkabsragen,"#Repost 
@perekonomianri
 with 
@make_repost
・・・
#Grafikonomi 

Prosedur Program Legislasi Nasional (Prolegnas) dan pembahasan RUU Cipta Kerja di DPR RI telah ditaati oleh DPR RI, DPD RI, dan Pemerintah. 
#OmnibusLawTaatProsedur
#CiptaKerja
#UntukEkonomiIndonesia
Repost 
@atr_bpn",1.0
124,@hukumkorporat,ngambil team pro dalam disahkan nya ruu cipta kerja wdyt????,0.0
1549,@rivan_sandi,"Membalas 
@fntsy_ybaca draft RUU cipta kerja sampe RUU KUHP",1.0
1818,@mediaindonesia,"Persaudaraan Alumni (PA) 212, Front Pembela Islam (FPI), dan Gerakan Nasional Pengawal Fatwa (GNPF) Ulama berencana akan menggelar aksi menolak RUU Cipta Kerja pada Selasa (13/10) siang.Antisipasi Demonstrasi, Dishub DKI Lakukan Rekayasa Lalu Lintas
Persaudaraan Alumni (PA) 212, Front Pembela Islam (FPI), dan Gerakan Nasional Pengawal Fatwa (GNPF) Ulama berencana akan menggelar aksi menolak RUU Cipta Kerja pada Selasa (13/10) siang.
mediaindonesia.com",1.0
120,@PolsekMuntilan1,"Masyarakat Kab. Magelang Cinta Damai dan Menolak Demo Anarkis

Siang ini , Aliansi Masyarakat Kab. Magelang Deklarasi Cintai Damai Menolak Demo Anarkis menyikapi perkembangan situasi Demo Anarkis menolak pengesahan RUU Cipta Kerja di beberapa wilayah, Senin(19 /10/2020)",1.0
1623,@GoSumbarcom,"RUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke PresidenRUU Cipta Kerja 812 Halaman Final, Azis Syamsudin: Sudah Siap Dikirim ke Presiden
JAKARTA - DPR RI akhirnya selesai melakukan edit terhadap RUU Cipta Kerja. Wakil Ketua DPR Azis Syamsudin menyatakan, pengeditan telah selesai dan RUU siap dikirim ke Presiden untuk disahkan....
gosumbar.com",1.0
22,@jalanin_yuk,"Hari ini mahasiswa berkumpul dan meneruskan aksi tolak RUU Cipta Kerja.

adik2..terimakasih ya.
Saya titip aspirasi saya,semoga ada hasilnya dan please tetep pake masker.

oiya satu lagi,pastikan kalian sudah baca draft RUU nya,jangan demo doang tanpa baca",0.0
772,@pmibanyumas,"Proses evakuasi korban peserta aksi demonstrasi RUU Cipta Kerja oleh tim PMI Kabupaten Banyumas. (15/10)

#pmibanyumas #pmiselalubantu #banyumas #purwokerto #purwokertohitz  #infopurwokerto #instapurwokerto #banyumas24jam #banyumasinfo #purwokertoonline",1.0
1690,@jitoe02,"Slamet mengatakan, selain menolak RUU Cipta Kerja, terdapat beberapa poin yang akan disuarakan. Di antaranya selamatkan NKRI dan kaum buruh, dan bubarkan BPIP, serta ganyang China komunis si dalang.

Awas Korona #KadrunMakarTunggangiOBL",1.0
1827,@AnalLadu,"@karniilyas
 tumben, Datuk Karni belum rilis tema ILC Minggu ini , biasanya setiap senin sore, .....sy tahu ni msh galau , untuk angjat RUU cipta kerja  khan
..hehehe",1.0
616,@thgrthendowski,Dua sisi paslon 1 isterinya ngikut ngesahin RUU Cipta kerja paslon 2 keluarga pembabat hutan hiyaaaaaa,0.0
1284,@Ngookk_,"Sebagai anggota Panja RUU Omnibus Law Cipta Kerja, Nurul Arifin perlu meluruskan dan melakukan klarifikasi terhadap tuduhan tersebut. Bahwa tidak benar pembahasan RUU ini tidak transparan, #OmnibusLawTransparan juga tidak dilakukan di ruang gelap..",1.0
487,@ferriyuupy,"Membalas 
@ferriyuupy
 dan 
@wasitoaoempun maos RUU cipta kerja seng 7 Bab 1000+ halaman ?",1.0
1103,@banglintas,"Aksi Damai 1013 Tolak Pengesahan RUU Cipta KerjaAksi Damai 1013 Tolak Pengesahan RUU Cipta Kerja - Lintas Daerah
BERITA BOGOR – Aksi damai 1013 Tolak Pengesahan Rancangan Undang – undang Cipta Kerja di Kawasan Patung Kuda, Silang Monas Jakarta, Selasa (13/10/2020)
lintasdaerah.com",1.0
1102,@Baranewsaceh,"Aksi Demo Tolak RUU Cipta Kerja di Kabupaten Tenggerang Berlangsung DamaiAksi Demo Tolak RUU Cipta Kerja di Kabupaten Tenggerang Berlangsung Damai - BARANEWS VIDEO
  TANGERANG, BARANEWS | Aksi demo penolakan RUU Cipta Kerja Omnibus Law di pusat Pemerintah Kab. Tangerang berlangsung damai yang dilakukan oleh
video.baranewsaceh.co",1.0
1389,@VanantaraCom,Sementara itu di media sosial muncul tagar  #MosiTidakPercaya. Tagar tersebut menjadi topik terpopuler di Twitter Indonesia. Mereka sudah tak lagi mempercayai DPR dan pemerintah usai mengesahkan RUU Cipta Kerja yang penuh kontroversi.,0.0
917,@MamiaAja,"RUU Cipta Kerja melalui proses konsultasi publik. Dihadiri pereakilan berbagai kalangan dan diselenggarakan di berbagai kota. 

Smakin banyak yg membahas, smakin banyak aspirasi terserap yg ditampung dan dijadikan koreksi utk perbaikan RUU Cipta Kerja.
#OmnibusLawTaatProsedural",1.0
678,@akhunafirman_,"Membalas 
@yaelahadilHarta, tahta, RUU Cipta Kerja",0.0
204,@WartaEkonomi,"RUU Cipta Kerja, PKS Tegas: Semua-semuanya kejar tayang!RUU Cipta Kerja, PKS Tegas: Semua-semuanya kejar tayang!
Pemerintah diketahui tengah menyiapkan total sebanyak 40 aturan turunan Undang-Undang Cipta Kerja. Anggota Baleg Fraksi PKS Bukhori Yusuf.
m.wartaekonomi.co.id",0.0
1274,@ndhrizka,"Ngeliat ibu ini santai bgt ngejelasin dan ngelurusin “hoax” RUU cipta kerja yang beredar (dan kebanyakan seputar buruh), jadi mikir.....UU CIPTA KERJA MAUNYA APA SIH BU
Ida Fausiah (Menaker) Deddy...
#demo #uuciptakerja #omnibuslaw
youtube.com",0.0
65,@payunghukum_id,"Apakah sobat PHD disini sudah mendengar tentang RUU CiLaKa?

Sejak Februari 2020, sebenarnya nama RUU CiLaKa yang sudah tersebar seantero Indonesia diganti menjadi RUU Cipta Kerja (bisa disingkat menjadi RUU CiptaKer).",0.0
1195,@ikanbawel789,"Membalas 
@ari_ariayamWkwkwk gaadak lah, bisa bisa RUU cipta kerja ditambah nanti peraturan nya kalau rebo wekasan pada gamasuk",0.0
208,@MamyZizid,"Tak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi Jadi Korban!Serba-serbi MMC

Sudah jatuh,tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yg dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh termasuk perempuanTak Ada Hati! Perbudakan Legal Oleh Negara, Perempuan Lagi-lagi Jadi...
Sudah jatuh, tertimpa tangga pula. Begitulah nasib perempuan saat ini. RUU Cipta Kerja yang dikebut pada 5/10/2020 ini dinilai merugikan kalangan buruh terma...
youtube.com",0.0
153,@LILApama2011,"UU Cipta Kerja berasal dari RUU yang diusulkan oleh Presiden Joko Widodo ( Jokowi) pada April 2020. UU ini juga seringkali disebut dengan Omnibus Law Cipta Kerja.

Halau Kovid
#OmnibusLawBangunBangsaMengapa UU Cipta Kerja Disebut Omnibus Law? Halaman all - Kompas.com
Mengapa UU Cipta Kerja yang diusulkan Presiden Jokowi disebut sebagai Omnibus Law Cipta Kerja? Halaman all
money.kompas.com",1.0
419,@tjhinfar21,"6. Konsultasi Publik dengar pendapat

Sebelum disahkan RUU Cipta Kerja terlebih dahulu didiskusikan kembali diruang publik 
Dengan menyerap aspirasi masyarakat dari berbagai kalangan baik akademisi maupun pemangku kepentingan

Waspada Korona
#CiptaKerjaBangunBangsa",1.0
1430,@Mtuhasan02,"Membalas 
@Hanifah933Jgn² yg bikin hoax ntoh kumpulan sampah masuarakat.sudah pas RUU Cipta kerja untuk memutus alur korupsi di negara ini

#CegahKorupsiDenganOBL",1.0
1254,@EVALockheart,"RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan TradisionalRUU Cipta Kerja Tenggelamkan Nelayan Kecil dan Tradisional - Greenpeace Indonesia
Jakarta, 7 Oktober 2020 – Koalisi Masyarakat Sipil untuk Perikanan dan Kelautan Berkelanjutan (KORAL) secara tegas menolak RUU Cipta Kerja yang disahkan Dewan Perwakilan Rakyat (DPR) pada Senin...
greenpeace.org",0.0
1370,@DSutiyanti,"dari struktur pasal yang berjumlah 174 di dalam draf RUU Omnibus Law Cipta Kerja itu sekira 86,5% itu membicarakan masalah perizinan, kemudahan berusaha, investasi, dan UMKM

#OmnibusLawTransparan",1.0
1042,@crown_abie,"Secara resmi atas nama pemerintah, presiden Jokowi merilis pernyataan untuk meluruskan atas Hoax yg beredar tentang point-point RUU Cipta Kerja.

Presiden menegaskan bahwa #OBLBuatRakyatSejahtera

Daftar 7 Hoaks yang Dibantah Jokowi di UU Cipta KerjaDaftar 7 Hoaks yang Dibantah Jokowi di UU Cipta Kerja
Presiden Joko Widodo (Jokowi) meluruskan hoaks yang beredar di masyarakat terkait Omnibus Law Cipta Kerja atau UU Cipta Kerja.
money.kompas.com",1.0
1307,@citacitra09,"Peran RUU Cipta kerja untuk koperasi dan UMKM.

,#OmnibusLawTransparan #OmnibusLawUntukUMKM",1.0
20,@Papuakuindo,"Gading: RUU Cipta Kerja membuka peluang investasi besar dan bakal menciptakan pekerjaan yang seluas-luasnya bagi masyarakat

Gading Marten
Artis dan Presenter",1.0
1662,@kompascom,"Hingga saat ini draf final RUU Cipta Kerja belum diakses DPR dan Pemerintah. Pihak Istana Kepresidenan belum memberi respons.Istana Masih Bungkam soal Simpang Siur Draf RUU Cipta Kerja...
Hingga saat ini draf final RUU Cipta Kerja belum diakses DPR dan Pemerintah. Pihak Istana Kepresidenan belum memberi respons.
nasional.kompas.com",1.0
