,user_account,tweet,label,tweet_clean,tweet_token,tf_dict
80,@fahri_sion,"OmnibusLaw RUU Ciptakerja mengratiskan biaya sertifikasi halal untuk pelaku UMKM sektor makanan dan minuman
#CiptakerjaBermanfaat",1,omnibus law rancang undang undang cipta kerja gratis biaya sertifikasi halal laku usaha mikro tengah sektor makan minum,"['omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'gratis', 'biaya', 'sertifikasi', 'halal', 'laku', 'usaha', 'mikro', 'tengah', 'sektor', 'makan', 'minum']","{'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'gratis': 1, 'biaya': 1, 'sertifikasi': 1, 'halal': 1, 'laku': 1, 'usaha': 1, 'mikro': 1, 'tengah': 1, 'sektor': 1, 'makan': 1, 'minum': 1}"
1756,@nanana0680,"#OmnibusLawTransparan
Keterbukaan dalam proses itu, bahkan bisa diketahui karena banyak jejak digital dan liputan media. Selanjutnya menurut Nurul, pada 20 April 2020 DPR membentuk Panitia Kerja (Panja) RUU Cipta Kerja dan kemudian dilakukan pembahasan.",1,buka proses jejak digital liput media nurul april dewan wakil rakyat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja bahas,"['buka', 'proses', 'jejak', 'digital', 'liput', 'media', 'nurul', 'april', 'dewan', 'wakil', 'rakyat', 'bentuk', 'panitia', 'kerja', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'bahas']","{'buka': 1, 'proses': 1, 'jejak': 1, 'digital': 1, 'liput': 1, 'media': 1, 'nurul': 1, 'april': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'bentuk': 1, 'panitia': 2, 'kerja': 3, 'rancang': 1, 'undang': 2, 'cipta': 1, 'bahas': 1}"
430,@Sarcasbob,"Just read the news that actually the world bank supports RUU Ciptakerja in Indonesia, and i don't know how to react",0,just baca news dunia bank supports rancang undang undang cipta kerja indonesia selesai t know reaksi,"['just', 'baca', 'news', 'dunia', 'bank', 'supports', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'indonesia', 'selesai', 't', 'know', 'reaksi']","{'just': 1, 'baca': 1, 'news': 1, 'dunia': 1, 'bank': 1, 'supports': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'indonesia': 1, 'selesai': 1, 't': 1, 'know': 1, 'reaksi': 1}"
747,@PenaMabda,"Di Balik Pengesahan RUU Ciptakerja, DPR Turut Menciptakan Masyarakat ResahDi Balik Pengesahan RUU Ciptakerja, DPR Turut Menciptakan Masyarakat Resah
penamabda.com",0,kesah rancang undang undang cipta kerja dewan wakil rakyat cipta masyarakat resah kesah rancang undang undang cipta kerja dewan wakil rakyat cipta masyarakat resah,"['kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'cipta', 'masyarakat', 'resah', 'kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'cipta', 'masyarakat', 'resah']","{'kesah': 2, 'rancang': 2, 'undang': 4, 'cipta': 4, 'kerja': 2, 'dewan': 2, 'wakil': 2, 'rakyat': 2, 'masyarakat': 2, 'resah': 2}"
1726,@Polres_batola,"AKBP Lalu Moh. Syahir Arif, S.I.K, M.M Pimpin Apel Siaga Polres Batola dalam rangka Antisipasi Unras Penolakan RUU Cipta Kerja dengan Instansi Terkait.",1,akbp moh syahir arif s k m m pimpin apel siaga polres rangka antisipasi unras tolak rancang undang undang cipta kerja instansi kait,"['akbp', 'moh', 'syahir', 'arif', 's', 'k', 'm', 'm', 'pimpin', 'apel', 'siaga', 'polres', 'rangka', 'antisipasi', 'unras', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'instansi', 'kait']","{'akbp': 1, 'moh': 1, 'syahir': 1, 'arif': 1, 's': 1, 'k': 1, 'm': 2, 'pimpin': 1, 'apel': 1, 'siaga': 1, 'polres': 1, 'rangka': 1, 'antisipasi': 1, 'unras': 1, 'tolak': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'instansi': 1, 'kait': 1}"
1728,@PerekonomianRI,"3. RUU Cipta Kerja ditetapkan sebagai Prolegnas Prioritas Tahun 2020

#OmnibusLawTaatProsedur 
#CiptaKerja 
#UntukEkonomiIndonesiaAirlangga Hartarto dan 4 lainnya",1,rancang undang undang cipta kerja tetap program legislatif nasional prioritas tahi hartarto,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'tetap', 'program', 'legislatif', 'nasional', 'prioritas', 'tahi', 'hartarto']","{'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'tetap': 1, 'program': 1, 'legislatif': 1, 'nasional': 1, 'prioritas': 1, 'tahi': 1, 'hartarto': 1}"
1757,@LP_Kalianda,"Kemudian Presiden 
@jokowi
 melalui surat nomor: R-06/Pres/02/2020 tanggal 7 Februari 2020 menyampaikan secara resmi RUU Cipta Kerja kepada Ketua 
@dpr_ri
 untuk dibahas dalam sidang DPR.

#KumhamPasti
#PastiKeren
#OmnibusLawTaatProsedural",1,presiden surat nomor r pres tanggal februari resmi rancang undang undang cipta kerja ketua bahas sidang dewan wakil rakyat,"['presiden', 'surat', 'nomor', 'r', 'pres', 'tanggal', 'februari', 'resmi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'ketua', 'bahas', 'sidang', 'dewan', 'wakil', 'rakyat']","{'presiden': 1, 'surat': 1, 'nomor': 1, 'r': 1, 'pres': 1, 'tanggal': 1, 'februari': 1, 'resmi': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'ketua': 1, 'bahas': 1, 'sidang': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1}"
907,@crown_abie,"Boleh saja PKS tdk percaya thdp Draft Final RUU Cipta Kerja tersebut. Dan silahkan bentuk Tim Telaah, krn mmg fungsinya sbg Legislatif.

Asalkan jangan Provokasi...!!!

#OmnibusLawUntungkanBuruh
DPR Jamin Tidak Ada Pasal-Pasal Selundupan di UU Cipta KerjaDPR Jamin Tidak Ada Pasal-Pasal Selundupan di UU Cipta Kerja
DPR akhirnya menyerahkan Rancangan Undang-Undang (RUU) Cipta Kerja (Ciptaker) ke Presiden Joko Widodo kemarin (14/10). Dewan memastikan tidak ada perubahan.
jawapos.com",1,pks percaya draf final rancang undang undang cipta kerja silah bentuk tim telaah fungsi legislatif provokasi dewan wakil rakyat jamin pasal pasal selundup undang undang cipta kerja dewan wakil rakyat jamin pasal pasal selundup undang undang cipta kerja dewan wakil rakyat serah rancang undang undang rancang undang undang cipta kerja cipta kerja presiden joko widodo kemarin dewan ubah,"['pks', 'percaya', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'silah', 'bentuk', 'tim', 'telaah', 'fungsi', 'legislatif', 'provokasi', 'dewan', 'wakil', 'rakyat', 'jamin', 'pasal', 'pasal', 'selundup', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'jamin', 'pasal', 'pasal', 'selundup', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'serah', 'rancang', 'undang', 'undang', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'cipta', 'kerja', 'presiden', 'joko', 'widodo', 'kemarin', 'dewan', 'ubah']","{'pks': 1, 'percaya': 1, 'draf': 1, 'final': 1, 'rancang': 3, 'undang': 10, 'cipta': 5, 'kerja': 5, 'silah': 1, 'bentuk': 1, 'tim': 1, 'telaah': 1, 'fungsi': 1, 'legislatif': 1, 'provokasi': 1, 'dewan': 4, 'wakil': 3, 'rakyat': 3, 'jamin': 2, 'pasal': 4, 'selundup': 2, 'serah': 1, 'presiden': 1, 'joko': 1, 'widodo': 1, 'kemarin': 1, 'ubah': 1}"
1459,@Kalong65975054,"Sekarang terbuka semuanya ternyata,insan buruh tidak di libatkan dalam penyusunan RUU Cilaka ini
GP Ansor: Omnibus Law Cipta Kerja RUU yang Tidak JujurGP Ansor: Omnibus Law Cipta Kerja RUU yang Tidak Jujur
Yaqut Cholil Coumas menyebut RUU Ciptaker lebih pantas disebut RUU Investasi, karena mengutamakan investasi daripada tenaga kerja.
cnnindonesia.com",0,buka insan buruh libat susun rancang undang undang celaka ansor omnibus law cipta kerja rancang undang undang jujur gp ansor omnibus law cipta kerja rancang undang undang jujur yaqut cholil coumas sebut rancang undang undang cipta kerja rancang undang undang investasi utama investasi tenaga kerja,"['buka', 'insan', 'buruh', 'libat', 'susun', 'rancang', 'undang', 'undang', 'celaka', 'ansor', 'omnibus', 'law', 'cipta', 'kerja', 'rancang', 'undang', 'undang', 'jujur', 'gp', 'ansor', 'omnibus', 'law', 'cipta', 'kerja', 'rancang', 'undang', 'undang', 'jujur', 'yaqut', 'cholil', 'coumas', 'sebut', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'rancang', 'undang', 'undang', 'investasi', 'utama', 'investasi', 'tenaga', 'kerja']","{'buka': 1, 'insan': 1, 'buruh': 1, 'libat': 1, 'susun': 1, 'rancang': 5, 'undang': 10, 'celaka': 1, 'ansor': 2, 'omnibus': 2, 'law': 2, 'cipta': 3, 'kerja': 4, 'jujur': 2, 'gp': 1, 'yaqut': 1, 'cholil': 1, 'coumas': 1, 'sebut': 1, 'investasi': 2, 'utama': 1, 'tenaga': 1}"
933,@VitaAnisa9,amarah masyarakat (terutama buruh dan mahasiswa) mengenai keputusan RUU Cipta Kerja yang baru saja disahkan memicu banyak kontroversi.,0,amarah masyarakat buruh mahasiswa putus rancang undang undang cipta kerja sah picu kontroversi,"['amarah', 'masyarakat', 'buruh', 'mahasiswa', 'putus', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'picu', 'kontroversi']","{'amarah': 1, 'masyarakat': 1, 'buruh': 1, 'mahasiswa': 1, 'putus': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'sah': 1, 'picu': 1, 'kontroversi': 1}"
412,@tamhaRHidayanto,Beredar Draf RUU Cipta Kerja Hasil Revisi dari 1035 Jadi  812 Halaman http://dlvr.it/RjTH5Y,1,edar draf rancang undang undang cipta kerja hasil revisi halaman,"['edar', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'hasil', 'revisi', 'halaman']","{'edar': 1, 'draf': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'hasil': 1, 'revisi': 1, 'halaman': 1}"
1791,@ZAEffendy,"Peraturan DPR 2/2020 tentang Pembentukan UU: Penyampaian RUU ke Presiden dilakukan PALING LAMBAT 7 hari kerja sejak pengesahan Paripurna DPR, 5/10 > 13/10/2020.
#MosiTidakPercaya !!
TOLAK Omnibus Law UU Cipta Kerja
> TIDAK SAH, LEWATI BATAS WAKTU.Sebut Omnibus Law Telat Diserahkan ke Jokowi, Fraksi Rakyat: Sudah Tidak Sah
Fraksi Rakyat Indonesia mengatakan bahwa omnibus law Cipta Kerja sudah melewati batas waktu penyampaian kepada Presiden Jokowi.
nasional.tempo.co",0,atur dewan wakil rakyat bentuk undang undang sampai rancang undang undang presiden lambat kerja kesah paripurna dewan wakil rakyat tolak omnibus law undang undang cipta kerja sah lewat batas omnibus law telat serah jokowi fraksi rakyat sah fraksi rakyat indonesia omnibus law cipta kerja lewat batas sampai presiden jokowi nasional tempo,"['atur', 'dewan', 'wakil', 'rakyat', 'bentuk', 'undang', 'undang', 'sampai', 'rancang', 'undang', 'undang', 'presiden', 'lambat', 'kerja', 'kesah', 'paripurna', 'dewan', 'wakil', 'rakyat', 'tolak', 'omnibus', 'law', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'lewat', 'batas', 'omnibus', 'law', 'telat', 'serah', 'jokowi', 'fraksi', 'rakyat', 'sah', 'fraksi', 'rakyat', 'indonesia', 'omnibus', 'law', 'cipta', 'kerja', 'lewat', 'batas', 'sampai', 'presiden', 'jokowi', 'nasional', 'tempo']","{'atur': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 4, 'bentuk': 1, 'undang': 6, 'sampai': 2, 'rancang': 1, 'presiden': 2, 'lambat': 1, 'kerja': 3, 'kesah': 1, 'paripurna': 1, 'tolak': 1, 'omnibus': 3, 'law': 3, 'cipta': 2, 'sah': 2, 'lewat': 2, 'batas': 2, 'telat': 1, 'serah': 1, 'jokowi': 2, 'fraksi': 2, 'indonesia': 1, 'nasional': 1, 'tempo': 1}"
1264,@Bint4ng211,"RUU Cipta Kerja hadir salah satu tujuannya untuk menyederhanakan regulasi izin usaha dan berinvestasi. Regulasi penyederhanaan perizinan yang sebelumnya terdapat tumpang tindih, prosedur dan kemudahan dalam proses perizinan, serta memberikan kepastian hukum dalam berusaha.",1,rancang undang undang cipta kerja hadir salah tuju sederhana regulasi izin usaha investasi regulasi sederhana izin tumpang tindih prosedur mudah proses izin pasti hukum usaha,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'hadir', 'salah', 'tuju', 'sederhana', 'regulasi', 'izin', 'usaha', 'investasi', 'regulasi', 'sederhana', 'izin', 'tumpang', 'tindih', 'prosedur', 'mudah', 'proses', 'izin', 'pasti', 'hukum', 'usaha']","{'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'hadir': 1, 'salah': 1, 'tuju': 1, 'sederhana': 2, 'regulasi': 2, 'izin': 3, 'usaha': 2, 'investasi': 1, 'tumpang': 1, 'tindih': 1, 'prosedur': 1, 'mudah': 1, 'proses': 1, 'pasti': 1, 'hukum': 1}"
27,@nafisahtanjung,"UU Cipta Kerja ini sdh mengalami proses panjang. 
Menaker 
@idafauziyah
 : Pembahasan RUU Cipta Kerja transparan dan demokratis.",1,undang undang cipta kerja alami proses menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis,"['undang', 'undang', 'cipta', 'kerja', 'alami', 'proses', 'menteri', 'ketenagakerjaan', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'transparan', 'demokratis']","{'undang': 4, 'cipta': 2, 'kerja': 2, 'alami': 1, 'proses': 1, 'menteri': 1, 'ketenagakerjaan': 1, 'bahas': 1, 'rancang': 1, 'transparan': 1, 'demokratis': 1}"
1516,@borneo24_com,"Humas Polres Barito Utara Berikan Binaan Warganet Penyebar Hoax RUU Cipta KerjaHumas Polres Barito Utara Berikan Binaan Warganet Penyebar Hoax RUU Cipta Kerja | Borneo24.com
Barito Utara, Borneo24.com –Terbukti menyebarkan hoaks terkait RUU Cipta Kerja melalui akun sosial media sosial facebook miliknya, Agus Wahyudi (36) dipanggil ke Polres Barito Utara untuk mempertan...
borneo24.com",1,humas polres barito utara bina warganet sebar hoax rancang undang undang cipta kerja humas polres barito utara bina warganet sebar hoax rancang undang undang cipta kerja barito utara bukti sebar hoax kait rancang undang undang cipta kerja akun sosial media sosial facebook milik agus wahyudi panggil polres barito utara tan,"['humas', 'polres', 'barito', 'utara', 'bina', 'warganet', 'sebar', 'hoax', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'humas', 'polres', 'barito', 'utara', 'bina', 'warganet', 'sebar', 'hoax', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'barito', 'utara', 'bukti', 'sebar', 'hoax', 'kait', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'akun', 'sosial', 'media', 'sosial', 'facebook', 'milik', 'agus', 'wahyudi', 'panggil', 'polres', 'barito', 'utara', 'tan']","{'humas': 2, 'polres': 3, 'barito': 4, 'utara': 4, 'bina': 2, 'warganet': 2, 'sebar': 3, 'hoax': 3, 'rancang': 3, 'undang': 6, 'cipta': 3, 'kerja': 3, 'bukti': 1, 'kait': 1, 'akun': 1, 'sosial': 2, 'media': 1, 'facebook': 1, 'milik': 1, 'agus': 1, 'wahyudi': 1, 'panggil': 1, 'tan': 1}"
649,@HanifaWiwid,"RUU Ciptakerja Mudahkan UMKM
#CiptaKerjaBermanfaat",1,rancang undang undang cipta kerja mudah usaha mikro tengah,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'mudah', 'usaha', 'mikro', 'tengah']","{'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'mudah': 1, 'usaha': 1, 'mikro': 1, 'tengah': 1}"
1721,@Dee_01984,"Berdasarkan kepada Keputusan menko 
@PerekonomianRI
 Nomor 121 tahun 2020 dan nomor 138 tahun 2020,pemerintah melibatkan Serikat pekerja,Praktisi & Pelaku usaha dalam pembahasan awal RUU Cipta Kerja.

#OmnibusLawTaatProsedural",1,dasar putus menteri koordinator nomor tahi nomor tahi perintah libat serikat kerja praktisi laku usaha bahas rancang undang undang cipta kerja,"['dasar', 'putus', 'menteri', 'koordinator', 'nomor', 'tahi', 'nomor', 'tahi', 'perintah', 'libat', 'serikat', 'kerja', 'praktisi', 'laku', 'usaha', 'bahas', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'dasar': 1, 'putus': 1, 'menteri': 1, 'koordinator': 1, 'nomor': 2, 'tahi': 2, 'perintah': 1, 'libat': 1, 'serikat': 1, 'kerja': 2, 'praktisi': 1, 'laku': 1, 'usaha': 1, 'bahas': 1, 'rancang': 1, 'undang': 2, 'cipta': 1}"
254,@Liz3b3d,"RUU Cipta Kerja diciptakan sbg Prolegnas Prioritas thn 2020

#OmnibusLawTaatProsedural",1,rancang undang undang cipta kerja cipta program legislatif nasional prioritas,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'cipta', 'program', 'legislatif', 'nasional', 'prioritas']","{'rancang': 1, 'undang': 2, 'cipta': 2, 'kerja': 1, 'program': 1, 'legislatif': 1, 'nasional': 1, 'prioritas': 1}"
807,@mikirdoeloe,"kalangan pengusaha justru mendukung disahkannya UU Cipta Kerja.  Hal tersebut karena pengesahan RUU Cipta Kerja menjadi Undang-Undang dapat mengeliminasi sejumlah permasalahan dan hambatan industri, sehingga UU Cipta Kerja diyakini akan menjadi salah satu daya tarik investasi.",1,kalang usaha dukung sah undang undang cipta kerja kesah rancang undang undang cipta kerja undang undang eliminasi masalah hambat industri undang undang cipta kerja yakin salah daya tarik investasi,"['kalang', 'usaha', 'dukung', 'sah', 'undang', 'undang', 'cipta', 'kerja', 'kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'undang', 'undang', 'eliminasi', 'masalah', 'hambat', 'industri', 'undang', 'undang', 'cipta', 'kerja', 'yakin', 'salah', 'daya', 'tarik', 'investasi']","{'kalang': 1, 'usaha': 1, 'dukung': 1, 'sah': 1, 'undang': 8, 'cipta': 3, 'kerja': 3, 'kesah': 1, 'rancang': 1, 'eliminasi': 1, 'masalah': 1, 'hambat': 1, 'industri': 1, 'yakin': 1, 'salah': 1, 'daya': 1, 'tarik': 1, 'investasi': 1}"
1803,@_rani1603,"Omnibus Law RUU Cipta Kerja dibuat bertujuan untuk hal2 yg ribet menjadi simpel !!
#CiptaKerjaBermanfaat",1,omnibus law rancang undang undang cipta kerja tuju ribet simpel,"['omnibus', 'law', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tuju', 'ribet', 'simpel']","{'omnibus': 1, 'law': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'tuju': 1, 'ribet': 1, 'simpel': 1}"
400,@LILApama2011,"Isi RUU Cipta Kerja didukung oleh seluruh partai pendukung koalisi pemerintah. Sedangkan, dua fraksi menyatakan menolak RUU menjadi UU Cipta Kerja ini yaitu Partai Keadilan Sejahtera (PKS) dan Partai Demokrat.
Awas Korona #KadrunMakarTunggangiOBL",1,isi rancang undang undang cipta kerja dukung partai dukung koalisi perintah fraksi tolak rancang undang undang undang undang cipta kerja partai adil sejahtera pks partai demokrat awas corona,"['isi', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'dukung', 'partai', 'dukung', 'koalisi', 'perintah', 'fraksi', 'tolak', 'rancang', 'undang', 'undang', 'undang', 'undang', 'cipta', 'kerja', 'partai', 'adil', 'sejahtera', 'pks', 'partai', 'demokrat', 'awas', 'corona']","{'isi': 1, 'rancang': 2, 'undang': 6, 'cipta': 2, 'kerja': 2, 'dukung': 2, 'partai': 3, 'koalisi': 1, 'perintah': 1, 'fraksi': 1, 'tolak': 1, 'adil': 1, 'sejahtera': 1, 'pks': 1, 'demokrat': 1, 'awas': 1, 'corona': 1}"
1492,@Papuakuindo,"Gading: RUU Cipta Kerja membuka peluang investasi besar dan bakal menciptakan pekerjaan yang seluas-luasnya bagi masyarakat

Gading Marten
Artis dan Presenter",1,gading rancang undang undang cipta kerja buka peluang investasi cipta kerja luas luas masyarakat gading marten artis presenter,"['gading', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'buka', 'peluang', 'investasi', 'cipta', 'kerja', 'luas', 'luas', 'masyarakat', 'gading', 'marten', 'artis', 'presenter']","{'gading': 2, 'rancang': 1, 'undang': 2, 'cipta': 2, 'kerja': 2, 'buka': 1, 'peluang': 1, 'investasi': 1, 'luas': 2, 'masyarakat': 1, 'marten': 1, 'artis': 1, 'presenter': 1}"
1790,@prayoga448,Menangkal hoax tentang ruu cipta kerja di medsos,1,tangkal hoax rancang undang undang cipta kerja media sosial,"['tangkal', 'hoax', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'media', 'sosial']","{'tangkal': 1, 'hoax': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'media': 1, 'sosial': 1}"
772,@tribunnewswiki,"Ada Tiga Versi Draf RUU Cipta Kerja, Mana yang Disahkan DPR?Ada Tiga Versi Draf RUU Cipta Kerja, Mana yang Disahkan DPR? - Tribunnewswiki.com
Setidaknya ada tiga versi draf RUU Cipta Kerja, yang berjumlah 905 halaman, 1.035 halaman, dan 1.028 halaman
tribunnewswiki.com",1,versi draf rancang undang undang cipta kerja sah dewan wakil rakyat versi draf rancang undang undang cipta kerja sah dewan wakil rakyat versi draf rancang undang undang cipta kerja halaman halaman halaman,"['versi', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'dewan', 'wakil', 'rakyat', 'versi', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'dewan', 'wakil', 'rakyat', 'versi', 'draf', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'halaman', 'halaman', 'halaman']","{'versi': 3, 'draf': 3, 'rancang': 3, 'undang': 6, 'cipta': 3, 'kerja': 3, 'sah': 2, 'dewan': 2, 'wakil': 2, 'rakyat': 2, 'halaman': 3}"
1631,@yulhsa,"PSHTN Fakultas Hukum UI Nyatakan RUU Cipta Kerja sebagai Proses Legislasi yang Ugal-ugalan – Laman 2 – http://Urbannews.id https://urbannews.id/?p=8260 via urbannews_idPSHTN Fakultas Hukum UI Nyatakan RUU Cipta Kerja sebagai Proses Legislasi yang Ugal-ugalan -...
Pusat Studi Hukum Tata Negara Fakultas Hukum Universitas Indonesia (PSHTN FHUI) menyatakan menilai bahwa proses pembentukan undang-undang saat ini bukan lagi kotor, namun sudah sangat jorok.
urbannews.id",0,pusat studi hukum tata negara fakultas hukum ui nyata rancang undang undang cipta kerja proses legislasi ugal ugalan laman,"['pusat', 'studi', 'hukum', 'tata', 'negara', 'fakultas', 'hukum', 'ui', 'nyata', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'proses', 'legislasi', 'ugal', 'ugalan', 'laman']","{'pusat': 1, 'studi': 1, 'hukum': 2, 'tata': 1, 'negara': 1, 'fakultas': 1, 'ui': 1, 'nyata': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'proses': 1, 'legislasi': 1, 'ugal': 1, 'ugalan': 1, 'laman': 1}"
1044,@gmnifilsafat,Judicial Review: Cara Penguasa Menjinakkan Gerakan Anti-Omnibus Law: Ilustrasi: Illustruth PENGESAHAN Rancangan Undang-undang (RUU) Omnibus Cipta Kerja pada 5 Oktober silam telah memicu lahirnya gelombang demonstrasi di berbagai wilayah di Indonesia.… http://dlvr.it/RjTfgn,1,judicial review kuasa jinak gera anti omnibus law ilustrasi illustruth kesah rancang undang undang rancang undang undang omnibus cipta kerja oktober silam picu lahir gelombang demonstrasi wilayah indonesia,"['judicial', 'review', 'kuasa', 'jinak', 'gera', 'anti', 'omnibus', 'law', 'ilustrasi', 'illustruth', 'kesah', 'rancang', 'undang', 'undang', 'rancang', 'undang', 'undang', 'omnibus', 'cipta', 'kerja', 'oktober', 'silam', 'picu', 'lahir', 'gelombang', 'demonstrasi', 'wilayah', 'indonesia']","{'judicial': 1, 'review': 1, 'kuasa': 1, 'jinak': 1, 'gera': 1, 'anti': 1, 'omnibus': 2, 'law': 1, 'ilustrasi': 1, 'illustruth': 1, 'kesah': 1, 'rancang': 2, 'undang': 4, 'cipta': 1, 'kerja': 1, 'oktober': 1, 'silam': 1, 'picu': 1, 'lahir': 1, 'gelombang': 1, 'demonstrasi': 1, 'wilayah': 1, 'indonesia': 1}"
62,@mommiesdaily,"4. Dari hasil mengumpulkan data dan bertanya-tanya pada yang mengikuti isunya, berhasil juga Momin mengumpulkan beberapa catatan. Omnibus Law atau RUU CK (Rancangan Undang-undang Cipta Kerja) adalah sebuah peraturan sapu jagat, yang mencakup 11 klaster, antara lain:",1,hasil kumpul data ikut isu hasil momin kumpul catat omnibus law rancang undang undang rancang undang undang cipta kerja atur sapu jagat cakup kluster,"['hasil', 'kumpul', 'data', 'ikut', 'isu', 'hasil', 'momin', 'kumpul', 'catat', 'omnibus', 'law', 'rancang', 'undang', 'undang', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'atur', 'sapu', 'jagat', 'cakup', 'kluster']","{'hasil': 2, 'kumpul': 2, 'data': 1, 'ikut': 1, 'isu': 1, 'momin': 1, 'catat': 1, 'omnibus': 1, 'law': 1, 'rancang': 2, 'undang': 4, 'cipta': 1, 'kerja': 1, 'atur': 1, 'sapu': 1, 'jagat': 1, 'cakup': 1, 'kluster': 1}"
1800,@thgrthendowski,Dua sisi paslon 1 isterinya ngikut ngesahin RUU Cipta kerja paslon 2 keluarga pembabat hutan hiyaaaaaa,0,sisi pasang calon istri sah rancang undang undang cipta kerja pasang calon keluarga babat hutan,"['sisi', 'pasang', 'calon', 'istri', 'sah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pasang', 'calon', 'keluarga', 'babat', 'hutan']","{'sisi': 1, 'pasang': 2, 'calon': 2, 'istri': 1, 'sah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'keluarga': 1, 'babat': 1, 'hutan': 1}"
891,@Erizka27,Brb baca RUU cipta kerja,1,baca rancang undang undang cipta kerja,"['baca', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'baca': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1}"
