,user_account,label,tweet,tweet_clean,tweet_token,tf_dict
1124,@seetherainbow4,0,"Membalas 
@twitposGua jadi curiga kenapa pemerintah bersikeras supaya RUU cipa kerja tetep di sahkan, emang Ada apa sih sebenernya dibalik RUU Cipta Kerja yg bikin mereka maksa2 gini",balas curiga perintah sikeras rancang undang undang cipta kerja sah emang sih balik rancang undang undang cipta kerja bikin gin,"['balas', 'curiga', 'perintah', 'sikeras', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'emang', 'sih', 'balik', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'bikin', 'gin']","{'balas': 1, 'curiga': 1, 'perintah': 1, 'sikeras': 1, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 2, 'sah': 1, 'emang': 1, 'sih': 1, 'balik': 1, 'bikin': 1, 'gin': 1}"
437,@CNNIDdaily,0,"#BreakingNews

Demo tolak RUU Cipta Kerja berujung ricuh di kawasan Harmoni, Jakarta Pusat.

http://cnnindonesia.com/tv",demo tolak rancang undang undang cipta kerja ujung ricuh kawasan harmoni jakarta pusat,"['demo', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'ujung', 'ricuh', 'kawasan', 'harmoni', 'jakarta', 'pusat']","{'demo': 1, 'tolak': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'ujung': 1, 'ricuh': 1, 'kawasan': 1, 'harmoni': 1, 'jakarta': 1, 'pusat': 1}"
1377,@djaritakirana,0,"Katanya ada kekuatan dari negara luar tunggangi demo RUU ciptakerja, tapi kok rakyat pribumi yg ditangkap..
Skarang giliran petinggi ""KAMI"" jadi target, semoga dgn banyaknya rakyat dikriminalisasi saat ini makin  membakar semangat melawan rezim otoriter gaya baru ini..",kuat negara tunggang demo rancang undang undang cipta kerja rakyat pribumi tangkap gilir petinggi target moga banyak rakyat kriminalisasi bakar semangat lawan rezim otoriter gaya,"['kuat', 'negara', 'tunggang', 'demo', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'rakyat', 'pribumi', 'tangkap', 'gilir', 'petinggi', 'target', 'moga', 'banyak', 'rakyat', 'kriminalisasi', 'bakar', 'semangat', 'lawan', 'rezim', 'otoriter', 'gaya']","{'kuat': 1, 'negara': 1, 'tunggang': 1, 'demo': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'rakyat': 2, 'pribumi': 1, 'tangkap': 1, 'gilir': 1, 'petinggi': 1, 'target': 1, 'moga': 1, 'banyak': 1, 'kriminalisasi': 1, 'bakar': 1, 'semangat': 1, 'lawan': 1, 'rezim': 1, 'otoriter': 1, 'gaya': 1}"
105,@detikfinance,1,"Ida menyebut sasaran RUU Cipta Kerja ini yakni diharapkan akan terbuka kesempatan kerja lebih luas bagi tenaga kerja yang belum bekerja.Menaker Ngobrol UU Cipta Kerja Bareng Buruh Perempuan di Kantor
Ida menyebut sasaran RUU Cipta Kerja ini yakni diharapkan akan terbuka kesempatan kerja lebih luas bagi tenaga kerja yang belum bekerja.
finance.detik.com",ida sebut sasar rancang undang undang cipta kerja harap buka sempat kerja luas tenaga kerja menteri ketenagakerjaan obrol undang undang cipta kerja bareng buruh perempuan kantor ida sebut sasar rancang undang undang cipta kerja harap buka sempat kerja luas tenaga kerja uang,"['ida', 'sebut', 'sasar', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'harap', 'buka', 'sempat', 'kerja', 'luas', 'tenaga', 'kerja', 'menteri', 'ketenagakerjaan', 'obrol', 'undang', 'undang', 'cipta', 'kerja', 'bareng', 'buruh', 'perempuan', 'kantor', 'ida', 'sebut', 'sasar', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'harap', 'buka', 'sempat', 'kerja', 'luas', 'tenaga', 'kerja', 'uang']","{'ida': 2, 'sebut': 2, 'sasar': 2, 'rancang': 2, 'undang': 6, 'cipta': 3, 'kerja': 7, 'harap': 2, 'buka': 2, 'sempat': 2, 'luas': 2, 'tenaga': 2, 'menteri': 1, 'ketenagakerjaan': 1, 'obrol': 1, 'bareng': 1, 'buruh': 1, 'perempuan': 1, 'kantor': 1, 'uang': 1}"
647,@Nahdlatulilmu,0,"Pengesahan RUU Cipta Kerja semakin membuktikan penguasa bekerja untuk kepentingan korporat. Rakyat jadi tumbal. >> #EkonomiKhilafahAntiKrisis << #6dprDari 
Move Up 1453",kesah rancang undang undang cipta kerja bukti kuasa penting korporat rakyat tumbal move up,"['kesah', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'bukti', 'kuasa', 'penting', 'korporat', 'rakyat', 'tumbal', 'move', 'up']","{'kesah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'bukti': 1, 'kuasa': 1, 'penting': 1, 'korporat': 1, 'rakyat': 1, 'tumbal': 1, 'move': 1, 'up': 1}"
1599,@hariankompas,0,"RUU Cipta Kerja berpeluang menderaskan arus pangan impor. Petani akan menghadapi ”perang” yang lebih keras di arena perdagangan semakin bebas. Akankah kita membiarkan petani bertarung sendiri? 

#Ekonomi #adadikompasMencemaskan Masa Depan Petani
RUU Cipta Kerja berpeluang menderaskan arus pangan impor. Petani akan menghadapi ”perang” yang lebih keras di arena perdagangan yang semakin bebas. Akankah kita membiarkan petani bertarung sendiri?
bebas.kompas.id",rancang undang undang cipta kerja peluang deras arus pangan impor tani hadap perang keras arena dagang bebas biar tani tarung tani rancang undang undang cipta kerja peluang deras arus pangan impor tani hadap perang keras arena dagang bebas biar tani tarung bebas kompas,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'peluang', 'deras', 'arus', 'pangan', 'impor', 'tani', 'hadap', 'perang', 'keras', 'arena', 'dagang', 'bebas', 'biar', 'tani', 'tarung', 'tani', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'peluang', 'deras', 'arus', 'pangan', 'impor', 'tani', 'hadap', 'perang', 'keras', 'arena', 'dagang', 'bebas', 'biar', 'tani', 'tarung', 'bebas', 'kompas']","{'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 2, 'peluang': 2, 'deras': 2, 'arus': 2, 'pangan': 2, 'impor': 2, 'tani': 5, 'hadap': 2, 'perang': 2, 'keras': 2, 'arena': 2, 'dagang': 2, 'bebas': 3, 'biar': 2, 'tarung': 2, 'kompas': 1}"
281,@indozonemedia,1,"Begitu kebapakan, anggota TNI ini dengan lembut mengoleskan pasta ke area mata pendemo agar tidak perih saat terkena gas air mata. #KAMUHARUSTAU #TNI #RUUCiptaKerja #UUCiptakerHaru! Anggota TNI Oleskan Pasta ke Area Mata Pendemo agar Tidak Perih Kena Gas Air Mata | Indozon...
Seorang anggota TNI mengoleskan pasta ke area mata pendemo RUU Cipta Kerja
indozone.id",bapa anggota tni lembut oles pasta area mata demo perih kena gas air mata anggota tni oles pasta area mata demo perih kena gas air mata indozone anggota tni oles pasta area mata demo rancang undang undang cipta kerja indozone,"['bapa', 'anggota', 'tni', 'lembut', 'oles', 'pasta', 'area', 'mata', 'demo', 'perih', 'kena', 'gas', 'air', 'mata', 'anggota', 'tni', 'oles', 'pasta', 'area', 'mata', 'demo', 'perih', 'kena', 'gas', 'air', 'mata', 'indozone', 'anggota', 'tni', 'oles', 'pasta', 'area', 'mata', 'demo', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'indozone']","{'bapa': 1, 'anggota': 3, 'tni': 3, 'lembut': 1, 'oles': 3, 'pasta': 3, 'area': 3, 'mata': 5, 'demo': 3, 'perih': 2, 'kena': 2, 'gas': 2, 'air': 2, 'indozone': 2, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1}"
976,@Demokrat_TV,1,"15. Permohonan Permintaan Dokumen RUU Cipta Kerja, karena pasca disahkannya RUU tersebut menjadi UU, secara resmi Fraksi Partai Demokrat belum mendapatkan dokumen UU Ciptaker yang telah disahkan tersebut...",mohon minta dokumen rancang undang undang cipta kerja pasca sah rancang undang undang undang undang resmi fraksi partai demokrat dokumen undang undang cipta kerja sah,"['mohon', 'minta', 'dokumen', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pasca', 'sah', 'rancang', 'undang', 'undang', 'undang', 'undang', 'resmi', 'fraksi', 'partai', 'demokrat', 'dokumen', 'undang', 'undang', 'cipta', 'kerja', 'sah']","{'mohon': 1, 'minta': 1, 'dokumen': 2, 'rancang': 2, 'undang': 8, 'cipta': 2, 'kerja': 2, 'pasca': 1, 'sah': 2, 'resmi': 1, 'fraksi': 1, 'partai': 1, 'demokrat': 1}"
894,@Dwiaprily,1,"KRPI hanya menerima  draft yang “dinyatakan sebagai draft final"" RUU CiptaKerja dan disebarkan ke media massa oleh salah satu pimpinan Baleg DPR RI #KRPIPerppuBatalkanUUCipker
Jadi, tolong jangan cap #MahasiswaBergerak sebagai perusuh
@jokowi
@KSPgoid
@KemensetnegRI
@Setkabgoid",konfederasi rakyat kerja indonesia terima draf nyata draf final rancang undang undang cipta kerja sebar media salah pimpin baleg dewan wakil rakyat rakyat indonesia tolong cap rusuh,"['konfederasi', 'rakyat', 'kerja', 'indonesia', 'terima', 'draf', 'nyata', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sebar', 'media', 'salah', 'pimpin', 'baleg', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'tolong', 'cap', 'rusuh']","{'konfederasi': 1, 'rakyat': 3, 'kerja': 2, 'indonesia': 2, 'terima': 1, 'draf': 2, 'nyata': 1, 'final': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'sebar': 1, 'media': 1, 'salah': 1, 'pimpin': 1, 'baleg': 1, 'dewan': 1, 'wakil': 1, 'tolong': 1, 'cap': 1, 'rusuh': 1}"
1504,@SuwandaBen,1,"TELAK!!! Politikus PDIP Arteria Dahlan Mau Klaim. Tapi Malah Dibantah Ketua Serikat Pekerja.

Arteria Dahlan PDIP adalah Inisiator RUU Cipta Kerja.

""""PKS dan Demokrat mereka adalah Partai Pembela Buruh, Mahasiswa dan Rakyat"""".
 http://portal-islam.id/2020/10/telak-politikus-pdip-arteria-dahlan-mau.html…",telak politikus pdip arteria dahlan klaim ban ketua serikat kerja arteria dahlan pdip inisiator rancang undang undang cipta kerja pks demokrat partai bela buruh mahasiswa rakyat,"['telak', 'politikus', 'pdip', 'arteria', 'dahlan', 'klaim', 'ban', 'ketua', 'serikat', 'kerja', 'arteria', 'dahlan', 'pdip', 'inisiator', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pks', 'demokrat', 'partai', 'bela', 'buruh', 'mahasiswa', 'rakyat']","{'telak': 1, 'politikus': 1, 'pdip': 2, 'arteria': 2, 'dahlan': 2, 'klaim': 1, 'ban': 1, 'ketua': 1, 'serikat': 1, 'kerja': 2, 'inisiator': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'pks': 1, 'demokrat': 1, 'partai': 1, 'bela': 1, 'buruh': 1, 'mahasiswa': 1, 'rakyat': 1}"
1770,@Dee_01984,1,"Tahap berikutnya..RUU Cipta Kerja ditetapkan sabagai (Peogram Legalisasi Nasional) Prolegnas Prioritas Tahun 2020 oleh 
@DPR_RI
 pada rapat paripurna 22Januari 2020.

“#OmnibusLawTaatProsedural",tahap rancang undang undang cipta kerja tetap program legalisasi nasional program legislatif nasional prioritas tahi rapat paripurna,"['tahap', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tetap', 'program', 'legalisasi', 'nasional', 'program', 'legislatif', 'nasional', 'prioritas', 'tahi', 'rapat', 'paripurna']","{'tahap': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'tetap': 1, 'program': 2, 'legalisasi': 1, 'nasional': 2, 'legislatif': 1, 'prioritas': 1, 'tahi': 1, 'rapat': 1, 'paripurna': 1}"
1734,@iwan_ideas,0,"Belum ada Draf Final RUU Cipta Kerja, jadi yang disahkan kemaren adalah produk cacat hukum. #TolakOmnibusLaw",draf final rancang undang undang cipta kerja sah kemarin produk cacat hukum,"['draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'kemarin', 'produk', 'cacat', 'hukum']","{'draf': 1, 'final': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'sah': 1, 'kemarin': 1, 'produk': 1, 'cacat': 1, 'hukum': 1}"
192,@detikcom,0,"Jurnalis dari Kota dan Kabupaten Cirebon berunjuk rasa di Mapolres. Mereka mengecam tindakan represif aparat pada jurnalis saat meliput demo RUU Cipta Kerja. #Jurnalis #CirebonDemo di Depan Markas Polisi, Jurnalis Cirebon Kecam Tindakan Represif Aparat
Jurnalis dari Kota dan Kabupaten Cirebon berunjuk rasa di Mapolres. Mereka mengecam tindakan represif aparat pada jurnalis saat meliput demo RUU Cipta Kerja.
news.detik.com",jurnalis kota kabupaten cirebon unjuk mapolres kecam tindak represif aparat jurnalis liput demo rancang undang undang cipta kerja markas polisi jurnalis cirebon kecam tindak represif aparat jurnalis kota kabupaten cirebon unjuk mapolres kecam tindak represif aparat jurnalis liput demo rancang undang undang cipta kerja news,"['jurnalis', 'kota', 'kabupaten', 'cirebon', 'unjuk', 'mapolres', 'kecam', 'tindak', 'represif', 'aparat', 'jurnalis', 'liput', 'demo', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'markas', 'polisi', 'jurnalis', 'cirebon', 'kecam', 'tindak', 'represif', 'aparat', 'jurnalis', 'kota', 'kabupaten', 'cirebon', 'unjuk', 'mapolres', 'kecam', 'tindak', 'represif', 'aparat', 'jurnalis', 'liput', 'demo', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'news']","{'jurnalis': 5, 'kota': 2, 'kabupaten': 2, 'cirebon': 3, 'unjuk': 2, 'mapolres': 2, 'kecam': 3, 'tindak': 3, 'represif': 3, 'aparat': 3, 'liput': 2, 'demo': 2, 'rancang': 2, 'undang': 4, 'cipta': 2, 'kerja': 2, 'markas': 1, 'polisi': 1, 'news': 1}"
540,@jpnncom,0,"Satgas Covid-19 mendatangi kontrakan yang dihuni sejumlah buruh, pascademo menolak RUU Cipta Kerja. #DemoRUUCiptaKerjaPascademo Tolak RUU Ciptaker, Kontrakan Buruh Didatangi Petugas, Ini yang Terjadi
Satgas Covid-19 mendatangi kontrakan yang dihuni sejumlah buruh, pascademo menolak RUU Cipta Kerja.
m.jpnn.com",satgas covid kontra huni buruh pasca demo tolak rancang undang undang cipta kerja tolak rancang undang undang cipta kerja kontra buruh datang tugas satgas covid kontra huni buruh pasca demo tolak rancang undang undang cipta kerja m,"['satgas', 'covid', 'kontra', 'huni', 'buruh', 'pasca', 'demo', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'kontra', 'buruh', 'datang', 'tugas', 'satgas', 'covid', 'kontra', 'huni', 'buruh', 'pasca', 'demo', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'm']","{'satgas': 2, 'covid': 2, 'kontra': 3, 'huni': 2, 'buruh': 3, 'pasca': 2, 'demo': 2, 'tolak': 3, 'rancang': 3, 'undang': 6, 'cipta': 3, 'kerja': 3, 'datang': 1, 'tugas': 1, 'm': 1}"
829,@ovyic,1,"Diluar itu siapa yg membuat dan mengesahkan UU Cipta Kerja dalam hal ini DPR. Harusnya ada cara lain untuk menolaknya selain berdemo krn RUU itu skr kadung menjadi Undang-undang. Dan, berkumpul berdemo dg banyak orang dimasa pandemi spt ini sungguh amat besar resikonya",luar kesah undang undang cipta kerja dewan wakil rakyat tolak demo rancang undang undang kadung undang undang kumpul demo orang masa pandemi sungguh resiko,"['luar', 'kesah', 'undang', 'undang', 'cipta', 'kerja', 'dewan', 'wakil', 'rakyat', 'tolak', 'demo', 'rancang', 'undang', 'undang', 'kadung', 'undang', 'undang', 'kumpul', 'demo', 'orang', 'masa', 'pandemi', 'sungguh', 'resiko']","{'luar': 1, 'kesah': 1, 'undang': 6, 'cipta': 1, 'kerja': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 1, 'tolak': 1, 'demo': 2, 'rancang': 1, 'kadung': 1, 'kumpul': 1, 'orang': 1, 'masa': 1, 'pandemi': 1, 'sungguh': 1, 'resiko': 1}"
1638,@denni_loyz,1,"6. Pembentukan Panja
Tanggal 14 April 2020 Baleg DPR RI, DPD RI dan Pemerintah melakukan rapat pembentukan Panitia Kerja (Panja) RUU Cipta Kerja.
#OmnibusLawTaatProsedural",bentuk panitia kerja tanggal april baleg dewan wakil rakyat rakyat indonesia dewan wakil daerah rakyat indonesia perintah rapat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja,"['bentuk', 'panitia', 'kerja', 'tanggal', 'april', 'baleg', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'dewan', 'wakil', 'daerah', 'rakyat', 'indonesia', 'perintah', 'rapat', 'bentuk', 'panitia', 'kerja', 'panitia', 'kerja', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'bentuk': 2, 'panitia': 3, 'kerja': 4, 'tanggal': 1, 'april': 1, 'baleg': 1, 'dewan': 2, 'wakil': 2, 'rakyat': 3, 'indonesia': 2, 'daerah': 1, 'perintah': 1, 'rapat': 1, 'rancang': 1, 'undang': 2, 'cipta': 1}"
1255,@SammiSoh,1,"1. RUU Cipta kerja adalah RUU yang sangat menguntungkan Pengusaha dan Buruh/Pekerja, tapi tidak menguntungkan bagi beberapa pihak. Salah satunya adalah Organisasi Buruh. Mereka menolak sebelum RUU Cipta Kerja dirilis dan mereka semakin menolak ketika RUU Cipta Kerja telah dirilis",rancang undang undang cipta kerja rancang undang undang untung usaha buruh kerja untung salah satu organisasi buruh tolak rancang undang undang cipta kerja rilis tolak rancang undang undang cipta kerja rilis,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'rancang', 'undang', 'undang', 'untung', 'usaha', 'buruh', 'kerja', 'untung', 'salah', 'satu', 'organisasi', 'buruh', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'rilis', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'rilis']","{'rancang': 4, 'undang': 8, 'cipta': 3, 'kerja': 4, 'untung': 2, 'usaha': 1, 'buruh': 2, 'salah': 1, 'satu': 1, 'organisasi': 1, 'tolak': 2, 'rilis': 2}"
1405,@detikcom,1,"Video anggota Fraksi Partai Demokrat, Benny K Harman yang dinarasikan dukung RUU Cipta Kerja beredar. Benny mengatakan video itu telah dipotong dan disesatkan. #OmnibusLaw #BennyHarmanBenny Harman Sebut Video Dukung UU Cipta Kerja Dipotong: Itu Disesatkan!
Video anggota Fraksi Partai Demokrat Benny K Harman yang dinarasikan mendukung RUU Cipta Kerja beredar. Benny menyebut video itu telah dipotong dan disesatkan.
news.detik.com",video anggota fraksi partai demokrat benny k harman narasi dukung rancang undang undang cipta kerja edar benny video potong sesat harman video dukung undang undang cipta kerja potong sesat video anggota fraksi partai demokrat benny k harman narasi dukung rancang undang undang cipta kerja edar benny sebut video potong sesat news,"['video', 'anggota', 'fraksi', 'partai', 'demokrat', 'benny', 'k', 'harman', 'narasi', 'dukung', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'edar', 'benny', 'video', 'potong', 'sesat', 'harman', 'video', 'dukung', 'undang', 'undang', 'cipta', 'kerja', 'potong', 'sesat', 'video', 'anggota', 'fraksi', 'partai', 'demokrat', 'benny', 'k', 'harman', 'narasi', 'dukung', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'edar', 'benny', 'sebut', 'video', 'potong', 'sesat', 'news']","{'video': 5, 'anggota': 2, 'fraksi': 2, 'partai': 2, 'demokrat': 2, 'benny': 4, 'k': 2, 'harman': 3, 'narasi': 2, 'dukung': 3, 'rancang': 2, 'undang': 6, 'cipta': 3, 'kerja': 3, 'edar': 2, 'potong': 3, 'sesat': 3, 'sebut': 1, 'news': 1}"
593,@grossofx_,1,"Buruh kembali melakukan unjuk rasa untuk menolak RUU Cipta Kerja.

Massa bergerak di Jalan Medan merdeka barat menuju Istana Merdeka. Senin 12 Oktober 2020

#DemoBuruh
#OmnibusLaw
#DemoMahasiswa
#DemoJenderalKancil 
#OmnibusLawJadiSolusi",buruh unjuk tolak rancang undang undang cipta kerja gerak jalan medan merdeka barat istana merdeka senin oktober solusi,"['buruh', 'unjuk', 'tolak', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'gerak', 'jalan', 'medan', 'merdeka', 'barat', 'istana', 'merdeka', 'senin', 'oktober', 'solusi']","{'buruh': 1, 'unjuk': 1, 'tolak': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1, 'gerak': 1, 'jalan': 1, 'medan': 1, 'merdeka': 2, 'barat': 1, 'istana': 1, 'senin': 1, 'oktober': 1, 'solusi': 1}"
714,@ayahhasann,1,"Membalas 
@kompascomMungkin para pejabat dan anggota Dewan juga harus baca ini dulu, Pak, seelum mensahkan RUU Cipta Kerja",balas jabat anggota dewan baca sah rancang undang undang cipta kerja,"['balas', 'jabat', 'anggota', 'dewan', 'baca', 'sah', 'rancang', 'undang', 'undang', 'cipta', 'kerja']","{'balas': 1, 'jabat': 1, 'anggota': 1, 'dewan': 1, 'baca': 1, 'sah': 1, 'rancang': 1, 'undang': 2, 'cipta': 1, 'kerja': 1}"
72,@DianFatwa,0,"Lho sudah diketok, tapi draft belum final? Ngeri amat negeri ini kalau bikin UU-nya seperti ini. Ini menyangkut hajat hidup orang banyak & climate change bukan seperti jualan martabak. 

Belum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami RapikanBelum Ada Draf Final RUU Cipta Kerja, Baleg DPR: Masih Kami Rapikan - Tirto.ID
Draft final masih belum ada meski RUU Cipta Kerja ini sudah disepakati DPR, DPD, dan pemerintah untuk menjadi Undang-Undan sejak, Senin (5/10/2020).
tirto.id",ketok draf final ngeri negeri bikin undang undang hajat hidup orang iklim ubah jual martabak draf final rancang undang undang cipta kerja baleg dewan wakil rakyat rapi draf final rancang undang undang cipta kerja baleg dewan wakil rakyat rapi tirto draf final rancang undang undang cipta kerja pakat dewan wakil rakyat dewan wakil daerah perintah undang undang senin tirto,"['ketok', 'draf', 'final', 'ngeri', 'negeri', 'bikin', 'undang', 'undang', 'hajat', 'hidup', 'orang', 'iklim', 'ubah', 'jual', 'martabak', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'baleg', 'dewan', 'wakil', 'rakyat', 'rapi', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'baleg', 'dewan', 'wakil', 'rakyat', 'rapi', 'tirto', 'draf', 'final', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'pakat', 'dewan', 'wakil', 'rakyat', 'dewan', 'wakil', 'daerah', 'perintah', 'undang', 'undang', 'senin', 'tirto']","{'ketok': 1, 'draf': 4, 'final': 4, 'ngeri': 1, 'negeri': 1, 'bikin': 1, 'undang': 10, 'hajat': 1, 'hidup': 1, 'orang': 1, 'iklim': 1, 'ubah': 1, 'jual': 1, 'martabak': 1, 'rancang': 3, 'cipta': 3, 'kerja': 3, 'baleg': 2, 'dewan': 4, 'wakil': 4, 'rakyat': 3, 'rapi': 2, 'tirto': 2, 'pakat': 1, 'daerah': 1, 'perintah': 1, 'senin': 1}"
1181,@antaranews,1,"Benny tegaskan video dukung #RUUCiptaKerja yang beredar di medsos editan.Benny tegaskan video dukung RUU Ciptaker yang beredar di medsos editan
Anggota Badan Legislasi (Baleg) DPR RI Benny K Harman mengatakan video dirinya mendukung Rancangan Undang-Undang Cipta Kerja (Ciptaker) saat masih proses ...
antaranews.com",benny tegas video dukung edar media sosial edit benny tegas video dukung rancang undang undang cipta kerja edar media sosial edit anggota badan legislasi baleg dewan wakil rakyat rakyat indonesia benny k harman video dukung rancang undang undang cipta kerja cipta kerja proses,"['benny', 'tegas', 'video', 'dukung', 'edar', 'media', 'sosial', 'edit', 'benny', 'tegas', 'video', 'dukung', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'edar', 'media', 'sosial', 'edit', 'anggota', 'badan', 'legislasi', 'baleg', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'benny', 'k', 'harman', 'video', 'dukung', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'cipta', 'kerja', 'proses']","{'benny': 3, 'tegas': 2, 'video': 3, 'dukung': 3, 'edar': 2, 'media': 2, 'sosial': 2, 'edit': 2, 'rancang': 2, 'undang': 4, 'cipta': 3, 'kerja': 3, 'anggota': 1, 'badan': 1, 'legislasi': 1, 'baleg': 1, 'dewan': 1, 'wakil': 1, 'rakyat': 2, 'indonesia': 1, 'k': 1, 'harman': 1, 'proses': 1}"
1598,@fahiraidris,1,"11. 
@DPDRI
 bahkan mengusulkan untuk kembali ke UU eksisting atau dicabut dari RUU tentang Cipta Kerja.

Penolakan #DPDRI terhadap kluster UU Ketenagakerjaan juga telah disampaikan Ketua PPUU mewakili DPD pada Rapat Kapoksi dengan Pimpinan DPR RI.Fahira Idris DPD RI dan 2 lainnya",usul undang undang eksekusi cabut rancang undang undang cipta kerja tolak kluster undang undang ketenagakerjaan ketua panitia ancang undang undang wakil dewan wakil daerah rapat kapok pimpin dewan wakil rakyat rakyat indonesia fahira idris dewan wakil daerah rakyat indonesia,"['usul', 'undang', 'undang', 'eksekusi', 'cabut', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'tolak', 'kluster', 'undang', 'undang', 'ketenagakerjaan', 'ketua', 'panitia', 'ancang', 'undang', 'undang', 'wakil', 'dewan', 'wakil', 'daerah', 'rapat', 'kapok', 'pimpin', 'dewan', 'wakil', 'rakyat', 'rakyat', 'indonesia', 'fahira', 'idris', 'dewan', 'wakil', 'daerah', 'rakyat', 'indonesia']","{'usul': 1, 'undang': 8, 'eksekusi': 1, 'cabut': 1, 'rancang': 1, 'cipta': 1, 'kerja': 1, 'tolak': 1, 'kluster': 1, 'ketenagakerjaan': 1, 'ketua': 1, 'panitia': 1, 'ancang': 1, 'wakil': 4, 'dewan': 3, 'daerah': 2, 'rapat': 1, 'kapok': 1, 'pimpin': 1, 'rakyat': 3, 'indonesia': 2, 'fahira': 1, 'idris': 1}"
347,@kompascom,1,"RUU Cipta Kerja tersebut merupakan salah satu cara memulihkan Indonesia yang perekonomiannya terdisrupsi akibat pandemi Covid-19.Wapres: RUU Cipta Kerja Jadi Pertaruhan Kredibilitas Indonesia di Mata Dunia
RUU Cipta Kerja tersebut merupakan salah satu cara memulihkan Indonesia yang perekonomiannya terdisrupsi akibat pandemi Covid-19.
nasional.kompas.com",rancang undang undang cipta kerja salah pulih indonesia ekonomi disrupsi akibat pandemi covid wakil presiden rancang undang undang cipta kerja taruh kredibilitas indonesia mata dunia rancang undang undang cipta kerja salah pulih indonesia ekonomi disrupsi akibat pandemi covid nasional,"['rancang', 'undang', 'undang', 'cipta', 'kerja', 'salah', 'pulih', 'indonesia', 'ekonomi', 'disrupsi', 'akibat', 'pandemi', 'covid', 'wakil', 'presiden', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'taruh', 'kredibilitas', 'indonesia', 'mata', 'dunia', 'rancang', 'undang', 'undang', 'cipta', 'kerja', 'salah', 'pulih', 'indonesia', 'ekonomi', 'disrupsi', 'akibat', 'pandemi', 'covid', 'nasional']","{'rancang': 3, 'undang': 6, 'cipta': 3, 'kerja': 3, 'salah': 2, 'pulih': 2, 'indonesia': 3, 'ekonomi': 2, 'disrupsi': 2, 'akibat': 2, 'pandemi': 2, 'covid': 2, 'wakil': 1, 'presiden': 1, 'taruh': 1, 'kredibilitas': 1, 'mata': 1, 'dunia': 1, 'nasional': 1}"
